sgRNA	Gene	Clip2_7_E8_control_BC21_IGO_09496_13_S13
MCM3_11240	MCM3	0
MCM4_11241	MCM4	0
MCM4_11243	MCM4	0
MCM5_11245	MCM5	0
MCM5_11248	MCM5	0
MCM6_11249	MCM6	0
MCM6_11251	MCM6	0
MCM6_11252	MCM6	0
MCM7_11253	MCM7	0
MCM7_11255	MCM7	0
MCM7_11256	MCM7	0
MDH2_11283	MDH2	0
MDM2_11291	MDM2	0
MDM2_11292	MDM2	0
MDM4_11294	MDM4	0
ME2_11302	ME2	0
MEA1_11306	MEA1	0
MEOX1_11368	MEOX1	0
METTL1_11391	METTL1	0
MFAP1_11394	MFAP1	0
MFAP1_11395	MFAP1	0
MICB_11481	MICB	0
MIPEP_11501	MIPEP	0
MIPEP_11504	MIPEP	0
MME_11584	MME	0
MNT_11664	MNT	0
MPP2_11715	MPP2	0
MRE11A_11738	MRE11A	0
MST1_11791	MST1	0
MST1_11792	MST1	0
MST1R_11795	MST1R	0
MT1A_11806	MT1A	0
MT1B_11812	MT1B	0
MT1E_11813	MT1E	0
MT1E_11815	MT1E	0
MT1E_11816	MT1E	0
MT1F_11818	MT1F	0
MT1G_11822	MT1G	0
MT1X_11834	MT1X	0
MT2A_11838	MT2A	0
MTF1_11856	MTF1	0
NUDT1_11859	NUDT1	0
MTIF2_11871	MTIF2	0
MTIF2_11872	MTIF2	0
MTX1_11901	MTX1	0
MTX1_11902	MTX1	0
MUC6_11921	MUC6	0
MUC6_11923	MUC6	0
TRIM37_11929	TRIM37	0
MVK_11950	MVK	0
MYBL2_11977	MYBL2	0
MYBL2_11978	MYBL2	0
MYC_11995	MYC	0
MYH11_12059	MYH11	0
PPP1R12A_12152	PPP1R12A	0
NACA_12170	NACA	0
NACA_12171	NACA	0
NARS_12206	NARS	0
NARS_12207	NARS	0
NARS_12208	NARS	0
NUBP1_12221	NUBP1	0
NUBP1_12222	NUBP1	0
NUBP1_12223	NUBP1	0
NCBP1_12237	NCBP1	0
NCBP1_12238	NCBP1	0
NCK1_12252	NCK1	0
NCL_12254	NCL	0
NCL_12255	NCL	0
NCL_12256	NCL	0
NDUFA2_12271	NDUFA2	0
NDUFA9_12302	NDUFA9	0
NDUFAB1_12311	NDUFAB1	0
NDUFAB1_12312	NDUFAB1	0
NDUFB2_12317	NDUFB2	0
NDUFB5_12329	NDUFB5	0
NDUFB5_12332	NDUFB5	0
NDUFB6_12336	NDUFB6	0
NDUFB8_12344	NDUFB8	0
NDUFB9_12346	NDUFB9	0
NDUFB9_12347	NDUFB9	0
NDUFB9_12348	NDUFB9	0
NDUFB10_12352	NDUFB10	0
NDUFC1_12354	NDUFC1	0
NDUFC2_12357	NDUFC2	0
NDUFC2_12358	NDUFC2	0
NDUFS2_12365	NDUFS2	0
NDUFV1_12373	NDUFV1	0
NDUFS5_12381	NDUFS5	0
NDUFS5_12383	NDUFS5	0
NDUFS8_12390	NDUFS8	0
NDUFS8_12391	NDUFS8	0
NDUFS8_12392	NDUFS8	0
RPL10A_12415	RPL10A	0
NEDD8_12418	NEDD8	0
NEDD8_12419	NEDD8	0
NEDD8_12420	NEDD8	0
NFATC2_12495	NFATC2	0
NFIC_12528	NFIC	0
TONSL_12561	TONSL	0
NFRKB_12568	NFRKB	0
NFYB_12578	NFYB	0
NFYC_12581	NFYC	0
NHP2L1_12601	NHP2L1	0
NHP2L1_12604	NHP2L1	0
NINJ2_12619	NINJ2	0
NODAL_12685	NODAL	0
NOP2_12689	NOP2	0
NOP2_12690	NOP2	0
NOP2_12691	NOP2	0
NONO_12696	NONO	0
CNOT3_12714	CNOT3	0
CNOT3_12715	CNOT3	0
NPM1_12781	NPM1	0
NPM1_12782	NPM1	0
NPM1_12784	NPM1	0
NPY2R_12823	NPY2R	0
NRF1_12850	NRF1	0
NRTN_12864	NRTN	0
YBX1_12865	YBX1	0
NSF_12869	NSF	0
NSF_12871	NSF	0
NTHL1_12885	NTHL1	0
NTHL1_12886	NTHL1	0
NUP88_12937	NUP88	0
NUP88_12939	NUP88	0
NUP98_12942	NUP98	0
NUP98_12943	NUP98	0
NUP98_12944	NUP98	0
OPA1_13037	OPA1	0
OPA1_13038	OPA1	0
OPHN1_13050	OPHN1	0
OR3A1_13085	OR3A1	0
ORC4_13104	ORC4	0
ORC5_13105	ORC5	0
ORC5_13106	ORC5	0
ORC5_13107	ORC5	0
OSBP_13128	OSBP	0
PA2G4_13223	PA2G4	0
PAEP_13241	PAEP	0
PAFAH1B1_13245	PAFAH1B1	0
PAFAH1B1_13247	PAFAH1B1	0
PAFAH1B2_13251	PAFAH1B2	0
PRDX1_13264	PRDX1	0
PAPPA_13307	PAPPA	0
PARN_13315	PARN	0
PCBP2_13381	PCBP2	0
PCNA_13433	PCNA	0
PCNA_13434	PCNA	0
PCNA_13435	PCNA	0
PCNA_13436	PCNA	0
CDK18_13473	CDK18	0
PDCD1_13486	PDCD1	0
PDCD2_13490	PDCD2	0
PDCD2_13492	PDCD2	0
PDPK1_13630	PDPK1	0
PDPK1_13631	PDPK1	0
PDPK1_13632	PDPK1	0
PDYN_13639	PDYN	0
GATB_13672	GATB	0
PFDN1_13717	PFDN1	0
PFDN2_13721	PFDN2	0
PFDN2_13724	PFDN2	0
PFDN5_13732	PFDN5	0
PFKFB4_13749	PFKFB4	0
PFKL_13756	PFKL	0
PFN1_13772	PFN1	0
PGAM1_13785	PGAM1	0
PGAM1_13788	PGAM1	0
PGD_13797	PGD	0
PGGT1B_13806	PGGT1B	0
PGGT1B_13807	PGGT1B	0
PGK1_13811	PGK1	0
PHB_13841	PHB	0
PHB_13842	PHB	0
PHB_13843	PHB	0
PHKG1_13873	PHKG1	0
PHYH_13883	PHYH	0
PIK3C3_13967	PIK3C3	0
PIK3CA_13970	PIK3CA	0
PIK3CA_13972	PIK3CA	0
PIK3R2_13995	PIK3R2	0
PKD1_14039	PKD1	0
PKM_14053	PKM	0
PKM_14055	PKM	0
PLGLB2_14160	PLGLB2	0
PLGLB1_14161	PLGLB1	0
PLK1_14173	PLK1	0
PLK1_14174	PLK1	0
PLK1_14175	PLK1	0
FXYD1_14180	FXYD1	0
PLRG1_14206	PLRG1	0
PLSCR1_14218	PLSCR1	0
PMP22_14269	PMP22	0
PMP22_14272	PMP22	0
EXOSC9_14277	EXOSC9	0
EXOSC9_14279	EXOSC9	0
EXOSC10_14281	EXOSC10	0
EXOSC10_14282	EXOSC10	0
PODXL_14327	PODXL	0
POLA1_14331	POLA1	0
POLD1_14337	POLD1	0
POLD1_14338	POLD1	0
POLD1_14339	POLD1	0
POLD1_14340	POLD1	0
POLD2_14342	POLD2	0
POLD2_14344	POLD2	0
POLE_14347	POLE	0
POLE_14348	POLE	0
POLE2_14349	POLE2	0
POLG_14354	POLG	0
POLR2A_14361	POLR2A	0
POLR2A_14362	POLR2A	0
POLR2A_14363	POLR2A	0
POLR2A_14364	POLR2A	0
POLR2B_14365	POLR2B	0
POLR2B_14366	POLR2B	0
POLR2B_14368	POLR2B	0
POLR2C_14371	POLR2C	0
POLR2C_14372	POLR2C	0
POLR2D_14373	POLR2D	0
POLR2D_14374	POLR2D	0
POLR2F_14381	POLR2F	0
POLR2F_14382	POLR2F	0
POLR2F_14383	POLR2F	0
POLR2F_14384	POLR2F	0
POLR2G_14386	POLR2G	0
POLR2H_14389	POLR2H	0
POLR2H_14391	POLR2H	0
POLR2H_14392	POLR2H	0
POLR2I_14395	POLR2I	0
POLR2I_14396	POLR2I	0
POLR2J_14397	POLR2J	0
POLR2J_14398	POLR2J	0
POLR2J_14399	POLR2J	0
POLR2J_14400	POLR2J	0
POLR2K_14402	POLR2K	0
POLR2K_14404	POLR2K	0
POLR2L_14406	POLR2L	0
POLR2L_14407	POLR2L	0
POLRMT_14411	POLRMT	0
POLRMT_14412	POLRMT	0
PON1_14420	PON1	0
POU5F1_14476	POU5F1	0
POU5F1B_14479	POU5F1B	0
PPM1G_14553	PPM1G	0
PPP1CB_14566	PPP1CB	0
PPP1CB_14568	PPP1CB	0
PPP1R1A_14575	PPP1R1A	0
PPP1R2_14577	PPP1R2	0
PPP1R2_14579	PPP1R2	0
PPP1R7_14594	PPP1R7	0
PPP1R7_14596	PPP1R7	0
PPP1R8_14597	PPP1R8	0
PPP1R8_14599	PPP1R8	0
PPP1R8_14600	PPP1R8	0
PPP2CA_14606	PPP2CA	0
PPP2CA_14607	PPP2CA	0
PPP2CA_14608	PPP2CA	0
PPP2R2A_14623	PPP2R2A	0
PPP2R2A_14624	PPP2R2A	0
PPP2R5B_14646	PPP2R5B	0
PPP2R5C_14652	PPP2R5C	0
PPP4C_14665	PPP4C	0
PPP4C_14666	PPP4C	0
PPP4C_14667	PPP4C	0
PPP6C_14690	PPP6C	0
PPP6C_14692	PPP6C	0
PRB1_14706	PRB1	0
PRB1_14707	PRB1	0
PRB4_14713	PRB4	0
PRH2_14752	PRH2	0
PRIM1_14754	PRIM1	0
PRIM2_14757	PRIM2	0
PRKAG1_14798	PRKAG1	0
PRKRIR_14955	PRKRIR	0
PSG9_15129	PSG9	0
PSMA1_15141	PSMA1	0
PSMA1_15142	PSMA1	0
PSMA1_15144	PSMA1	0
PSMA2_15146	PSMA2	0
PSMA2_15148	PSMA2	0
PSMA3_15149	PSMA3	0
PSMA3_15150	PSMA3	0
PSMA3_15151	PSMA3	0
PSMA4_15154	PSMA4	0
PSMA5_15158	PSMA5	0
PSMA5_15160	PSMA5	0
PSMA6_15161	PSMA6	0
PSMA6_15162	PSMA6	0
PSMA6_15163	PSMA6	0
PSMA6_15164	PSMA6	0
PSMA7_15167	PSMA7	0
PSMA7_15168	PSMA7	0
PSMB1_15169	PSMB1	0
PSMB1_15170	PSMB1	0
PSMB1_15171	PSMB1	0
PSMB2_15175	PSMB2	0
PSMB3_15177	PSMB3	0
PSMB3_15178	PSMB3	0
PSMB3_15179	PSMB3	0
PSMB3_15180	PSMB3	0
PSMB4_15181	PSMB4	0
PSMB5_15185	PSMB5	0
PSMB7_15193	PSMB7	0
PSMB7_15195	PSMB7	0
PSMB7_15196	PSMB7	0
PSMC1_15213	PSMC1	0
PSMC1_15214	PSMC1	0
PSMC1_15216	PSMC1	0
PSMC2_15220	PSMC2	0
PSMC3_15221	PSMC3	0
PSMC3_15224	PSMC3	0
PSMC4_15225	PSMC4	0
PSMC4_15227	PSMC4	0
PSMC4_15228	PSMC4	0
PSMC5_15229	PSMC5	0
PSMC6_15235	PSMC6	0
PSMD1_15237	PSMD1	0
PSMD1_15238	PSMD1	0
PSMD2_15241	PSMD2	0
PSMD2_15242	PSMD2	0
PSMD3_15248	PSMD3	0
PSMD4_15249	PSMD4	0
PSMD4_15251	PSMD4	0
PSMD4_15252	PSMD4	0
PSMD7_15257	PSMD7	0
PSMD7_15258	PSMD7	0
PSMD7_15259	PSMD7	0
PSMD8_15261	PSMD8	0
PSMD8_15263	PSMD8	0
PSMD8_15264	PSMD8	0
PSMD11_15273	PSMD11	0
PSMD12_15277	PSMD12	0
PSMD13_15282	PSMD13	0
PSMD13_15283	PSMD13	0
PTBP1_15301	PTBP1	0
PTBP1_15304	PTBP1	0
PTMA_15397	PTMA	0
PTPN9_15440	PTPN9	0
PTPN11_15442	PTPN11	0
PTPN11_15443	PTPN11	0
PTPN11_15444	PTPN11	0
PTPRA_15458	PTPRA	0
PTPRH_15489	PTPRH	0
PTPRR_15520	PTPRR	0
RAD1_15537	RAD1	0
RAD1_15540	RAD1	0
PWP2_15565	PWP2	0
PWP2_15566	PWP2	0
PWP2_15567	PWP2	0
PWP2_15568	PWP2	0
PXMP2_15582	PXMP2	0
PEX2_15585	PEX2	0
PYCR1_15598	PYCR1	0
PYGB_15612	PYGB	0
QARS_15626	QARS	0
QARS_15627	QARS	0
QARS_15628	QARS	0
RABGGTA_15692	RABGGTA	0
RABGGTB_15695	RABGGTB	0
RAC1_15705	RAC1	0
RAC1_15706	RAC1	0
RAC1_15707	RAC1	0
RAC1_15708	RAC1	0
RAD9A_15717	RAD9A	0
RAD9A_15718	RAD9A	0
RAD9A_15719	RAD9A	0
RAD17_15721	RAD17	0
RAD21_15727	RAD21	0
RAD51_15737	RAD51	0
RAD51_15740	RAD51	0
RAD51C_15741	RAD51C	0
RAD51C_15742	RAD51C	0
RAD51B_15747	RAD51B	0
RAD51B_15748	RAD51B	0
RAD51D_15753	RAD51D	0
RAD51D_15755	RAD51D	0
RAD51D_15756	RAD51D	0
RAN_15785	RAN	0
RAN_15786	RAN	0
RANGAP1_15798	RANGAP1	0
RANGAP1_15799	RANGAP1	0
RANGAP1_15800	RANGAP1	0
RARS_15842	RARS	0
RASGRF2_15871	RASGRF2	0
RBBP4_15885	RBBP4	0
RBBP4_15886	RBBP4	0
RBBP4_15888	RBBP4	0
RBBP5_15891	RBBP5	0
RBBP5_15892	RBBP5	0
RBBP6_15894	RBBP6	0
RBBP6_15895	RBBP6	0
RBM4_15920	RBM4	0
RCVRN_15962	RCVRN	0
UPF1_16010	UPF1	0
REST_16019	REST	0
REV3L_16028	REV3L	0
RFC1_16030	RFC1	0
RFC1_16031	RFC1	0
RFC2_16033	RFC2	0
RFC2_16035	RFC2	0
RFC2_16036	RFC2	0
RFC3_16037	RFC3	0
RFC3_16038	RFC3	0
RFC3_16039	RFC3	0
RFC3_16040	RFC3	0
RFC4_16042	RFC4	0
RFC5_16046	RFC5	0
RFC5_16047	RFC5	0
RFC5_16048	RFC5	0
RFX5_16078	RFX5	0
RHEB_16138	RHEB	0
RHEB_16140	RHEB	0
ABCE1_16225	ABCE1	0
ABCE1_16227	ABCE1	0
ABCE1_16228	ABCE1	0
RPA1_16279	RPA1	0
RPA2_16281	RPA2	0
RPA2_16282	RPA2	0
RPA2_16284	RPA2	0
RPA3_16285	RPA3	0
RPA3_16286	RPA3	0
RPA3_16287	RPA3	0
RPE_16289	RPE	0
RPL3_16297	RPL3	0
RPL3_16298	RPL3	0
RPL3_16299	RPL3	0
RPL3_16300	RPL3	0
RPL4_16305	RPL4	0
RPL4_16306	RPL4	0
RPL5_16311	RPL5	0
RPL5_16312	RPL5	0
RPL6_16313	RPL6	0
RPL6_16314	RPL6	0
RPL6_16315	RPL6	0
RPL6_16316	RPL6	0
RPL7_16317	RPL7	0
RPL7_16319	RPL7	0
RPL7_16320	RPL7	0
RPL7A_16321	RPL7A	0
RPL7A_16322	RPL7A	0
RPL7A_16324	RPL7A	0
RPL8_16325	RPL8	0
RPL8_16327	RPL8	0
RPL9_16329	RPL9	0
RPL9_16330	RPL9	0
RPL9_16332	RPL9	0
RPL10_16334	RPL10	0
RPL11_16339	RPL11	0
RPL12_16341	RPL12	0
RPL12_16343	RPL12	0
RPL12_16344	RPL12	0
RPL13_16345	RPL13	0
RPL13_16346	RPL13	0
RPL13_16348	RPL13	0
RPL15_16349	RPL15	0
RPL15_16352	RPL15	0
RPL17_16353	RPL17	0
RPL17_16354	RPL17	0
RPL17_16355	RPL17	0
RPL18_16359	RPL18	0
RPL18_16360	RPL18	0
RPL18A_16361	RPL18A	0
RPL18A_16362	RPL18A	0
RPL18A_16363	RPL18A	0
RPL18A_16364	RPL18A	0
RPL19_16365	RPL19	0
RPL19_16366	RPL19	0
RPL19_16368	RPL19	0
RPL21_16369	RPL21	0
RPL21_16370	RPL21	0
RPL21_16371	RPL21	0
RPL22_16373	RPL22	0
RPL22_16374	RPL22	0
RPL23A_16378	RPL23A	0
MRPL23_16382	MRPL23	0
MRPL23_16383	MRPL23	0
RPL24_16386	RPL24	0
RPL24_16387	RPL24	0
RPL24_16388	RPL24	0
RPL26_16391	RPL26	0
RPL26_16392	RPL26	0
RPL27_16393	RPL27	0
RPL27_16394	RPL27	0
RPL27_16395	RPL27	0
RPL27_16396	RPL27	0
RPL30_16397	RPL30	0
RPL30_16399	RPL30	0
RPL27A_16402	RPL27A	0
RPL28_16405	RPL28	0
RPL28_16406	RPL28	0
RPL28_16407	RPL28	0
RPL28_16408	RPL28	0
RPL31_16413	RPL31	0
RPL31_16415	RPL31	0
RPL31_16416	RPL31	0
RPL32_16417	RPL32	0
RPL32_16418	RPL32	0
RPL32_16419	RPL32	0
RPL34_16421	RPL34	0
RPL34_16422	RPL34	0
RPL34_16423	RPL34	0
RPL34_16424	RPL34	0
RPL35A_16425	RPL35A	0
RPL35A_16427	RPL35A	0
RPL35A_16428	RPL35A	0
RPL36AL_16429	RPL36AL	0
RPL36AL_16430	RPL36AL	0
RPL36AL_16431	RPL36AL	0
RPL37_16433	RPL37	0
RPL37_16435	RPL37	0
RPL37A_16437	RPL37A	0
RPL37A_16439	RPL37A	0
RPL37A_16440	RPL37A	0
RPL38_16441	RPL38	0
RPL39_16445	RPL39	0
RPL39_16447	RPL39	0
RPL39_16448	RPL39	0
RPL41_16451	RPL41	0
RPLP0_16457	RPLP0	0
RPLP0_16459	RPLP0	0
RPLP0_16460	RPLP0	0
RPLP1_16461	RPLP1	0
RPLP1_16463	RPLP1	0
RPLP1_16464	RPLP1	0
RPLP2_16466	RPLP2	0
RPLP2_16467	RPLP2	0
RPLP2_16468	RPLP2	0
MRPS12_16474	MRPS12	0
MRPS12_16475	MRPS12	0
MRPS12_16476	MRPS12	0
RPN1_16477	RPN1	0
RPN1_16479	RPN1	0
RPS2_16486	RPS2	0
RPS2_16488	RPS2	0
RPS3_16491	RPS3	0
RPS3_16492	RPS3	0
RPS3A_16494	RPS3A	0
RPS3A_16495	RPS3A	0
RPS3A_16496	RPS3A	0
RPS4X_16498	RPS4X	0
RPS4X_16499	RPS4X	0
RPS5_16506	RPS5	0
RPS5_16507	RPS5	0
RPS5_16508	RPS5	0
RPS6_16509	RPS6	0
RPS6_16510	RPS6	0
RPS6_16511	RPS6	0
RPS6_16512	RPS6	0
RPS7_16533	RPS7	0
RPS7_16534	RPS7	0
RPS7_16535	RPS7	0
RPS7_16536	RPS7	0
RPS8_16537	RPS8	0
RPS8_16538	RPS8	0
RPS8_16539	RPS8	0
RPS8_16540	RPS8	0
RPS9_16541	RPS9	0
RPS9_16543	RPS9	0
RPS9_16544	RPS9	0
RPS10_16545	RPS10	0
RPS10_16548	RPS10	0
RPS11_16549	RPS11	0
RPS11_16550	RPS11	0
RPS11_16551	RPS11	0
RPS11_16552	RPS11	0
RPS12_16553	RPS12	0
RPS12_16556	RPS12	0
RPS13_16557	RPS13	0
RPS13_16558	RPS13	0
RPS13_16559	RPS13	0
RPS13_16560	RPS13	0
RPS14_16562	RPS14	0
RPS14_16563	RPS14	0
RPS14_16564	RPS14	0
RPS15_16565	RPS15	0
RPS15_16566	RPS15	0
RPS15_16567	RPS15	0
RPS15_16568	RPS15	0
RPS15A_16569	RPS15A	0
RPS15A_16571	RPS15A	0
RPS15A_16572	RPS15A	0
RPS17_16578	RPS17	0
RPS17_16579	RPS17	0
RPS17_16580	RPS17	0
RPS18_16581	RPS18	0
RPS18_16582	RPS18	0
RPS18_16583	RPS18	0
RPS18_16584	RPS18	0
RPS19_16586	RPS19	0
RPS19_16587	RPS19	0
RPS20_16590	RPS20	0
RPS20_16592	RPS20	0
RPS21_16593	RPS21	0
RPS21_16594	RPS21	0
RPS21_16595	RPS21	0
RPS21_16596	RPS21	0
RPS23_16599	RPS23	0
RPS23_16600	RPS23	0
RPS24_16601	RPS24	0
RPS24_16602	RPS24	0
RPS24_16603	RPS24	0
RPS24_16604	RPS24	0
RPS25_16605	RPS25	0
RPS25_16607	RPS25	0
RPS25_16608	RPS25	0
RPS26_16610	RPS26	0
RPS26_16612	RPS26	0
RPS27_16613	RPS27	0
RPS27_16614	RPS27	0
RPS27_16615	RPS27	0
RPS27_16616	RPS27	0
RPS27A_16617	RPS27A	0
RPS27A_16618	RPS27A	0
RPS27A_16620	RPS27A	0
RPS28_16621	RPS28	0
RPS28_16623	RPS28	0
RPS28_16624	RPS28	0
RPS29_16626	RPS29	0
RPS29_16627	RPS29	0
RRM1_16645	RRM1	0
RRM1_16646	RRM1	0
RRM2_16652	RRM2	0
RSU1_16670	RSU1	0
RYR2_16704	RYR2	0
S100A8_16741	S100A8	0
S100A9_16748	S100A9	0
SAA2_16778	SAA2	0
VPS52_16786	VPS52	0
VPS52_16788	VPS52	0
ACSM3_16798	ACSM3	0
SALL1_16805	SALL1	0
SARS_16814	SARS	0
SARS_16816	SARS	0
MSMO1_16834	MSMO1	0
SCD_16861	SCD	0
SCD_16863	SCD	0
SCN2B_16886	SCN2B	0
SCNN1A_16923	SCNN1A	0
SCNN1B_16928	SCNN1B	0
SCNN1D_16932	SCNN1D	0
SCO1_16937	SCO1	0
SCO1_16940	SCO1	0
CCL3_16967	CCL3	0
CCL3_16968	CCL3	0
CCL4_16970	CCL4	0
CCL25_17040	CCL25	0
CX3CL1_17057	CX3CL1	0
SDHA_17085	SDHA	0
SDHC_17093	SDHC	0
SDHD_17099	SDHD	0
SEC13_17102	SEC13	0
TRAPPC2_17114	TRAPPC2	0
SET_17162	SET	0
SET_17163	SET	0
SRSF1_17189	SRSF1	0
SRSF1_17191	SRSF1	0
SRSF1_17192	SRSF1	0
SRSF2_17193	SRSF2	0
SRSF3_17198	SRSF3	0
SRSF7_17213	SRSF7	0
SRSF7_17214	SRSF7	0
SRSF7_17215	SRSF7	0
TRA2B_17222	TRA2B	0
SGCB_17241	SGCB	0
SGTA_17268	SGTA	0
SH3BP2_17278	SH3BP2	0
SH3GL3_17293	SH3GL3	0
SHMT1_17320	SHMT1	0
ST3GAL3_17361	ST3GAL3	0
SKIV2L_17408	SKIV2L	0
SKP1_17410	SKP1	0
SKP1_17411	SKP1	0
SLC6A6_17534	SLC6A6	0
SLC11A1_17610	SLC11A1	0
SLC12A1_17614	SLC12A1	0
SLC15A2_17642	SLC15A2	0
SLC18A1_17661	SLC18A1	0
SLC25A1_17686	SLC25A1	0
SLC25A1_17687	SLC25A1	0
SLC25A1_17688	SLC25A1	0
SLIT1_17719	SLIT1	0
SMARCE1_17778	SMARCE1	0
SMS_17802	SMS	0
SUMO2_17809	SUMO2	0
SUMO2_17811	SUMO2	0
SNAPC1_17828	SNAPC1	0
SNAPC2_17829	SNAPC2	0
SNAPC2_17830	SNAPC2	0
SNAPC3_17834	SNAPC3	0
SNAPC3_17836	SNAPC3	0
SNRNP70_17858	SNRNP70	0
SNRPA1_17867	SNRPA1	0
SNRPA1_17868	SNRPA1	0
SNRPB_17869	SNRPB	0
SNRPB2_17874	SNRPB2	0
SNRPC_17878	SNRPC	0
SNRPC_17879	SNRPC	0
SNRPD1_17881	SNRPD1	0
SNRPD1_17883	SNRPD1	0
SNRPD2_17885	SNRPD2	0
SNRPD2_17887	SNRPD2	0
SNRPD3_17890	SNRPD3	0
SNRPD3_17892	SNRPD3	0
SNRPE_17893	SNRPE	0
SNRPE_17896	SNRPE	0
SNRPF_17899	SNRPF	0
SNRPF_17900	SNRPF	0
SNRPG_17901	SNRPG	0
SNRPG_17904	SNRPG	0
SOD1_17934	SOD1	0
SOD1_17936	SOD1	0
SOX15_18004	SOX15	0
SPOCK1_18088	SPOCK1	0
SPRR2A_18107	SPRR2A	0
SPRR2B_18110	SPRR2B	0
SPRR2E_18120	SPRR2E	0
SPRR2F_18124	SPRR2F	0
SQLE_18155	SQLE	0
SRF_18185	SRF	0
SRF_18186	SRF	0
SRF_18188	SRF	0
SRM_18189	SRM	0
SRP14_18203	SRP14	0
SRP14_18204	SRP14	0
SRP54_18209	SRP54	0
SRP54_18210	SRP54	0
SRP68_18216	SRP68	0
SRP72_18218	SRP72	0
SSB_18245	SSB	0
SSB_18246	SSB	0
SSBP1_18250	SSBP1	0
SSBP1_18251	SSBP1	0
SSX1_18301	SSX1	0
SSX5_18310	SSX5	0
STAT5B_18363	STAT5B	0
AURKA_18409	AURKA	0
AURKA_18410	AURKA	0
AURKA_18411	AURKA	0
SULT1A3_18475	SULT1A3	0
SUPT4H1_18493	SUPT4H1	0
SUPT4H1_18494	SUPT4H1	0
SUPT4H1_18496	SUPT4H1	0
SUPT5H_18500	SUPT5H	0
SUPT6H_18503	SUPT6H	0
SUPT6H_18504	SUPT6H	0
SURF6_18530	SURF6	0
SURF6_18531	SURF6	0
SURF6_18532	SURF6	0
SYT4_18587	SYT4	0
TACC1_18609	TACC1	0
TADA2A_18627	TADA2A	0
TAF2_18634	TAF2	0
TAF2_18635	TAF2	0
TAF2_18636	TAF2	0
TAF5_18650	TAF5	0
TAF6_18654	TAF6	0
TAF6_18656	TAF6	0
TAF7_18657	TAF7	0
TAF10_18666	TAF10	0
TAF11_18669	TAF11	0
TARS_18717	TARS	0
TAZ_18736	TAZ	0
TBCC_18741	TBCC	0
TBCC_18742	TBCC	0
TBCC_18743	TBCC	0
TBCD_18747	TBCD	0
TBCE_18751	TBCE	0
TBP_18763	TBP	0
TBP_18764	TBP	0
TCEB1_18801	TCEB1	0
TCEB1_18802	TCEB1	0
TCEB1_18803	TCEB1	0
TCEB1_18804	TCEB1	0
TCEB2_18805	TCEB2	0
TCEB2_18807	TCEB2	0
TCEB2_18808	TCEB2	0
TCF4_18816	TCF4	0
VPS72_18875	VPS72	0
TCN2_18886	TCN2	0
TCOF1_18890	TCOF1	0
TCP1_18893	TCP1	0
TCP1_18894	TCP1	0
TCP1_18895	TCP1	0
TCP1_18896	TCP1	0
PPP1R11_18924	PPP1R11	0
DYNLT1_18928	DYNLT1	0
TDG_18931	TDG	0
TDGF1_18935	TDGF1	0
TEF_18966	TEF	0
TERF1_18983	TERF1	0
TERF2_18987	TERF2	0
TFAM_19001	TFAM	0
TFAM_19002	TFAM	0
TFAM_19003	TFAM	0
TFPI_19060	TFPI	0
TGIF1_19120	TGIF1	0
TNNT2_19412	TNNT2	0
TOP2A_19441	TOP2A	0
TOP2A_19442	TOP2A	0
TOP2A_19444	TOP2A	0
TOP3A_19449	TOP3A	0
TPD52L2_19483	TPD52L2	0
TPT1_19530	TPT1	0
TPT1_19531	TPT1	0
HSP90B1_19550	HSP90B1	0
HSP90B1_19551	HSP90B1	0
CCT3_19582	CCT3	0
CCT3_19583	CCT3	0
CCT3_19584	CCT3	0
TSPY1_19653	TSPY1	0
TSPY1_19656	TSPY1	0
TTC1_19677	TTC1	0
TTC1_19679	TTC1	0
TTC4_19690	TTC4	0
TTC4_19691	TTC4	0
TTF1_19694	TTF1	0
TTK_19697	TTK	0
TTK_19698	TTK	0
TUBG1_19729	TUBG1	0
TUBG1_19730	TUBG1	0
TUBG1_19731	TUBG1	0
TUFM_19733	TUFM	0
TUFM_19735	TUFM	0
TULP2_19746	TULP2	0
HIRA_19756	HIRA	0
TXN_19775	TXN	0
TXNRD1_19777	TXNRD1	0
TXNRD1_19778	TXNRD1	0
TXNRD1_19779	TXNRD1	0
U2AF1_19805	U2AF1	0
U2AF1_19806	U2AF1	0
U2AF1_19807	U2AF1	0
U2AF1_19808	U2AF1	0
UBA52_19810	UBA52	0
UBA52_19811	UBA52	0
UBA52_19812	UBA52	0
UBB_19813	UBB	0
UBA1_19821	UBA1	0
UBA1_19824	UBA1	0
UBE2A_19829	UBE2A	0
UBE2A_19831	UBE2A	0
UBE2A_19832	UBE2A	0
UBE2D3_19845	UBE2D3	0
UBE2D3_19847	UBE2D3	0
UBE2D3_19848	UBE2D3	0
UBE2I_19869	UBE2I	0
UBE2I_19871	UBE2I	0
UBE2I_19872	UBE2I	0
UBE2L3_19873	UBE2L3	0
UBE2L3_19874	UBE2L3	0
UBE2L3_19876	UBE2L3	0
UBE2N_19877	UBE2N	0
UBE2N_19878	UBE2N	0
UBE2N_19879	UBE2N	0
UBE2V1_19883	UBE2V1	0
UBE2V1_19884	UBE2V1	0
UBTF_19897	UBTF	0
UBTF_19898	UBTF	0
UBTF_19900	UBTF	0
UCP3_19926	UCP3	0
UFD1L_19931	UFD1L	0
SLC35A2_19935	SLC35A2	0
