sgRNA	Gene	Clip2_8_IN8_treatment_BC24_IGO_09496_16_S16
UQCC2_53401	UQCC2	12
NHLH2_12598	NHLH2	50
DUSP21_47104	DUSP21	66
FASTKD2_31049	FASTKD2	14
PACRGL_60127	PACRGL	39
POR_14430	POR	15
VWA5B1_59419	VWA5B1	15
CYTH3_24350	CYTH3	5
RASSF5_52252	RASSF5	5
MYLK2_54846	MYLK2	6
ASGR2_1251	ASGR2	16
DLL1_36188	DLL1	9
HCFC1R1_41228	HCFC1R1	3
SLAMF8_44420	SLAMF8	4
ENDOD1_31587	ENDOD1	6
DCDC2B_62120	DCDC2B	11
TRAPPC13_50578	TRAPPC13	14
RPS27L_37668	RPS27L	17
SIX6_13071	SIX6	18
ETS2_5841	ETS2	52
MCOLN3_42194	MCOLN3	25
NARF_35064	NARF	24
RIMBP3B_73010	RIMBP3B	5
ZSWIM5_46100	ZSWIM5	58
RMDN2_62501	RMDN2	24
RNF113B_60786	RNF113B	17
CHMP6_49489	CHMP6	15
GPSM1_34531	GPSM1	17
TMEM133_52687	TMEM133	24
C6orf15_36516	C6orf15	27
KCNT2_69540	KCNT2	36
SSTR3_18290	SSTR3	33
RMDN2_62502	RMDN2	38
KCTD16_45731	KCTD16	25
UBE2Q2_56381	UBE2Q2	45
SSX7_67114	SSX7	9
EWSR1_5895	EWSR1	60
RGS21_72812	RGS21	50
CAPZA1_2310	CAPZA1	76
RPGRIP1_44965	RPGRIP1	18
PHOSPHO2-KLHL23_76048	PHOSPHO2-KLHL23	14
MYEOV2_62370	MYEOV2	42
PNMAL2_45544	PNMAL2	51
KRTAP24-1_73841	KRTAP24-1	30
CREB5_25300	CREB5	29
GLRA3_21172	GLRA3	31
DZIP3_25540	DZIP3	38
NWD1_67869	NWD1	59
HBS1L_29107	HBS1L	26
CTSB_4238	CTSB	18
DNAJB7_62313	DNAJB7	43
TMEM169_56313	TMEM169	10
FFAR3_7626	FFAR3	32
TPR_19524	TPR	19
GRIP1_32784	GRIP1	28
BDH2_44503	BDH2	15
NUDT12_52257	NUDT12	41
ASF1B_43155	ASF1B	29
ANO7_37296	ANO7	22
MRGPRX4_57940	MRGPRX4	22
TIMP4_19215	TIMP4	23
SKA1_65571	SKA1	29
CDON_37451	CDON	31
SPRED1_63453	SPRED1	88
RBM42_49063	RBM42	34
VPS13B_63035	VPS13B	29
TMEM117_53125	TMEM117	12
ATP13A5_69655	ATP13A5	50
CAMK2A_2253	CAMK2A	43
OR5K1_35001	OR5K1	23
OR6N2_51568	OR6N2	61
FAIM2_31472	FAIM2	12
DNAJB13_70282	DNAJB13	6
PXK_40938	PXK	28
ZNF614_50703	ZNF614	9
MYPN_53972	MYPN	22
UGT2A3_49976	UGT2A3	46
NANOS2_68922	NANOS2	34
OR56A1_58293	OR56A1	11
FAM188B_53069	FAM188B	47
CDH26_46868	CDH26	27
YY1AP1_42078	YY1AP1	17
MS4A8_52349	MS4A8	3
PRR14L_66276	PRR14L	8
STX7_21884	STX7	21
FAM24B_64466	FAM24B	30
TDGF1_18934	TDGF1	39
TMEM68_60490	TMEM68	50
KIF3A_30198	KIF3A	28
TRIM16L_61743	TRIM16L	57
RBSN_47463	RBSN	9
PLCH1_31439	PLCH1	11
NKX2-5_4168	NKX2-5	16
GALNT9_37258	GALNT9	5
ACOX1_155	ACOX1	24
CKAP2L_62346	CKAP2L	32
TTPA_19708	TTPA	20
RGPD4_68053	RGPD4	35
DCUN1D2_41931	DCUN1D2	51
KIAA1462_46003	KIAA1462	39
VTI1B_28271	VTI1B	39
SLC2A7_62975	SLC2A7	21
ANGPTL7_27400	ANGPTL7	14
POU6F1_14483	POU6F1	3
SRSF12_60349	SRSF12	44
COL5A2_3591	COL5A2	41
TRANK1_26291	TRANK1	24
C8B_2028	C8B	32
AP2S1_3325	AP2S1	60
COPS7A_37356	COPS7A	50
LOC401052_72339	LOC401052	35
STRIP1_54849	STRIP1	25
BTD_1905	BTD	59
GM2A_7276	GM2A	24
CHORDC1_35342	CHORDC1	17
PGRMC2_28039	PGRMC2	20
RIMS2_25660	RIMS2	32
FUCA2_6632	FUCA2	37
OR13F1_60630	OR13F1	68
CUL3_21979	CUL3	38
WDR4_29162	WDR4	16
NAT8L_69075	NAT8L	100
TREML2_50188	TREML2	5
CIDEB_35670	CIDEB	28
IVD_9888	IVD	49
NBEAL1_48390	NBEAL1	7
ZGPAT_53847	ZGPAT	11
PPP4R2_62586	PPP4R2	14
PARP3_26795	PARP3	35
AOX1_868	AOX1	21
OBSL1_32586	OBSL1	35
SYNGR2_24009	SYNGR2	97
TTC29_52639	TTC29	19
MSR1_11781	MSR1	20
GPKOW_35836	GPKOW	41
FAM72D_74790	FAM72D	15
VNN2_23261	VNN2	22
PLS3_14213	PLS3	43
IFI44L_29697	IFI44L	13
P3H1_47503	P3H1	40
C11orf52_56052	C11orf52	34
ZNF114_63628	ZNF114	14
WDR45B_44200	WDR45B	29
TWISTNB_65893	TWISTNB	4
PTGES3L-AARSD1_76256	PTGES3L-AARSD1	5
KHDRBS3_28819	KHDRBS3	58
ACAD9_36273	ACAD9	7
DMGDH_36908	DMGDH	44
USP48_53102	USP48	31
B4GALNT2_58843	B4GALNT2	35
SMO_17789	SMO	19
UBE4B_27604	UBE4B	25
ISLR2_46015	ISLR2	35
SYNE3_63398	SYNE3	24
INSIG2_37940	INSIG2	38
THRSP_19174	THRSP	6
AAED1_64360	AAED1	27
HEBP1_37448	HEBP1	14
RNF217_62884	RNF217	14
ZNF638_36042	ZNF638	8
VWA5A_10741	VWA5A	25
TCP10L_60783	TCP10L	14
SERPINA1_13886	SERPINA1	41
RTP1_60018	RTP1	13
OR7G2_71861	OR7G2	34
POLR3F_28698	POLR3F	15
RASGRP3_33694	RASGRP3	29
ZMPSTE24_27579	ZMPSTE24	23
N4BP2L2_28096	N4BP2L2	27
ABLIM1_10657	ABLIM1	49
SRRD_72538	SRRD	40
CMA1_3438	CMA1	65
ZBTB24_26150	ZBTB24	37
C3orf35_69048	C3orf35	8
LHB_10624	LHB	61
TTLL11_63122	TTLL11	53
HIST1H4K_21748	HIST1H4K	33
ANO2_44976	ANO2	43
PATE3_75531	PATE3	71
GPX8_73403	GPX8	19
OR1A2_34731	OR1A2	7
LDHA_10553	LDHA	11
TFPI2_21141	TFPI2	24
10-Mar_63503	10-Mar	15
IL17REL_72306	IL17REL	10
TGFBI_19099	TGFBI	30
USP26_52505	USP26	56
IGFBP3_9317	IGFBP3	42
CA3_2104	CA3	39
FAM81A_61470	FAM81A	40
CKLF_38091	CKLF	33
ABCC4_27544	ABCC4	55
SERF1A_21531	SERF1A	39
EML3_66759	EML3	45
LMO2_10719	LMO2	21
SIRPB2_67987	SIRPB2	48
USP32_53989	USP32	44
CCNA2_2477	CCNA2	10
TMEM119_68808	TMEM119	26
VCAM1_20101	VCAM1	43
ROGDI_49480	ROGDI	17
RNH1_16219	RNH1	23
CEP128_61442	CEP128	41
CCL22_17025	CCL22	23
ADAMTS17_64218	ADAMTS17	48
TTC29_52640	TTC29	9
HEG1_45626	HEG1	20
PTEN_15313	PTEN	16
NRP2_23119	NRP2	17
FAM71C_64426	FAM71C	17
GPR180_63382	GPR180	14
CSTL1_59604	CSTL1	50
KRTAP5-10_70751	KRTAP5-10	36
PRPF39_41327	PRPF39	11
EGR3_5402	EGR3	33
MDGA2_63420	MDGA2	12
F8_5966	F8	37
HCK_8240	HCK	15
PTPN1_15416	PTPN1	20
NDUFV1_12375	NDUFV1	12
MLC1_32086	MLC1	7
TCF21_18870	TCF21	64
VRTN_42036	VRTN	54
ZNF362_62122	ZNF362	38
PARD3_44212	PARD3	27
ZRANB3_52889	ZRANB3	18
ROR1_12908	ROR1	36
CD3D_2555	CD3D	9
HDAC1_8263	HDAC1	30
TBC1D28_66454	TBC1D28	16
RLIM_37917	RLIM	57
COPG2_35329	COPG2	42
HNRNPA1_8576	HNRNPA1	37
TBCE_18750	TBCE	9
SNAPC4_17841	SNAPC4	24
RIPPLY1_56124	RIPPLY1	64
RCAN1_5084	RCAN1	69
WDR61_51203	WDR61	6
ZNF25_65367	ZNF25	3
SLITRK2_53889	SLITRK2	30
MBOAT1_62871	MBOAT1	45
ACSM2B_69924	ACSM2B	12
C6orf52_69891	C6orf52	42
ESYT1_32517	ESYT1	18
ESYT2_45609	ESYT2	11
SNX9_38739	SNX9	11
CCDC127_60201	CCDC127	13
OR52B6_69272	OR52B6	44
GPHA2_64180	GPHA2	22
ZDHHC19_59955	ZDHHC19	26
FAM160A2_52828	FAM160A2	3
UGP2_19951	UGP2	15
FAM214B_51007	FAM214B	18
KRT4_10317	KRT4	14
SSX4B_73518	SSX4B	39
AMY1B_767	AMY1B	8
KIAA1456_45993	KIAA1456	15
SETDB2_52522	SETDB2	28
ATG12_23993	ATG12	8
TSPAN16_35132	TSPAN16	10
RGS13_16120	RGS13	15
MIA2_57896	MIA2	47
RCAN3_30184	RCAN3	25
EPS8L2_48063	EPS8L2	32
APEX2_35980	APEX2	63
RPS6KB1_16526	RPS6KB1	6
CPNE8_61319	CPNE8	8
NXPE1_58254	NXPE1	73
GPR176_30580	GPR176	30
RRBP1_16639	RRBP1	40
OR2V1_35263	OR2V1	10
ALDH1L2_63343	ALDH1L2	34
DPP6_4998	DPP6	37
MN1_11649	MN1	3
IFNGR2_9275	IFNGR2	48
TMC1_57974	TMC1	20
TMEM198_59850	TMEM198	34
PLCD4_54221	PLCD4	109
RELA_15993	RELA	65
PDGFA_13568	PDGFA	29
OCM_74425	OCM	4
DKK2_35620	DKK2	13
MTHFSD_48031	MTHFSD	13
TMEM9B_44372	TMEM9B	4
GDNF_7050	GDNF	18
CAPN7_32898	CAPN7	82
RAB44_72398	RAB44	25
SRGAP3_26364	SRGAP3	15
SLC27A3_29803	SLC27A3	103
PIGT_39126	PIGT	23
ANKRD34C_71822	ANKRD34C	42
GRM6_7807	GRM6	20
PLCG2_14136	PLCG2	22
A3GALT2_59379	A3GALT2	61
BCL10_23403	BCL10	26
CDC42SE1_44451	CDC42SE1	49
TUBB1_51478	TUBB1	63
CCNE2_23975	CCNE2	36
PSAP_15088	PSAP	17
FGF22_35391	FGF22	13
TIMM8A_4724	TIMM8A	47
ZNF274_29152	ZNF274	4
FAM127C_73151	FAM127C	10
RIPPLY2_60300	RIPPLY2	10
HAPLN1_3922	HAPLN1	19
BCL2L10_26748	BCL2L10	56
MTA2_24222	MTA2	18
CAPN11_30214	CAPN11	24
TMEM161A_41028	TMEM161A	25
TDRD3_51655	TDRD3	54
TNF_19359	TNF	22
NFATC2IP_54425	NFATC2IP	10
ZNF879_69686	ZNF879	45
TRAF5_19567	TRAF5	25
APLN_23225	APLN	17
ZNF628_55222	ZNF628	12
TMEM217_65807	TMEM217	43
EDA_5264	EDA	30
NUPL2_30107	NUPL2	18
FAM169A_34448	FAM169A	31
TTC14_62532	TTC14	32
C18orf8_36780	C18orf8	5
SSC5D_67724	SSC5D	34
TNNC2_19361	TNNC2	48
AMER3_65158	AMER3	27
DNAJA3_23840	DNAJA3	9
CYP3A7-CYP3A51P_76240	CYP3A7-CYP3A51P	38
TNS2_32614	TNS2	21
PIM1_13977	PIM1	38
TINAGL1_47442	TINAGL1	31
CCDC136_47949	CCDC136	13
SPATA13_65715	SPATA13	5
TRAFD1_29503	TRAFD1	59
KRT71_56858	KRT71	25
NSUN7_49775	NSUN7	14
TSC1_19630	TSC1	26
ERMN_45551	ERMN	28
CPXM2_58154	CPXM2	44
BIVM-ERCC5_76176	BIVM-ERCC5	55
ZNF491_59021	ZNF491	30
ZGLP1_75132	ZGLP1	61
MRPS26_48284	MRPS26	4
FABP5_6013	FABP5	26
ITGB1BP2_35170	ITGB1BP2	51
SLCO1A2_17696	SLCO1A2	42
IFITM1_22178	IFITM1	20
ALG8_48814	ALG8	4
MEOX2_11372	MEOX2	2
SETX_31619	SETX	16
CRB3_56232	CRB3	40
NUCKS1_47905	NUCKS1	15
C14orf37_61419	C14orf37	32
ATP5S_35588	ATP5S	32
LDB2_23791	LDB2	19
ZMYM5_24178	ZMYM5	43
FUT10_54145	FUT10	7
GAK_6813	GAK	8
SYNGR2_24010	SYNGR2	26
AOC1_71	AOC1	26
CUZD1_37279	CUZD1	6
C6orf47_46454	C6orf47	18
HIST1H4F_21744	HIST1H4F	27
CNFN_53725	CNFN	102
ADGRL3_32338	ADGRL3	47
FST_28185	FST	11
TTBK2_61517	TTBK2	14
ELAC2_46946	ELAC2	43
TCF15_18854	TCF15	27
SP140_30635	SP140	20
NR4A1_8530	NR4A1	33
RETN_44397	RETN	21
CCDC30_74741	CCDC30	41
PLEKHO2_51058	PLEKHO2	25
RPL22L1_64790	RPL22L1	78
FAIM2_31471	FAIM2	25
KRT8_10338	KRT8	11
CMC2_44653	CMC2	18
MRI1_53202	MRI1	144
YIPF1_39904	YIPF1	30
GNG12_43805	GNG12	19
CCNT2_2523	CCNT2	16
RAD9B_61368	RAD9B	24
NUP133_43232	NUP133	17
ASB14_61116	ASB14	41
TMPRSS7_69635	TMPRSS7	46
CD109_60337	CD109	25
PCSK7_24060	PCSK7	18
VPS16_47859	VPS16	19
C5orf45_37967	C5orf45	14
OTOR_44562	OTOR	22
SLFN5_63512	SLFN5	7
STYK1_42449	STYK1	35
C2orf68_71243	C2orf68	17
CIDEB_35667	CIDEB	27
KMT2D_21265	KMT2D	17
ZNF575_67761	ZNF575	14
SMIM7_48899	SMIM7	17
C14orf1_30320	C14orf1	7
NEK3_12449	NEK3	45
KCNQ5_44270	KCNQ5	15
CD79B_2760	CD79B	13
NLRP11_65146	NLRP11	26
RGS18_47725	RGS18	26
PYCR2_36785	PYCR2	37
C2orf71_71218	C2orf71	16
LITAF_25071	LITAF	33
GJB4_59366	GJB4	13
AWAT1_63239	AWAT1	13
TMPPE_73860	TMPPE	32
RAB20_42908	RAB20	74
BBS5_59752	BBS5	30
SGSM3_36118	SGSM3	49
CD33_2646	CD33	23
PYGO2_55617	PYGO2	56
MED17_24830	MED17	7
USP22_32464	USP22	24
PCDHB11_43964	PCDHB11	18
LRTM2_74439	LRTM2	24
WNT2B_20301	WNT2B	38
SLC8B1_50632	SLC8B1	30
PRPS1_15012	PRPS1	23
ZNF502_55823	ZNF502	26
TMEM190_61855	TMEM190	36
CLEC12B_70872	CLEC12B	25
ZBTB22_24388	ZBTB22	33
ZSCAN10_54385	ZSCAN10	22
MKRN2OS_75209	MKRN2OS	35
UBD_28414	UBD	23
OSCAR_59010	OSCAR	15
LAPTM5_20941	LAPTM5	30
SPATA31D3_71469	SPATA31D3	23
ZMYM5_24180	ZMYM5	27
MRPL22_36448	MRPL22	10
PDE6B_13581	PDE6B	92
MMP19_11643	MMP19	33
THEMIS_70761	THEMIS	46
NOL4_22768	NOL4	41
CERS5_55710	CERS5	1
AKR1C3_22541	AKR1C3	14
CFAP99_72549	CFAP99	28
SPOP_21851	SPOP	57
PPP1R3D_14589	PPP1R3D	15
IFNA10_9231	IFNA10	23
KRTAP19-8_74633	KRTAP19-8	19
TMPRSS11E_36293	TMPRSS11E	27
GNPDA1_26710	GNPDA1	24
GPR61_52570	GPR61	36
SPTA1_18136	SPTA1	17
CDR1_2961	CDR1	29
OVOL1_13153	OVOL1	20
CLCN5_3359	CLCN5	37
TRIM2_32447	TRIM2	35
CNGA3_3499	CNGA3	4
DMTF1_26654	DMTF1	22
SLC19A1_17675	SLC19A1	9
TMEM87B_54447	TMEM87B	33
OR1J1_69782	OR1J1	91
SLC35F2_40453	SLC35F2	20
ABAT_40	ABAT	62
SNCG_17851	SNCG	25
TAS2R41_66985	TAS2R41	18
LCA5L_62251	LCA5L	38
PRDM15_47248	PRDM15	56
SLC38A7_42041	SLC38A7	20
TSTD3_75326	TSTD3	43
ANXA8_74251	ANXA8	13
RALB_15780	RALB	36
MKRN1_33304	MKRN1	28
B3GALT2_22742	B3GALT2	25
TRDMT1_4942	TRDMT1	33
DUXA_73488	DUXA	30
DOCK10_42815	DOCK10	26
CREBRF_62759	CREBRF	59
LYZL6_45135	LYZL6	14
SAMD3_62863	SAMD3	51
NCAN_4103	NCAN	43
NFIX_12535	NFIX	44
UGT3A1_60185	UGT3A1	84
ZAR1L_74131	ZAR1L	31
SERTAD3_36864	SERTAD3	28
IL10_9475	IL10	25
COQ6_37501	COQ6	35
DUSP10_30510	DUSP10	5
IL12RB1_9503	IL12RB1	35
POC1B-GALNT4_76085	POC1B-GALNT4	26
ZNF648_59396	ZNF648	16
AFTPH_40639	AFTPH	9
WIPI2_34575	WIPI2	70
PRRC1_60180	PRRC1	32
ST7L_40870	ST7L	49
IL26_43423	IL26	11
OR56A5_71616	OR56A5	23
HYOU1_28376	HYOU1	3
MRPL17_47058	MRPL17	2
GANAB_32028	GANAB	20
SLC9A4_71246	SLC9A4	9
PHTF1_29051	PHTF1	27
LOC389895_71525	LOC389895	33
CYP2C9_4376	CYP2C9	28
ITGA5_9762	ITGA5	33
IL20_37247	IL20	54
DAPK1_4513	DAPK1	20
CEP83_37924	CEP83	39
PDP1_40415	PDP1	20
LPAR2_24084	LPAR2	59
ALS2CR11_62474	ALS2CR11	95
OR2H2_21100	OR2H2	25
DHRS13_61725	DHRS13	36
CCR10_7494	CCR10	21
TLN1_19266	TLN1	12
DCAF16_40858	DCAF16	46
PRR7_51312	PRR7	40
CASP5_2347	CASP5	36
TMEM253_73793	TMEM253	16
DPM3_39858	DPM3	16
NFIC_12527	NFIC	20
OR5P3_58214	OR5P3	51
EXOC8_62156	EXOC8	14
SLC30A4_20899	SLC30A4	12
JAKMIP1_62706	JAKMIP1	2
CALU_2246	CALU	25
APOA4_951	APOA4	19
DNAJA3_23837	DNAJA3	14
TAS2R30_67002	TAS2R30	17
CD2_2550	CD2	11
C1orf100_64662	C1orf100	9
5-Sep_14320	5-Sep	22
ZNF17_20498	ZNF17	26
NR2F1_19026	NR2F1	26
TMEM215_72456	TMEM215	7
LGI1_24193	LGI1	22
MBL2_11182	MBL2	44
GADD45A_4620	GADD45A	8
VTI1B_28270	VTI1B	42
RAB5A_15664	RAB5A	8
PTGFRN_15345	PTGFRN	53
KCNJ10_10053	KCNJ10	21
EPHA6_68072	EPHA6	23
HOXB7_8703	HOXB7	39
FBXL12_40759	FBXL12	12
ACP5_168	ACP5	10
CNIH3_62132	CNIH3	19
AP2A2_454	AP2A2	18
FARS2_28861	FARS2	15
ZIC5_54903	ZIC5	63
ASCC2_53029	ASCC2	17
COX7A1_3725	COX7A1	29
SRM_18191	SRM	29
PADI1_36851	PADI1	15
TMEM71_60508	TMEM71	106
ACAN_496	ACAN	5
METTL4_48209	METTL4	17
HTR1E_9028	HTR1E	16
FSIP2_72328	FSIP2	41
CASC1_42117	CASC1	12
TMCO2_59345	TMCO2	37
SHF_55516	SHF	60
MAP4_11113	MAP4	21
FGF1_6233	FGF1	24
LPXN_24734	LPXN	45
RFNG_16050	RFNG	32
SPECC1L_32647	SPECC1L	7
TSPAN31_16818	TSPAN31	17
FBXO47_73431	FBXO47	8
PAQR8_54801	PAQR8	26
MYO19_50858	MYO19	19
KRTAP20-3_68691	KRTAP20-3	11
UGT1A7_40268	UGT1A7	22
MITD1_59705	MITD1	37
NR2C1_19541	NR2C1	8
GPR33_7599	GPR33	41
FAM186B_52839	FAM186B	30
LRP8_20939	LRP8	42
CRMP1_3913	CRMP1	15
DDX50_48706	DDX50	20
FLT4_6482	FLT4	72
KRBA1_53867	KRBA1	42
CCL7_16979	CCL7	36
TOM1L2_61628	TOM1L2	35
GXYLT1_67386	GXYLT1	97
EIF3CL_74762	EIF3CL	16
RAB3B_15650	RAB3B	50
ZNF462_46606	ZNF462	30
CABP5_44246	CABP5	25
PAX4_13335	PAX4	15
DEFB136_73617	DEFB136	25
FAM71B_62825	FAM71B	54
SCRT1_52179	SCRT1	35
FAM120AOS_63144	FAM120AOS	11
VWA2_69246	VWA2	27
ALDH1L1_29290	ALDH1L1	93
LYST_3202	LYST	12
ACAD11_52954	ACAD11	36
C6orf10_28853	C6orf10	23
TMEM95_68859	TMEM95	18
EEA1_21870	EEA1	20
JPH4_53691	JPH4	36
PRDM10_44762	PRDM10	13
MBD5_43340	MBD5	33
ARHGEF4_37306	ARHGEF4	14
NFATC2IP_54423	NFATC2IP	27
TLR4_19287	TLR4	12
C2orf15_62361	C2orf15	41
ZXDC_49179	ZXDC	18
TMA7_38625	TMA7	22
MEP1A_11375	MEP1A	19
GSTM4_7904	GSTM4	17
HNRNPR_27463	HNRNPR	61
CRAMP1L_45931	CRAMP1L	37
IL7R_9451	IL7R	8
PAX4_13336	PAX4	49
FFAR4_68741	FFAR4	9
CMYA5_64996	CMYA5	16
DLGAP5_25973	DLGAP5	41
Non-Targeting Control_76821	Non-Targeting Control	110
F13B_5992	F13B	44
LAMB3_10486	LAMB3	66
RNASE13_72900	RNASE13	17
GPRIN3_68176	GPRIN3	25
CHRNA7_3237	CHRNA7	23
COL9A2_3621	COL9A2	4
PGLYRP2_57164	PGLYRP2	47
TMEM257_24001	TMEM257	15
UBA1_19822	UBA1	7
RNF224_73807	RNF224	35
BORA_50191	BORA	6
STAG2_29022	STAG2	9
ZC3HAV1_44414	ZC3HAV1	3
TM9SF4_25937	TM9SF4	37
SLC41A1_66474	SLC41A1	38
RBM12B_71451	RBM12B	27
NECAB1_47488	NECAB1	5
LRRC32_6879	LRRC32	38
TEX26_58445	TEX26	7
GML_7286	GML	24
CES3_32938	CES3	7
FPR1_6562	FPR1	19
PTGDR_15320	PTGDR	61
MAP1B_11108	MAP1B	24
SPTA1_18135	SPTA1	24
GNB3_7356	GNB3	29
C3orf56_68098	C3orf56	38
VPS35_43196	VPS35	16
SDR9C7_58332	SDR9C7	13
ZNF577_54155	ZNF577	35
ABCC12_56728	ABCC12	30
EXD3_41041	EXD3	39
PREX1_45915	PREX1	38
LYPD8_74115	LYPD8	16
CTC1_50834	CTC1	40
TTC9C_67277	TTC9C	32
MAGEL2_40225	MAGEL2	54
PACSIN1_37002	PACSIN1	15
IFNGR1_9269	IFNGR1	67
NFE2L1_12514	NFE2L1	34
MTMR9_48615	MTMR9	17
CCL4L2_25218	CCL4L2	13
MAGEE2_60728	MAGEE2	25
GMNN_37633	GMNN	16
RCOR3_43275	RCOR3	31
TMEM194A_32399	TMEM194A	24
VDAC3_20123	VDAC3	32
RHBDD2_45450	RHBDD2	17
BBS2_1601	BBS2	8
FREM2_69344	FREM2	30
PMAIP1_14241	PMAIP1	25
SATB2_32428	SATB2	45
RAB5B_15666	RAB5B	33
OR4A15_51551	OR4A15	22
PIK3R5_33081	PIK3R5	19
MAPK8IP2_33103	MAPK8IP2	8
C8A_2024	C8A	54
OR7C2_35234	OR7C2	32
ZNF253_44130	ZNF253	61
GPD1_7466	GPD1	16
ACCS_54015	ACCS	29
BPIFA1_38403	BPIFA1	31
RHOG_1121	RHOG	32
C10orf120_72125	C10orf120	43
ELMSAN1_55977	ELMSAN1	6
IGFBP7_9333	IGFBP7	38
GPR4_7504	GPR4	22
TMEM39A_42095	TMEM39A	43
FAM109A_61370	FAM109A	39
RAB3GAP1_31267	RAB3GAP1	13
UBN1_36675	UBN1	20
LSM8_39306	LSM8	3
HOXC10_8734	HOXC10	20
CNTD1_58829	CNTD1	30
IFIT5_33596	IFIT5	22
RAPSN_15828	RAPSN	16
PBX3_13366	PBX3	55
IQCJ_74450	IQCJ	16
LAMTOR2_36210	LAMTOR2	40
CNPPD1_35403	CNPPD1	34
CHMP1B_45080	CHMP1B	53
SYTL2_40742	SYTL2	21
DTNB_5122	DTNB	16
ELP2_42082	ELP2	4
FAM229A_75151	FAM229A	10
PYCR1_15598	PYCR1	18
CCDC186_41530	CCDC186	44
C16orf82_63489	C16orf82	10
TVP23A_75107	TVP23A	18
OR4K1_49268	OR4K1	28
RXRG_16691	RXRG	9
OR8K3_65275	OR8K3	49
TSPAN18_55321	TSPAN18	11
ASCC1_37512	ASCC1	24
SLC35C2_37507	SLC35C2	22
TMEM229A_75050	TMEM229A	16
STRC_63435	STRC	4
CD69_2737	CD69	48
ERCC6L_40669	ERCC6L	22
LINGO1_54395	LINGO1	29
FIGF_6343	FIGF	34
MCU_55528	MCU	18
SPPL2B_44613	SPPL2B	22
KCNE1_10007	KCNE1	16
HMGA2_21283	HMGA2	34
LOC283710_67474	LOC283710	12
TIPIN_41147	TIPIN	8
TFG_27804	TFG	22
IL17A_9538	IL17A	53
OR9K2_73185	OR9K2	38
PTMS_15401	PTMS	65
OR52A5_71555	OR52A5	19
ZNF670_56525	ZNF670	26
ANKRD66_75645	ANKRD66	101
MAMSTR_67787	MAMSTR	8
ZNF573_59074	ZNF573	9
ARMC9_50921	ARMC9	13
FANK1_56273	FANK1	32
CCR6_3459	CCR6	21
ARHGAP4_1131	ARHGAP4	47
GALNT12_49661	GALNT12	38
NAGA_12174	NAGA	27
SNX15_36755	SNX15	4
KCNJ15_10073	KCNJ15	30
PTPRK_15497	PTPRK	13
MTMR9_48618	MTMR9	18
ABL1_68	ABL1	171
TMEM67_55750	TMEM67	43
PADI1_36853	PADI1	20
ACBD4_49909	ACBD4	6
SMIM7_48902	SMIM7	34
EIF3C_22606	EIF3C	2
OSR1_59809	OSR1	21
ONECUT2_24968	ONECUT2	19
CCDC101_56883	CCDC101	10
PRR13_39965	PRR13	14
PTP4A1_20933	PTP4A1	7
TMLHE_41968	TMLHE	4
RCE1_26648	RCE1	77
TFE3_19042	TFE3	34
UGT1A9_40303	UGT1A9	18
CTRB2_72926	CTRB2	23
CFAP221_64708	CFAP221	48
DUSP12_30646	DUSP12	17
STBD1_23530	STBD1	52
MECOM_5874	MECOM	10
CLN3_3405	CLN3	30
G6PC3_56277	G6PC3	36
MAGEF1_47395	MAGEF1	47
SLC16A10_57952	SLC16A10	17
IP6K3_57957	IP6K3	10
IGFBP7_9335	IGFBP7	51
LRRC52_72994	LRRC52	8
MTRNR2L5_75793	MTRNR2L5	31
AHRR_45618	AHRR	24
KRTAP8-1_68609	KRTAP8-1	3
RGL3_45096	RGL3	36
OR2T33_71965	OR2T33	28
OR9A2_60380	OR9A2	15
ITIH3_9844	ITIH3	37
ADGRF4_65772	ADGRF4	7
LGI4_63656	LGI4	21
FBXO43_68379	FBXO43	17
MGAT5_11438	MGAT5	41
GNAI2_7312	GNAI2	48
PPP3R2_14681	PPP3R2	56
STEAP4_49636	STEAP4	16
LY6G5B_46594	LY6G5B	8
RPEL1_74818	RPEL1	24
HMOX2_8525	HMOX2	62
ZMAT1_53662	ZMAT1	34
UTS2_29517	UTS2	30
CLDN14_33181	CLDN14	17
C10orf90_58055	C10orf90	23
SLC11A1_17612	SLC11A1	11
HABP4_31257	HABP4	10
KLF6_3681	KLF6	7
SNX32_66409	SNX32	12
ADAD1_60071	ADAD1	21
OR56A4_58292	OR56A4	82
HPS5_30550	HPS5	32
GSTA1_7875	GSTA1	29
OR5J2_67144	OR5J2	46
SERPINB7_22752	SERPINB7	6
ISLR_9740	ISLR	50
SLC9C2_67909	SLC9C2	44
HS3ST2_26560	HS3ST2	40
OR52A1_33093	OR52A1	33
TGFB2_19085	TGFB2	26
FABP2_6008	FABP2	33
ZSCAN10_54384	ZSCAN10	24
ANHX_74203	ANHX	24
DCTN2_28426	DCTN2	6
AK6_76397	AK6	21
AES_475	AES	22
DPM3_39857	DPM3	49
DCAF4L2_60539	DCAF4L2	48
ZNF503_54286	ZNF503	36
NCR1_24821	NCR1	22
ZNF79_20611	ZNF79	22
NPDC1_44330	NPDC1	25
KAZALD1_51817	KAZALD1	25
PKNOX2_47059	PKNOX2	21
HCRTR2_8256	HCRTR2	19
TFAP2B_19010	TFAP2B	44
GPRASP1_25798	GPRASP1	116
ZNF492_46028	ZNF492	51
JRKL_22695	JRKL	66
