sgRNA	Gene	Clip2_7_E8_control_BC22_IGO_09496_14_S14
TUBAL3_50173	TUBAL3	0
TREML2_50189	TREML2	0
ALG13_50199	ALG13	0
ALG13_50200	ALG13	0
ALG13_50201	ALG13	0
RPAP2_50211	RPAP2	0
RPAP2_50214	RPAP2	0
CAAP1_50259	CAAP1	0
MCMBP_50279	MCMBP	0
MCMBP_50282	MCMBP	0
ATP8B4_50293	ATP8B4	0
THNSL1_50298	THNSL1	0
RPP21_50299	RPP21	0
RPP21_50301	RPP21	0
RPP21_50302	RPP21	0
NUP85_50315	NUP85	0
NUP85_50316	NUP85	0
MORN1_50329	MORN1	0
PYROXD1_50336	PYROXD1	0
PYROXD1_50337	PYROXD1	0
PYROXD1_50338	PYROXD1	0
ACTR5_50342	ACTR5	0
ATAD5_50345	ATAD5	0
TCEAL4_50359	TCEAL4	0
NANOG_50367	NANOG	0
DHDDS_50433	DHDDS	0
DHDDS_50434	DHDDS	0
NOL10_50449	NOL10	0
NOL10_50450	NOL10	0
DSN1_50515	DSN1	0
OBFC1_50543	OBFC1	0
OBFC1_50544	OBFC1	0
OBFC1_50545	OBFC1	0
LOC79999_50557	LOC79999	0
RMI1_50588	RMI1	0
TRPM3_50657	TRPM3	0
MZT2B_50692	MZT2B	0
C7orf69_50695	C7orf69	0
PIF1_50726	PIF1	0
CCDC33_50738	CCDC33	0
CCDC176_50741	CCDC176	0
RPF1_50760	RPF1	0
CTC1_50832	CTC1	0
KIAA0226L_50861	KIAA0226L	0
TTI2_50869	TTI2	0
OPA3_50909	OPA3	0
NAA50_50939	NAA50	0
NAA50_50940	NAA50	0
NAA50_50942	NAA50	0
TARS2_50953	TARS2	0
C17orf70_50984	C17orf70	0
C17orf70_50986	C17orf70	0
GRPEL1_51039	GRPEL1	0
GRPEL1_51041	GRPEL1	0
EPC1_51101	EPC1	0
SP6_51121	SP6	0
WDR82_51163	WDR82	0
WDR82_51165	WDR82	0
WDR82_51166	WDR82	0
PABPC1L_51167	PABPC1L	0
RNF39_51214	RNF39	0
ACAD10_51252	ACAD10	0
OR11H1_51512	OR11H1	0
OR4F17_51515	OR4F17	0
OR4F17_51516	OR4F17	0
OR4F17_51517	OR4F17	0
OR4F17_51518	OR4F17	0
OR4F16_51563	OR4F16	0
OR4F16_51565	OR4F16	0
VOPP1_51663	VOPP1	0
VOPP1_51666	VOPP1	0
WBSCR16_51671	WBSCR16	0
WBSCR16_51672	WBSCR16	0
WBSCR16_51673	WBSCR16	0
WBSCR16_51674	WBSCR16	0
VWA9_51679	VWA9	0
CSRNP2_51710	CSRNP2	0
CLPB_51721	CLPB	0
PDRG1_51723	PDRG1	0
PDRG1_51724	PDRG1	0
PDRG1_51725	PDRG1	0
CCDC130_51737	CCDC130	0
TRIM8_51755	TRIM8	0
TRIM8_51757	TRIM8	0
URM1_51759	URM1	0
URM1_51761	URM1	0
FIP1L1_51773	FIP1L1	0
TSC22D4_51841	TSC22D4	0
VMP1_51855	VMP1	0
VMP1_51856	VMP1	0
VMP1_51858	VMP1	0
ISCA1_51863	ISCA1	0
ISCA1_51864	ISCA1	0
ISCA1_51865	ISCA1	0
VANGL1_51942	VANGL1	0
KRTAP4-6_51995	KRTAP4-6	0
ISG20L2_52010	ISG20L2	0
LAS1L_52015	LAS1L	0
LAS1L_52017	LAS1L	0
SLIRP_52034	SLIRP	0
SLC25A28_52035	SLC25A28	0
SLC25A28_52037	SLC25A28	0
ABHD17A_52039	ABHD17A	0
ABHD17A_52040	ABHD17A	0
SEH1L_52047	SEH1L	0
SEH1L_52049	SEH1L	0
KIF18A_52054	KIF18A	0
ELOVL3_52074	ELOVL3	0
SF3B5_52095	SF3B5	0
SF3B5_52098	SF3B5	0
INO80B_52102	INO80B	0
DOHH_52159	DOHH	0
DOHH_52161	DOHH	0
DDX59_52170	DDX59	0
PLVAP_52183	PLVAP	0
NUF2_52195	NUF2	0
NUF2_52196	NUF2	0
NUF2_52197	NUF2	0
TAAR8_52234	TAAR8	0
C18orf21_52289	C18orf21	0
DYNLRB1_52335	DYNLRB1	0
DYNLRB1_52337	DYNLRB1	0
DYNLRB1_52338	DYNLRB1	0
FERMT3_52400	FERMT3	0
TRPT1_52404	TRPT1	0
ESPN_52413	ESPN	0
H2AFB3_52448	H2AFB3	0
GRWD1_52460	GRWD1	0
KRTAP4-12_52476	KRTAP4-12	0
SYT15_52510	SYT15	0
KLF16_52533	KLF16	0
TM2D2_52586	TM2D2	0
KRTAP9-2_52656	KRTAP9-2	0
TMEM133_52690	TMEM133	0
BRIP1_52751	BRIP1	0
BRIP1_52753	BRIP1	0
FAM186B_52842	FAM186B	0
TKTL2_52866	TKTL2	0
ZIC4_52926	ZIC4	0
ATRIP_52945	ATRIP	0
WDR75_52948	WDR75	0
WDR75_52950	WDR75	0
UTP15_52971	UTP15	0
UTP15_52972	UTP15	0
UTP15_52973	UTP15	0
UTP15_52974	UTP15	0
KAT8_52999	KAT8	0
KAT8_53000	KAT8	0
RPF2_53011	RPF2	0
RPF2_53013	RPF2	0
RPF2_53014	RPF2	0
POLR1B_53049	POLR1B	0
ZCCHC7_53072	ZCCHC7	0
ANKRD20A1_53115	ANKRD20A1	0
TBC1D3F_53131	TBC1D3F	0
TBC1D3F_53133	TBC1D3F	0
TBC1D3F_53134	TBC1D3F	0
RGPD5_53140	RGPD5	0
NBPF3_53154	NBPF3	0
PSMG3_53260	PSMG3	0
PSMG3_53262	PSMG3	0
HAGHL_53269	HAGHL	0
RPAIN_53285	RPAIN	0
NOA1_53304	NOA1	0
NOA1_53305	NOA1	0
SLC25A33_53313	SLC25A33	0
TMEM79_53342	TMEM79	0
EIF1AD_53347	EIF1AD	0
EIF1AD_53348	EIF1AD	0
EIF1AD_53349	EIF1AD	0
EIF1AD_53350	EIF1AD	0
WDR83_53371	WDR83	0
WDR83_53372	WDR83	0
WDR83_53373	WDR83	0
WDR83_53374	WDR83	0
UTP23_53379	UTP23	0
UTP23_53380	UTP23	0
UTP23_53381	UTP23	0
GINS4_53387	GINS4	0
GINS4_53389	GINS4	0
LLPH_53391	LLPH	0
LLPH_53394	LLPH	0
ZNF397_53430	ZNF397	0
MRPL45_53441	MRPL45	0
MRPL45_53442	MRPL45	0
VPS25_53448	VPS25	0
VPS25_53450	VPS25	0
CCDC115_53463	CCDC115	0
CCDC115_53464	CCDC115	0
THOC3_53481	THOC3	0
ELOF1_53531	ELOF1	0
ELOF1_53534	ELOF1	0
GFM2_53536	GFM2	0
GFM2_53538	GFM2	0
RAB11FIP4_53601	RAB11FIP4	0
BRSK1_53622	BRSK1	0
ABLIM2_53629	ABLIM2	0
SLX4_53668	SLX4	0
MCM8_53714	MCM8	0
DCTN5_53715	DCTN5	0
DCTN5_53716	DCTN5	0
DCTN5_53717	DCTN5	0
MRPL43_53780	MRPL43	0
MRPL43_53781	MRPL43	0
MAK16_53791	MAK16	0
MAK16_53792	MAK16	0
MAK16_53793	MAK16	0
MAK16_53794	MAK16	0
ZNF594_53855	ZNF594	0
ZNF594_53858	ZNF594	0
USP38_53910	USP38	0
SPINK7_53941	SPINK7	0
DPY30_53963	DPY30	0
HINT2_54022	HINT2	0
LOXL3_54062	LOXL3	0
TUBA1C_54183	TUBA1C	0
FAM220A_54190	FAM220A	0
RTN4IP1_54228	RTN4IP1	0
RTN4IP1_54230	RTN4IP1	0
PHF5A_54277	PHF5A	0
PHF5A_54278	PHF5A	0
KLHL22_54292	KLHL22	0
CCDC142_54302	CCDC142	0
RPUSD4_54355	RPUSD4	0
RPUSD4_54357	RPUSD4	0
AIFM2_54362	AIFM2	0
FAM136A_54440	FAM136A	0
FAM136A_54441	FAM136A	0
CIRH1A_54471	CIRH1A	0
CIRH1A_54472	CIRH1A	0
PPP1R15B_54480	PPP1R15B	0
PPP1R15B_54482	PPP1R15B	0
MASTL_54515	MASTL	0
C8orf76_54526	C8orf76	0
LTV1_54571	LTV1	0
LTV1_54572	LTV1	0
LTV1_54574	LTV1	0
PRPF38A_54583	PRPF38A	0
PRPF38A_54586	PRPF38A	0
LSM10_54640	LSM10	0
LSM10_54642	LSM10	0
FAM83A_54677	FAM83A	0
COX14_54683	COX14	0
FAM86B1_54704	FAM86B1	0
FAM86B1_54705	FAM86B1	0
FAM86B1_54706	FAM86B1	0
HIST1H2BK_54755	HIST1H2BK	0
KRTAP9-4_54760	KRTAP9-4	0
KRTAP9-4_54761	KRTAP9-4	0
KRTAP4-5_54763	KRTAP4-5	0
KRTAP4-5_54766	KRTAP4-5	0
KRTAP4-2_54774	KRTAP4-2	0
FBF1_54792	FBF1	0
PPIL4_54795	PPIL4	0
PPIL4_54796	PPIL4	0
PPIL4_54798	PPIL4	0
BAGE2_54804	BAGE2	0
BAGE2_54806	BAGE2	0
ALG2_54840	ALG2	0
ALG2_54841	ALG2	0
ALG2_54842	ALG2	0
STRIP1_54849	STRIP1	0
TUBGCP6_54861	TUBGCP6	0
EAF1_54878	EAF1	0
ZCRB1_54912	ZCRB1	0
ZCRB1_54914	ZCRB1	0
GFM1_55019	GFM1	0
GFM1_55020	GFM1	0
GALP_55054	GALP	0
GTPBP10_55056	GTPBP10	0
GTPBP10_55058	GTPBP10	0
PNPT1_55063	PNPT1	0
PNPT1_55064	PNPT1	0
PNPT1_55066	PNPT1	0
RRP36_55075	RRP36	0
RRP36_55076	RRP36	0
HPS4_55108	HPS4	0
KCNK17_55142	KCNK17	0
C16orf45_55241	C16orf45	0
RHOT2_55250	RHOT2	0
GLB1L2_55254	GLB1L2	0
TSR2_55309	TSR2	0
EFCAB11_55326	EFCAB11	0
SYS1_55339	SYS1	0
SYS1_55340	SYS1	0
SYS1_55341	SYS1	0
SYS1_55342	SYS1	0
CTU1_55427	CTU1	0
CTU1_55428	CTU1	0
CTU1_55429	CTU1	0
CTU1_55430	CTU1	0
TICRR_55443	TICRR	0
MED30_55449	MED30	0
C15orf57_55465	C15orf57	0
ZNF622_55479	ZNF622	0
GADD45GIP1_55487	GADD45GIP1	0
GADD45GIP1_55489	GADD45GIP1	0
TMEM263_55497	TMEM263	0
CCDC74A_55531	CCDC74A	0
C19orf52_55540	C19orf52	0
C19orf52_55542	C19orf52	0
COX19_55571	COX19	0
ZNF479_55637	ZNF479	0
TMEM261_55670	TMEM261	0
CERS5_55708	CERS5	0
DPP9_55711	DPP9	0
AP5B1_55721	AP5B1	0
GGTLC2_55767	GGTLC2	0
BTF3L4_55829	BTF3L4	0
BTF3L4_55830	BTF3L4	0
BTF3L4_55832	BTF3L4	0
CCDC74B_55835	CCDC74B	0
C19orf40_55845	C19orf40	0
C19orf40_55846	C19orf40	0
C19orf40_55848	C19orf40	0
UBXN11_55884	UBXN11	0
ZNF830_55899	ZNF830	0
ZNF830_55900	ZNF830	0
TDRD12_55922	TDRD12	0
CENPL_55954	CENPL	0
CENPL_55955	CENPL	0
LIN52_55985	LIN52	0
LIN52_55986	LIN52	0
ALKBH8_56009	ALKBH8	0
FDXACB1_56046	FDXACB1	0
FAM58A_56088	FAM58A	0
MTSS1L_56129	MTSS1L	0
TMEM88_56134	TMEM88	0
MTG1_56138	MTG1	0
MTG1_56140	MTG1	0
CDHR1_56152	CDHR1	0
MRPS36_56167	MRPS36	0
MRRF_56242	MRRF	0
FANK1_56274	FANK1	0
DTD1_56308	DTD1	0
TMEM183A_56318	TMEM183A	0
DPH7_56325	DPH7	0
BPIFB1_56344	BPIFB1	0
HELB_56350	HELB	0
CENPBD1_56357	CENPBD1	0
CENPBD1_56359	CENPBD1	0
IMP4_56373	IMP4	0
IMP4_56374	IMP4	0
IMP4_56375	IMP4	0
IMP4_56376	IMP4	0
MARS2_56389	MARS2	0
MARS2_56390	MARS2	0
MARS2_56391	MARS2	0
COQ10A_56424	COQ10A	0
NEURL3_56429	NEURL3	0
NEURL3_56431	NEURL3	0
CCDC114_56482	CCDC114	0
HAUS8_56490	HAUS8	0
HAUS8_56491	HAUS8	0
ZNF670_56528	ZNF670	0
MAPK1IP1L_56529	MAPK1IP1L	0
CGB5_56586	CGB5	0
CGB5_56587	CGB5	0
ACTR8_56607	ACTR8	0
CGB7_56641	CGB7	0
RP1L1_56723	RP1L1	0
BIRC8_56787	BIRC8	0
GTF3C6_56810	GTF3C6	0
FDX1L_56861	FDX1L	0
FDX1L_56864	FDX1L	0
TP53RK_56877	TP53RK	0
TP53RK_56879	TP53RK	0
TP53RK_56880	TP53RK	0
MED8_56906	MED8	0
MED8_56907	MED8	0
AHNAK2_56936	AHNAK2	0
ADAT3_56950	ADAT3	0
LOC113230_56967	LOC113230	0
SLC46A1_56969	SLC46A1	0
TUBA3D_57013	TUBA3D	0
TUBA3D_57015	TUBA3D	0
HELQ_57017	HELQ	0
TOE1_57082	TOE1	0
TOE1_57084	TOE1	0
WBSCR22_57086	WBSCR22	0
WBSCR22_57087	WBSCR22	0
TRIM9_57090	TRIM9	0
TRIM9_57092	TRIM9	0
LACTB_57112	LACTB	0
ERMAP_57146	ERMAP	0
MBD6_57187	MBD6	0
GPRIN1_57193	GPRIN1	0
GPRIN1_57195	GPRIN1	0
TUBGCP5_57207	TUBGCP5	0
TUBGCP5_57208	TUBGCP5	0
ESCO1_57231	ESCO1	0
MYSM1_57242	MYSM1	0
MYSM1_57243	MYSM1	0
OSBPL7_57307	OSBPL7	0
OSBPL9_57316	OSBPL9	0
C1QTNF6_57348	C1QTNF6	0
MRFAP1L1_57369	MRFAP1L1	0
PTPMT1_57379	PTPMT1	0
HAUS1_57413	HAUS1	0
HAUS1_57415	HAUS1	0
SLC25A26_57451	SLC25A26	0
SLC25A26_57452	SLC25A26	0
PCMTD1_57457	PCMTD1	0
MALSU1_57492	MALSU1	0
TRMT61A_57545	TRMT61A	0
TRMT61A_57546	TRMT61A	0
TRMT61A_57548	TRMT61A	0
DIS3L_57559	DIS3L	0
TSR3_57594	TSR3	0
TSR3_57595	TSR3	0
TSR3_57596	TSR3	0
ZNF526_57646	ZNF526	0
NUS1_57661	NUS1	0
NUS1_57663	NUS1	0
COX20_57697	COX20	0
COX20_57698	COX20	0
COX20_57700	COX20	0
TLCD1_57706	TLCD1	0
ZNF837_57747	ZNF837	0
TOP1MT_57767	TOP1MT	0
TSEN15_57780	TSEN15	0
MRGPRE_57800	MRGPRE	0
ARAP1_57868	ARAP1	0
FTSJ3_57946	FTSJ3	0
CIB3_57968	CIB3	0
PARD3B_57988	PARD3B	0
GPR62_58024	GPR62	0
EXOSC6_58027	EXOSC6	0
ZNF511_58037	ZNF511	0
SFXN2_58104	SFXN2	0
AGAP4_58109	AGAP4	0
AGAP4_58110	AGAP4	0
AGAP4_58111	AGAP4	0
AGAP4_58112	AGAP4	0
AGAP11_58123	AGAP11	0
TRIM64_58232	TRIM64	0
PIH1D2_58250	PIH1D2	0
NXPE1_58253	NXPE1	0
SDR9C7_58329	SDR9C7	0
NEDD1_58382	NEDD1	0
NEDD1_58384	NEDD1	0
HIST4H4_58390	HIST4H4	0
BTBD11_58411	BTBD11	0
IFI27L1_58474	IFI27L1	0
MRPL52_58511	MRPL52	0
MRPL52_58512	MRPL52	0
LRR1_58532	LRR1	0
FRMD6_58537	FRMD6	0
ISCA2_58562	ISCA2	0
ISCA2_58564	ISCA2	0
ACOT4_58565	ACOT4	0
LEO1_58594	LEO1	0
LEO1_58595	LEO1	0
MTFMT_58605	MTFMT	0
ZNF720_58735	ZNF720	0
EARS2_58743	EARS2	0
ANKRD13B_58860	ANKRD13B	0
C17orf49_58869	C17orf49	0
EFCAB13_58887	EFCAB13	0
MRPL10_58891	MRPL10	0
TRAPPC5_59004	TRAPPC5	0
OSCAR_59011	OSCAR	0
CPT1C_59048	CPT1C	0
EID2B_59086	EID2B	0
NDUFA11_59121	NDUFA11	0
NDUFA11_59122	NDUFA11	0
NDUFA11_59123	NDUFA11	0
NR2C2AP_59145	NR2C2AP	0
NR2C2AP_59147	NR2C2AP	0
NR2C2AP_59148	NR2C2AP	0
HIST2H3C_59256	HIST2H3C	0
ATXN7L2_59263	ATXN7L2	0
OR2M5_59273	OR2M5	0
OR2M3_59277	OR2M3	0
OR2T34_59291	OR2T34	0
DMBX1_59340	DMBX1	0
PODN_59359	PODN	0
C1orf216_59411	C1orf216	0
VWA5B1_59418	VWA5B1	0
UBXN10_59424	UBXN10	0
C1orf131_59454	C1orf131	0
MRPL55_59496	MRPL55	0
HIST3H2BB_59497	HIST3H2BB	0
OR6N1_59536	OR6N1	0
NKAIN4_59548	NKAIN4	0
TMEM150A_59684	TMEM150A	0
CMPK2_59714	CMPK2	0
TRIM43_59745	TRIM43	0
UBR3_59819	UBR3	0
ZFAND2B_59856	ZFAND2B	0
TMEM182_59879	TMEM182	0
MTERF4_59892	MTERF4	0
DNAJC19_59913	DNAJC19	0
CHCHD4_59952	CHCHD4	0
TAMM41_60009	TAMM41	0
TAMM41_60010	TAMM41	0
TAMM41_60012	TAMM41	0
TMEM155_60061	TMEM155	0
CPEB2_60103	CPEB2	0
GRPEL2_60237	GRPEL2	0
LSM11_60251	LSM11	0
WDR36_60266	WDR36	0
WDR36_60268	WDR36	0
ADAT2_60294	ADAT2	0
ADAT2_60296	ADAT2	0
RIPPLY2_60300	RIPPLY2	0
STXBP5_60320	STXBP5	0
TMEM139_60387	TMEM139	0
LYPD2_60499	LYPD2	0
ADHFE1_60515	ADHFE1	0
C9orf41_60564	C9orf41	0
AMER1_60688	AMER1	0
KRTAP13-1_60779	KRTAP13-1	0
NEK7_60855	NEK7	0
NEK7_60856	NEK7	0
SOGA1_60932	SOGA1	0
RIMS4_60940	RIMS4	0
DYNLL2_60955	DYNLL2	0
ROMO1_60993	ROMO1	0
ROMO1_60995	ROMO1	0
ROMO1_60996	ROMO1	0
C20orf62_61012	C20orf62	0
DUSP19_61095	DUSP19	0
LDLRAD3_61177	LDLRAD3	0
ARHGAP42_61231	ARHGAP42	0
BCDIN3D_61296	BCDIN3D	0
ALG10B_61297	ALG10B	0
ALG10B_61300	ALG10B	0
RAD9B_61367	RAD9B	0
HNRNPA1L2_61383	HNRNPA1L2	0
PPP1R36_61412	PPP1R36	0
MDP1_61446	MDP1	0
HAPLN3_61493	HAPLN3	0
CDAN1_61521	CDAN1	0
CMTM2_61551	CMTM2	0
C16orf92_61576	C16orf92	0
ZNF597_61590	ZNF597	0
SLC35G3_61693	SLC35G3	0
RUNDC1_61710	RUNDC1	0
TMEM199_61718	TMEM199	0
TMEM199_61720	TMEM199	0
SLC25A52_61777	SLC25A52	0
ZNF480_61797	ZNF480	0
ZNF418_61824	ZNF418	0
ZNF548_61831	ZNF548	0
KLC3_61839	KLC3	0
SPC24_61877	SPC24	0
SPC24_61878	SPC24	0
SPC24_61880	SPC24	0
ZNRF4_61941	ZNRF4	0
DIRAS1_61991	DIRAS1	0
EXOC8_62154	EXOC8	0
CCDC17_62189	CCDC17	0
PYHIN1_62205	PYHIN1	0
WFDC5_62228	WFDC5	0
LIPI_62247	LIPI	0
LCA5L_62250	LCA5L	0
HSCB_62289	HSCB	0
HORMAD2_62300	HORMAD2	0
FAM109B_62327	FAM109B	0
TTL_62342	TTL	0
CBWD2_62349	CBWD2	0
CBWD2_62351	CBWD2	0
C2orf15_62362	C2orf15	0
MYEOV2_62372	MYEOV2	0
GAREML_62419	GAREML	0
CCDC12_62580	CCDC12	0
PPP4R2_62585	PPP4R2	0
RNF38_62594	RNF38	0
SPICE1_62637	SPICE1	0
FGD5_62651	FGD5	0
CNTN4_62656	CNTN4	0
FAM218A_62704	FAM218A	0
SRFBP1_62784	SRFBP1	0
ZMAT2_62791	ZMAT2	0
RNF145_62844	RNF145	0
RAET1L_62858	RAET1L	0
CCDC167_62897	CCDC167	0
ESCO2_63019	ESCO2	0
ERICH1_63041	ERICH1	0
ERICH1_63042	ERICH1	0
KCNU1_63076	KCNU1	0
MAMDC4_63108	MAMDC4	0
TRMT10B_63136	TRMT10B	0
LOC158434_63180	LOC158434	0
RBMY1F_63279	RBMY1F	0
CFAP58_63293	CFAP58	0
LDHAL6A_63315	LDHAL6A	0
FITM1_63406	FITM1	0
SAMD15_63424	SAMD15	0
NOP9_63426	NOP9	0
NOP9_63428	NOP9	0
OTUD7A_63452	OTUD7A	0
ZFPM1_63477	ZFPM1	0
C16orf82_63491	C16orf82	0
C16orf82_63492	C16orf82	0
TCEB3C_63561	TCEB3C	0
ZNF781_63639	ZNF781	0
ZNF676_63664	ZNF676	0
ZNF100_63668	ZNF100	0
GBP6_63680	GBP6	0
TDRD5_63694	TDRD5	0
SASS6_63728	SASS6	0
SDE2_63729	SDE2	0
SDE2_63731	SDE2	0
UBL4B_63759	UBL4B	0
SPATA5_63881	SPATA5	0
SPATA5_63882	SPATA5	0
ZNF92_63989	ZNF92	0
ZNF679_64001	ZNF679	0
FUT11_64140	FUT11	0
DHX36_64165	DHX36	0
GPHA2_64179	GPHA2	0
KCNG3_64236	KCNG3	0
ZNF431_64242	ZNF431	0
ZNF675_64283	ZNF675	0
POLR3H_64311	POLR3H	0
POLR3H_64312	POLR3H	0
ANTXRL_64365	ANTXRL	0
C12orf77_64413	C12orf77	0
EEF2KMT_64434	EEF2KMT	0
ADCY4_64469	ADCY4	0
NSMCE1_64529	NSMCE1	0
NSMCE1_64531	NSMCE1	0
ZNF626_64585	ZNF626	0
ZNF626_64586	ZNF626	0
ZNF626_64587	ZNF626	0
ZNF626_64588	ZNF626	0
ADM5_64596	ADM5	0
LCE4A_64598	LCE4A	0
ALG14_64603	ALG14	0
ALG14_64604	ALG14	0
TMEM61_64619	TMEM61	0
NBPF11_64642	NBPF11	0
NBPF11_64643	NBPF11	0
CRTC2_64677	CRTC2	0
IBA57_64681	IBA57	0
FAM209A_64685	FAM209A	0
FOXD4L1_64701	FOXD4L1	0
ALG1L_64761	ALG1L	0
ALG1L_64763	ALG1L	0
DHFRL1_64782	DHFRL1	0
CEP112_64815	CEP112	0
C17orf74_64857	C17orf74	0
STRA13_64863	STRA13	0
STRA13_64864	STRA13	0
LRRC45_64867	LRRC45	0
HACD2_64909	HACD2	0
HACD2_64911	HACD2	0
C4orf46_64936	C4orf46	0
SPATA24_64971	SPATA24	0
TRIM39-RPP21_65010	TRIM39-RPP21	0
TUBB_65029	TUBB	0
TUBB_65030	TUBB	0
R3HCC1_65033	R3HCC1	0
FAM219A_65078	FAM219A	0
C2orf69_65161	C2orf69	0
KIAA2018_65174	KIAA2018	0
ATAD3C_65205	ATAD3C	0
ATAD3C_65208	ATAD3C	0
USP12_65209	USP12	0
PLAC9_65216	PLAC9	0
OR4C6_65242	OR4C6	0
MED19_65314	MED19	0
MRPL21_65437	MRPL21	0
OR5A1_65498	OR5A1	0
ORAOV1_65545	ORAOV1	0
ORAOV1_65546	ORAOV1	0
ORAOV1_65547	ORAOV1	0
ORAOV1_65548	ORAOV1	0
SKA1_65570	SKA1	0
CBWD5_65621	CBWD5	0
CBWD5_65622	CBWD5	0
CBWD5_65623	CBWD5	0
CBWD5_65624	CBWD5	0
HNRNPA3_65648	HNRNPA3	0
ALKBH3_65698	ALKBH3	0
NT5DC1_65738	NT5DC1	0
FAM162B_65752	FAM162B	0
PHACTR1_65862	PHACTR1	0
TWISTNB_65893	TWISTNB	0
TWISTNB_65894	TWISTNB	0
TWISTNB_65895	TWISTNB	0
CCZ1B_65936	CCZ1B	0
TSPO2_66029	TSPO2	0
SCUBE3_66049	SCUBE3	0
FAM217A_66063	FAM217A	0
DEFB105A_66118	DEFB105A	0
DEFB106A_66124	DEFB106A	0
CDC26_66207	CDC26	0
RNASEH1_66214	RNASEH1	0
RNASEH1_66215	RNASEH1	0
FNDC5_66264	FNDC5	0
SERHL2_66288	SERHL2	0
RICTOR_66290	RICTOR	0
RICTOR_66291	RICTOR	0
RICTOR_66292	RICTOR	0
MMS22L_66334	MMS22L	0
FAM21C_66338	FAM21C	0
EHBP1L1_66405	EHBP1L1	0
MCM9_66467	MCM9	0
MCM9_66468	MCM9	0
ZDHHC23_66524	ZDHHC23	0
TAC4_66558	TAC4	0
TAC4_66560	TAC4	0
LRRC57_66589	LRRC57	0
EPGN_66603	EPGN	0
TMEM211_66608	TMEM211	0
PDZD9_66658	PDZD9	0
BCL6B_66674	BCL6B	0
TMEM196_66709	TMEM196	0
C2orf72_66913	C2orf72	0
NALCN_66952	NALCN	0
TIPRL_67046	TIPRL	0
NPAS4_67080	NPAS4	0
PGBD3_67099	PGBD3	0
ATP5L2_67106	ATP5L2	0
ATP5L2_67108	ATP5L2	0
C11orf31_67109	C11orf31	0
POC1B_67151	POC1B	0
CSNK2A3_67200	CSNK2A3	0
ADGRD1_67344	ADGRD1	0
GATC_67380	GATC	0
C14orf178_67425	C14orf178	0
C14orf80_67451	C14orf80	0
C14orf80_67452	C14orf80	0
FAM98B_67483	FAM98B	0
FAM98B_67484	FAM98B	0
GOLGA6L1_67490	GOLGA6L1	0
GOLGA6L1_67491	GOLGA6L1	0
GOLGA6L1_67492	GOLGA6L1	0
NOMO2_67501	NOMO2	0
INO80E_67534	INO80E	0
CLEC18C_67557	CLEC18C	0
CLEC18C_67559	CLEC18C	0
HID1_67567	HID1	0
KANSL1_67605	KANSL1	0
KANSL1_67606	KANSL1	0
FAM171A2_67613	FAM171A2	0
FAM171A2_67616	FAM171A2	0
LGALS9B_67683	LGALS9B	0
LGALS9B_67684	LGALS9B	0
ZNF283_67771	ZNF283	0
ZNF615_67808	ZNF615	0
ZNF763_67821	ZNF763	0
WDR62_67836	WDR62	0
SMIM24_67853	SMIM24	0
SLC25A41_67857	SLC25A41	0
MBD3L5_67863	MBD3L5	0
OR10H5_67868	OR10H5	0
SLC25A42_67876	SLC25A42	0
OR14A16_67916	OR14A16	0
NBPF15_67925	NBPF15	0
NBPF15_67926	NBPF15	0
NBPF15_67927	NBPF15	0
SYPL2_67936	SYPL2	0
IGSF10_68104	IGSF10	0
RPUSD3_68135	RPUSD3	0
DPH3_68141	DPH3	0
DPH3_68143	DPH3	0
DPH3_68144	DPH3	0
COX18_68179	COX18	0
RELL2_68230	RELL2	0
PNPLA1_68289	PNPLA1	0
RPL7L1_68297	RPL7L1	0
RPL7L1_68298	RPL7L1	0
RPL7L1_68300	RPL7L1	0
C7orf71_68312	C7orf71	0
SPDYE1_68313	SPDYE1	0
SPDYE1_68316	SPDYE1	0
TCAF2_68320	TCAF2	0
NSMCE2_68342	NSMCE2	0
FAM83H_68351	FAM83H	0
FOXD4L3_68446	FOXD4L3	0
FOXD4L3_68448	FOXD4L3	0
LIN9_68494	LIN9	0
LIN9_68496	LIN9	0
POTED_68543	POTED	0
DDX51_68559	DDX51	0
RAB37_68575	RAB37	0
HIST2H3A_68593	HIST2H3A	0
HIST2H3A_68595	HIST2H3A	0
KRTAP23-1_68631	KRTAP23-1	0
KRTAP20-3_68692	KRTAP20-3	0
TAS2R60_68729	TAS2R60	0
ANKRD42_68788	ANKRD42	0
OR2AG2_68799	OR2AG2	0
JMJD8_68851	JMJD8	0
CCDC144NL_68866	CCDC144NL	0
CCDC144NL_68867	CCDC144NL	0
CCDC144NL_68868	CCDC144NL	0
OXLD1_68879	OXLD1	0
ZNF260_68911	ZNF260	0
ZNF546_68916	ZNF546	0
ZBTB8OS_68966	ZBTB8OS	0
ZBTB8OS_68967	ZBTB8OS	0
ZBTB8OS_68968	ZBTB8OS	0
ABCB5_69133	ABCB5	0
CTAGE6_69141	CTAGE6	0
CTAGE6_69143	CTAGE6	0
CYP26C1_69244	CYP26C1	0
GOLGA6A_69365	GOLGA6A	0
GOLGA6A_69366	GOLGA6A	0
GOLGA6A_69368	GOLGA6A	0
NACA2_69408	NACA2	0
PALM3_69480	PALM3	0
AADACL4_69485	AADACL4	0
PRAMEF5_69491	PRAMEF5	0
MYBPHL_69525	MYBPHL	0
BARHL2_69542	BARHL2	0
