sgRNA	Gene	Clip2_4_DE_GFP_high_BC16_IGO_09496_8_S8
OR6C74_66503	OR6C74	93
ANKRD10_42777	ANKRD10	50
PRIMA1_61404	PRIMA1	157
SMARCC2_17764	SMARCC2	48
USP6_23857	USP6	91
Non-Targeting Control_76886	Non-Targeting Control	460
EMC8_27771	EMC8	119
LMNTD1_63346	LMNTD1	193
Non-Targeting Control_77407	Non-Targeting Control	785
LCLAT1_66309	LCLAT1	104
CRB3_56231	CRB3	91
Non-Targeting Control_77010	Non-Targeting Control	295
Non-Targeting Control_76959	Non-Targeting Control	516
MMP10_11611	MMP10	146
SLITRK6_53083	SLITRK6	140
OR4K2_71776	OR4K2	142
ANXA13_854	ANXA13	106
TRMT2B_50513	TRMT2B	60
TLR4_19285	TLR4	6
MFSD1_47936	MFSD1	191
C15orf59_70938	C15orf59	78
ZGRF1_42406	ZGRF1	29
LNP1_69974	LNP1	103
TRAF5_19565	TRAF5	9
WDYHV1_41544	WDYHV1	73
LONRF3_50098	LONRF3	20
CFAP99_72552	CFAP99	92
Non-Targeting Control_77169	Non-Targeting Control	430
MSX2_11802	MSX2	111
CYB561_4306	CYB561	72
C8orf48_63057	C8orf48	95
SOX21_30339	SOX21	100
TRPT1_52403	TRPT1	62
POLD4_46407	POLD4	50
OR4X1_71628	OR4X1	66
PDE8A_13556	PDE8A	120
WFIKKN2_58837	WFIKKN2	98
MAGEB1_11044	MAGEB1	75
CYP19A1_4438	CYP19A1	192
FLNB_6458	FLNB	365
MTURN_65951	MTURN	11
TMEM237_48386	TMEM237	65
SH3BGRL_17276	SH3BGRL	119
DYRK2_21951	DYRK2	30
ERLEC1_35875	ERLEC1	78
MBOAT4_73642	MBOAT4	47
FES_6219	FES	20
BTBD17_71026	BTBD17	156
PRR35_61566	PRR35	98
CMTM4_61545	CMTM4	56
ACSM5_41239	ACSM5	111
LRIG2_26219	LRIG2	125
BTRC_23482	BTRC	91
PIK3C2G_13962	PIK3C2G	365
Non-Targeting Control_76853	Non-Targeting Control	273
COQ7_27438	COQ7	354
SH3RF2_62836	SH3RF2	77
APRT_997	APRT	140
Non-Targeting Control_77231	Non-Targeting Control	457
ENG_5585	ENG	115
BIN1_756	BIN1	39
RNF128_49333	RNF128	134
Non-Targeting Control_77391	Non-Targeting Control	414
GJA4_7149	GJA4	60
MVD_11947	MVD	54
TRMT1_42824	TRMT1	90
TMPPE_73859	TMPPE	63
RHCG_38810	RHCG	95
TFPI2_21144	TFPI2	65
STOML3_63386	STOML3	77
SNX27_51777	SNX27	306
UQCRC2_20026	UQCRC2	191
KHDC3L_62892	KHDC3L	77
ADAM7_22893	ADAM7	117
NAA25_50611	NAA25	7
OR6B1_60400	OR6B1	91
EFNB1_5356	EFNB1	210
CSNK1G2_4077	CSNK1G2	178
ZNRF2_66090	ZNRF2	24
KRTAP10-8_70685	KRTAP10-8	222
PIGH_13947	PIGH	177
LMAN2_29679	LMAN2	38
Non-Targeting Control_77197	Non-Targeting Control	639
TMSB4Y_23823	TMSB4Y	281
IER5L_71481	IER5L	248
NT5DC1_65740	NT5DC1	57
SYT15_52509	SYT15	26
PDCL2_60120	PDCL2	68
MAP3K8_3699	MAP3K8	175
FBRS_47617	FBRS	73
KRT2_10311	KRT2	54
CADPS2_56599	CADPS2	227
MYCL_11999	MYCL	56
Non-Targeting Control_76637	Non-Targeting Control	596
CLPB_51721	CLPB	2
Non-Targeting Control_76899	Non-Targeting Control	392
EHD3_37135	EHD3	83
PHYHIPL_53652	PHYHIPL	263
BLVRB_1759	BLVRB	32
ATP6V0E1_23546	ATP6V0E1	163
TSNARE1_65025	TSNARE1	121
ISL2_48147	ISL2	123
FTCD_29293	FTCD	89
DEFB123_66166	DEFB123	257
ZNF441_59020	ZNF441	178
ALOX12B_676	ALOX12B	112
ITGB3BP_32771	ITGB3BP	108
CYP26A1_4449	CYP26A1	68
LILRB3_29892	LILRB3	151
SLC25A29_58581	SLC25A29	118
RAD51AP2_74934	RAD51AP2	235
Non-Targeting Control_76564	Non-Targeting Control	206
GALNT4_22703	GALNT4	438
NLGN3_39890	NLGN3	151
CILP_22065	CILP	32
SHE_59207	SHE	56
CSRP1_4112	CSRP1	53
SLC22A11_43621	SLC22A11	51
SPINK7_53942	SPINK7	192
NEK1_12443	NEK1	150
SASH1_32471	SASH1	145
SNX29_56094	SNX29	55
SAV1_46887	SAV1	342
ZNF134_20669	ZNF134	152
PFKP_13765	PFKP	197
SLC35A5_41377	SLC35A5	116
FN3K_47427	FN3K	181
APOC4_978	APOC4	39
CST6_4142	CST6	72
SFXN3_51978	SFXN3	79
NEUROD4_46496	NEUROD4	74
HHEX_8332	HHEX	175
FRMPD2_61143	FRMPD2	37
KAAG1_70122	KAAG1	74
PSMD10_15272	PSMD10	159
TMEM246_53409	TMEM246	145
OR10G4_71737	OR10G4	148
CFHR4_29402	CFHR4	171
BRINP2_46393	BRINP2	43
SLC36A3_68238	SLC36A3	125
C1QA_1959	C1QA	290
CCL4L2_25219	CCL4L2	49
HOXC9_8729	HOXC9	74
CDC73_49307	CDC73	57
TGIF2_46863	TGIF2	177
SIX6_13072	SIX6	55
STK32A_65000	STK32A	55
OR5K2_72547	OR5K2	377
SLC9A3R1_24624	SLC9A3R1	82
SLC35C1_42398	SLC35C1	199
FEV_40463	FEV	122
S100A12_16759	S100A12	26
FHIT_6325	FHIT	309
Non-Targeting Control_77074	Non-Targeting Control	249
C7orf76_72421	C7orf76	95
SULF1_32101	SULF1	131
STAU1_18375	STAU1	136
RASGRP4_57549	RASGRP4	301
LDB3_30295	LDB3	109
PTTG1_24260	PTTG1	177
TGM5_24518	TGM5	159
ZNF596_64062	ZNF596	29
PLEK_14155	PLEK	143
AK5_34959	AK5	42
SNAPC1_17826	SNAPC1	177
NFYC_12583	NFYC	555
Non-Targeting Control_76652	Non-Targeting Control	527
NR2E3_26692	NR2E3	58
Non-Targeting Control_76659	Non-Targeting Control	640
SLC31A1_3686	SLC31A1	127
GNB2L1_27958	GNB2L1	313
SESN2_52358	SESN2	60
OR2T11_59302	OR2T11	181
RP2_16272	RP2	38
BSPH1_75355	BSPH1	111
IHH_9364	IHH	184
CLN5_3410	CLN5	161
PRG3_27938	PRG3	116
CHRNA2_3221	CHRNA2	37
ATP11C_68451	ATP11C	138
AHR_544	AHR	227
IFNL2_67122	IFNL2	86
TMEM257_24004	TMEM257	65
RPA4_36834	RPA4	143
ECH1_5246	ECH1	73
MBOAT4_73643	MBOAT4	129
KLHL5_37758	KLHL5	99
HMGCL_8498	HMGCL	86
PGPEP1_40792	PGPEP1	92
FBXO42_39953	FBXO42	69
C1orf228_68986	C1orf228	22
Non-Targeting Control_76624	Non-Targeting Control	565
ZNF142_20694	ZNF142	60
ERG_5779	ERG	104
STX1B_56849	STX1B	86
LIMK2_10665	LIMK2	133
SMARCD1_17765	SMARCD1	69
CKMT1A_73528	CKMT1A	125
BMP15_24189	BMP15	68
PGAP1_50665	PGAP1	197
ANKRD13C_51730	ANKRD13C	82
RAB36_25349	RAB36	29
NUDT10_64208	NUDT10	193
Non-Targeting Control_77346	Non-Targeting Control	478
HRAS_8824	HRAS	148
CDH17_2889	CDH17	152
MOCOS_41385	MOCOS	69
OGN_13021	OGN	101
PMFBP1_52120	PMFBP1	107
OR2A12_69747	OR2A12	60
PDE8B_22468	PDE8B	89
Non-Targeting Control_76798	Non-Targeting Control	447
CHST13_63869	CHST13	269
ACBD3_47934	ACBD3	47
OXTR_13171	OXTR	191
FAM189A1_32568	FAM189A1	67
FAM210B_57668	FAM210B	465
DUOX1_39681	DUOX1	83
DAZL_4534	DAZL	80
PBOV1_46818	PBOV1	167
ZNF232_20877	ZNF232	42
EDC3_50805	EDC3	186
CUL9_31770	CUL9	78
FN3KRP_49587	FN3KRP	67
APEH_909	APEH	19
LSAMP_10816	LSAMP	100
HIP1_8342	HIP1	242
NEUROD2_12474	NEUROD2	64
UTY_20074	UTY	147
C2orf40_53564	C2orf40	92
ZNF619_68086	ZNF619	84
MKL1_45952	MKL1	90
NGEF_33711	NGEF	128
CACNA1E_2154	CACNA1E	95
OR5B21_65484	OR5B21	25
Non-Targeting Control_77210	Non-Targeting Control	402
ROBO1_16230	ROBO1	148
C15orf32_61491	C15orf32	75
CALN1_52387	CALN1	206
ZP4_46461	ZP4	101
OR4K2_71774	OR4K2	139
Non-Targeting Control_76649	Non-Targeting Control	387
DMD_4849	DMD	105
TINAG_35914	TINAG	163
RSPH10B_66082	RSPH10B	36
Non-Targeting Control_76551	Non-Targeting Control	555
SERPINI1_13921	SERPINI1	70
GNG5_7367	GNG5	13
QRICH1_40835	QRICH1	75
DLST_4818	DLST	43
TMEM243_49050	TMEM243	117
SLC32A1_60869	SLC32A1	153
RTN2_16679	RTN2	159
FMO4_6500	FMO4	54
PKHD1L1_56420	PKHD1L1	132
GMPS_23133	GMPS	65
APH1B_52148	APH1B	40
MAGEB6_63232	MAGEB6	89
KRTAP10-3_70692	KRTAP10-3	240
KRTAP7-1_68608	KRTAP7-1	91
EAPP_43531	EAPP	8
GPR141_70163	GPR141	52
POU5F2_60225	POU5F2	77
PCDHGB7_43886	PCDHGB7	98
DMD_4850	DMD	120
CYTL1_39870	CYTL1	13
Non-Targeting Control_76973	Non-Targeting Control	623
TBRG4_24270	TBRG4	145
PPDPF_48997	PPDPF	94
MIIP_46983	MIIP	45
DCAF12L1_60665	DCAF12L1	159
INSM2_54023	INSM2	196
C11orf74_58185	C11orf74	26
ZDHHC16_53355	ZDHHC16	135
VAV3_28121	VAV3	219
C5orf64_68251	C5orf64	94
PASK_31982	PASK	106
PPIL6_68276	PPIL6	59
ANKRD34A_67941	ANKRD34A	66
SNX6_46698	SNX6	214
LAMP5_33610	LAMP5	245
Non-Targeting Control_76499	Non-Targeting Control	770
PLA2G12A_51747	PLA2G12A	53
TRO_19593	TRO	117
PSAT1_36938	PSAT1	227
PLXNA2_14230	PLXNA2	162
NDUFS4_12378	NDUFS4	70
9-Mar_56404	9-Mar	339
GTF2H2_7954	GTF2H2	68
ZNF479_55638	ZNF479	56
ARID3B_28695	ARID3B	61
UBE2Z_48495	UBE2Z	128
PLAC1_29090	PLAC1	184
ING2_9595	ING2	84
PHYHIPL_53654	PHYHIPL	216
LHB_10624	LHB	84
KCTD6_64770	KCTD6	151
MIB1_45756	MIB1	117
MIP_11499	MIP	90
TRIM2_32450	TRIM2	44
ZNF41_20566	ZNF41	76
JAM2_46586	JAM2	53
SMARCAL1_37195	SMARCAL1	118
DPCR1_60367	DPCR1	38
ZNF502_55823	ZNF502	43
GABRA3_6748	GABRA3	194
MTIF2_11870	MTIF2	255
DDX58_33236	DDX58	81
PLA2G2F_47856	PLA2G2F	18
CWC27_27626	CWC27	18
DLGAP3_46646	DLGAP3	137
DAZAP1_35137	DAZAP1	107
PDE7B_35603	PDE7B	109
FOXO1_6429	FOXO1	772
SRPX_21854	SRPX	247
FUZ_50887	FUZ	143
RPS12_16554	RPS12	125
C7orf50_53437	C7orf50	164
Non-Targeting Control_77014	Non-Targeting Control	187
LRRN4CL_65692	LRRN4CL	101
Non-Targeting Control_76903	Non-Targeting Control	496
SPIN2A_39994	SPIN2A	195
Non-Targeting Control_77310	Non-Targeting Control	444
PHOSPHO2-KLHL23_76046	PHOSPHO2-KLHL23	98
MRI1_53201	MRI1	101
ACTR3_26989	ACTR3	10
CALR_2242	CALR	297
ZSCAN30_75125	ZSCAN30	82
STYK1_42448	STYK1	57
ORC5_13108	ORC5	185
GPR82_35786	GPR82	142
Non-Targeting Control_76846	Non-Targeting Control	345
C4orf22_66570	C4orf22	105
Non-Targeting Control_77359	Non-Targeting Control	320
CT47A2_74564	CT47A2	51
AQP2_1023	AQP2	122
RAB1B_52011	RAB1B	338
MAN2A1_11081	MAN2A1	141
ERICH1_63044	ERICH1	215
SGK1_17253	SGK1	383
NMNAT3_70013	NMNAT3	309
DRG1_12403	DRG1	380
JMJD8_68849	JMJD8	67
RNF2_16199	RNF2	107
C3orf30_62664	C3orf30	112
AVPR2_1535	AVPR2	213
PTCRA_64308	PTCRA	106
PRSS37_60414	PRSS37	140
METTL20_66386	METTL20	87
Non-Targeting Control_76464	Non-Targeting Control	699
TEX40_33924	TEX40	174
ESYT1_32515	ESYT1	134
RAB20_42910	RAB20	296
Non-Targeting Control_77100	Non-Targeting Control	307
UCHL1_19903	UCHL1	97
NDUFAF6_60488	NDUFAF6	138
STARD3NL_52676	STARD3NL	109
GRHL1_36651	GRHL1	131
C2orf48_69968	C2orf48	137
HDHD1_21437	HDHD1	283
STRA13_64861	STRA13	129
STXBP2_18457	STXBP2	151
BEX4_44206	BEX4	138
TCF7L2_18840	TCF7L2	147
Non-Targeting Control_76648	Non-Targeting Control	272
IKBIP_58385	IKBIP	146
WDR24_53138	WDR24	82
SLC14A2_21355	SLC14A2	91
PHGR1_73954	PHGR1	125
SH3PXD2A_25464	SH3PXD2A	35
CCDC149_55718	CCDC149	109
OR1Q1_63117	OR1Q1	67
Non-Targeting Control_76664	Non-Targeting Control	575
PABPC5_61064	PABPC5	54
PGAP1_50664	PGAP1	107
EIF1B_27649	EIF1B	185
ATP1A4_1345	ATP1A4	174
Non-Targeting Control_76857	Non-Targeting Control	343
Non-Targeting Control_76521	Non-Targeting Control	511
ATP6V0D2_66187	ATP6V0D2	68
RNASE6_16189	RNASE6	59
BMI1_1768	BMI1	150
OR13A1_49143	OR13A1	62
INHBC_9609	INHBC	52
OR14J1_73242	OR14J1	356
Non-Targeting Control_77099	Non-Targeting Control	340
CD93_31230	CD93	60
RBM12_27126	RBM12	217
CADM3_46480	CADM3	278
Non-Targeting Control_76719	Non-Targeting Control	443
ALOX15_680	ALOX15	97
DEFB112_66140	DEFB112	208
FGF7_6257	FGF7	188
EHHADH_5412	EHHADH	107
KIT_10208	KIT	187
KCNK4_37329	KCNK4	130
EBF2_47864	EBF2	138
WISP1_23163	WISP1	120
CRYZ_3994	CRYZ	84
KIAA0895_32593	KIAA0895	203
IGFBP7_9335	IGFBP7	65
BAK1_1583	BAK1	41
MBD4_23436	MBD4	346
TRIP12_24475	TRIP12	134
SAGE1_42583	SAGE1	163
LIPT1_39113	LIPT1	88
NEFL_12437	NEFL	103
GPHN_27489	GPHN	33
SNRPB_17871	SNRPB	260
ZFR2_32118	ZFR2	74
STON1-GTF2A1L_68488	STON1-GTF2A1L	41
OR4K14_58520	OR4K14	234
MYLK4_69107	MYLK4	304
FCHO1_31878	FCHO1	77
DEFA4_4686	DEFA4	117
HIST1H2AA_65848	HIST1H2AA	114
AMELY_724	AMELY	95
RGS21_72811	RGS21	117
Non-Targeting Control_76970	Non-Targeting Control	202
FCER1A_6130	FCER1A	180
Non-Targeting Control_77394	Non-Targeting Control	645
CHN2_3191	CHN2	71
ITGA3_9753	ITGA3	31
ANKS1A_32366	ANKS1A	83
SHKBP1_56356	SHKBP1	153
SBNO2_31180	SBNO2	125
IL7_9445	IL7	157
ADGRA2_34201	ADGRA2	54
LPGAT1_26460	LPGAT1	92
PLAU_14102	PLAU	84
SPRR3_18130	SPRR3	483
GPR26_7578	GPR26	19
C22orf15_62287	C22orf15	129
AHNAK_48748	AHNAK	38
CRBN_38071	CRBN	70
DNAAF3_70029	DNAAF3	135
PDXP_44864	PDXP	200
FARP2_26197	FARP2	62
SLC7A6OS_52977	SLC7A6OS	113
CD1C_2539	CD1C	25
MAPK8IP1_24961	MAPK8IP1	82
TTC5_56043	TTC5	63
LILRA4_33123	LILRA4	46
Non-Targeting Control_77351	Non-Targeting Control	459
UBE2M_23666	UBE2M	179
DRC7_53166	DRC7	108
UNCX_69128	UNCX	258
OR1L4_66539	OR1L4	39
TOPAZ1_70480	TOPAZ1	90
ANKRD20A4_74781	ANKRD20A4	200
NGF_12588	NGF	51
TMEM2_33449	TMEM2	111
EIF4E3_68510	EIF4E3	187
NT5M_44696	NT5M	286
C3orf58_65165	C3orf58	29
GDAP1L1_48660	GDAP1L1	191
IL23A_39035	IL23A	62
CCDC106_36745	CCDC106	101
C12orf49_49962	C12orf49	69
RLIM_37916	RLIM	155
OR13C2_72027	OR13C2	109
SPATS2L_34331	SPATS2L	218
CGREF1_28869	CGREF1	69
SCYL1_45437	SCYL1	37
EPC1_51099	EPC1	106
MAEA_27673	MAEA	180
OLFML1_67301	OLFML1	121
SMIM2_48740	SMIM2	98
WNT9B_20309	WNT9B	89
NDST1_9000	NDST1	115
OR2H1_35276	OR2H1	80
P2RY8_68477	P2RY8	204
C1orf52_62031	C1orf52	25
DIO2_4781	DIO2	217
RAB39A_40457	RAB39A	120
MOSPD1_44108	MOSPD1	308
CA6_2114	CA6	36
TMEM235_67579	TMEM235	39
SPOCK2_26035	SPOCK2	87
MAGEA9_11027	MAGEA9	205
POPDC3_47519	POPDC3	39
ZBED6CL_57049	ZBED6CL	65
OR52W1_58286	OR52W1	134
ARL6IP6_62449	ARL6IP6	35
LGSN_39024	LGSN	153
TMEM161B_62777	TMEM161B	77
AMOT_62922	AMOT	203
LCTL_64488	LCTL	72
ABCB6_26866	ABCB6	74
AP2S1_3325	AP2S1	194
BLOC1S6_34859	BLOC1S6	115
PFN4_70441	PFN4	116
Non-Targeting Control_76723	Non-Targeting Control	448
PPP4R1_26659	PPP4R1	244
DCTD_4578	DCTD	169
VTI1B_28269	VTI1B	124
PRR20D_74865	PRR20D	85
KDM6A_20069	KDM6A	78
ATP13A2_32700	ATP13A2	181
CXCR3_7524	CXCR3	129
B3GALT4_22733	B3GALT4	22
PRCP_14723	PRCP	98
MRGPRX2_57932	MRGPRX2	151
PCDH11X_36029	PCDH11X	54
C1orf112_43182	C1orf112	200
GPR18_7546	GPR18	50
Non-Targeting Control_77240	Non-Targeting Control	408
RAB9B_38152	RAB9B	10
GRIN1_7755	GRIN1	53
ZNF573_59076	ZNF573	43
GSTT2B_74397	GSTT2B	337
MRPL55_59494	MRPL55	360
KLF2_27857	KLF2	84
MBIP_39039	MBIP	79
Non-Targeting Control_76671	Non-Targeting Control	486
PTGER4_15337	PTGER4	33
KRTAP9-8_52665	KRTAP9-8	354
SCN1A_16876	SCN1A	50
TRAF4_25380	TRAF4	20
CT47A4_74556	CT47A4	283
NSUN7_49778	NSUN7	108
OR13C4_60628	OR13C4	59
GSAP_39778	GSAP	100
TMEM14B_51971	TMEM14B	43
HMOX1_8522	HMOX1	192
KDSR_6674	KDSR	67
SLC27A5_29796	SLC27A5	37
NDFIP2_40310	NDFIP2	63
AQP4_1030	AQP4	15
TSHZ1_27303	TSHZ1	116
ABCG2_24809	ABCG2	203
FBXO9_34892	FBXO9	65
ECE1_5239	ECE1	84
TTC33_33127	TTC33	115
YWHAB_20392	YWHAB	53
KRTAP4-12_52477	KRTAP4-12	165
RNF207_71106	RNF207	196
ABCD3_15575	ABCD3	144
LRGUK_60439	LRGUK	208
FAM167A_52326	FAM167A	178
ZNF134_20671	ZNF134	66
ORAI3_56450	ORAI3	196
Non-Targeting Control_77401	Non-Targeting Control	350
NCLN_44603	NCLN	157
PSMB11_58513	PSMB11	83
CASP8_2360	CASP8	59
OR10G8_65409	OR10G8	43
CHTF18_47140	CHTF18	3
TEKT4_62355	TEKT4	50
TAB3_66912	TAB3	147
C11orf68_52300	C11orf68	350
YY1_20385	YY1	28
HCCS_8225	HCCS	1660
PCYOX1L_48642	PCYOX1L	35
AGAP5_74834	AGAP5	24
EGFL7_38003	EGFL7	115
NAP1L1_12189	NAP1L1	240
MURC_69800	MURC	113
TCTE3_18918	TCTE3	52
OR5M9_71663	OR5M9	62
H1FNT_69336	H1FNT	57
ZNF563_61874	ZNF563	49
ADCY7_297	ADCY7	37
SELL_17126	SELL	74
IRS2_22593	IRS2	51
FAM53B_25586	FAM53B	384
SOX11_17997	SOX11	114
CPS1_3819	CPS1	35
UBR2_32393	UBR2	103
RAB40C_46399	RAB40C	357
OR5L2_34997	OR5L2	261
CRISP3_27745	CRISP3	227
IGDCC3_25168	IGDCC3	140
IFT140_25815	IFT140	217
SH3BP2_17277	SH3BP2	81
EPS15_5724	EPS15	208
ZNF185_20778	ZNF185	69
Non-Targeting Control_76862	Non-Targeting Control	357
CSNK1D_4069	CSNK1D	37
GGH_23147	GGH	185
JMJD8_68852	JMJD8	94
OR6N2_51569	OR6N2	71
YWHAG_20399	YWHAG	40
ANO10_41657	ANO10	99
LDOC1L_53210	LDOC1L	198
GNA13_28880	GNA13	188
AKR7A3_31344	AKR7A3	254
ENO3_5598	ENO3	37
FLRT1_33555	FLRT1	58
AGPAT4_44494	AGPAT4	50
BDKRB1_1691	BDKRB1	60
NMRK1_41218	NMRK1	125
SLC22A16_54894	SLC22A16	190
ZNF749_71087	ZNF749	45
HIF1A_8337	HIF1A	212
COX19_55571	COX19	87
DACT3_61887	DACT3	543
CPTP_51341	CPTP	45
KLHDC4_40507	KLHDC4	86
RNF34_50880	RNF34	63
Non-Targeting Control_77421	Non-Targeting Control	411
KLHL6_55172	KLHL6	120
TRIM33_39093	TRIM33	234
CDS2_22900	CDS2	13
CD1E_2547	CD1E	90
FAM171A2_67613	FAM171A2	7
KIF21A_42770	KIF21A	189
ZBTB10_48548	ZBTB10	39
FAM186B_52841	FAM186B	75
ETS1_5838	ETS1	41
Non-Targeting Control_76542	Non-Targeting Control	347
IL1RAPL2_34936	IL1RAPL2	152
Non-Targeting Control_76490	Non-Targeting Control	434
MAB21L1_10938	MAB21L1	126
TDRP_63037	TDRP	116
HTATIP2_28464	HTATIP2	56
MRPL18_36392	MRPL18	21
URGCP-MRPS24_76196	URGCP-MRPS24	248
BLID_72785	BLID	111
PRR27_72362	PRR27	114
TMEM192_64953	TMEM192	104
FOXO4_11572	FOXO4	34
OCLM_29463	OCLM	96
UBE3C_25627	UBE3C	90
F8A3_73369	F8A3	28
GLP2R_24533	GLP2R	172
COMMD4_41068	COMMD4	103
TNFSF15_26585	TNFSF15	126
RBP7_57730	RBP7	17
C15orf40_58598	C15orf40	98
ECHS1_5249	ECHS1	56
KIAA1468_46024	KIAA1468	218
TMCC1_31488	TMCC1	151
ADSSL1_58494	ADSSL1	62
Non-Targeting Control_76476	Non-Targeting Control	472
FCAMR_52716	FCAMR	246
PKIB_14795	PKIB	69
CDKL5_18416	CDKL5	275
NDUFA10_12307	NDUFA10	183
RINL_59162	RINL	322
Non-Targeting Control_76904	Non-Targeting Control	352
CARHSP1_33250	CARHSP1	340
C2orf83_44578	C2orf83	177
RBM41_42199	RBM41	93
PXT1_66042	PXT1	96
AGRN_70561	AGRN	66
GBP3_6952	GBP3	107
FRS3_29264	FRS3	18
EPS15L1_46650	EPS15L1	73
WDR47_31206	WDR47	286
ZIC1_20443	ZIC1	180
ROCK2_24950	ROCK2	153
FIGNL2_72513	FIGNL2	85
PRAMEF17_71911	PRAMEF17	92
TMEM177_51348	TMEM177	121
Non-Targeting Control_77373	Non-Targeting Control	461
ASPA_1274	ASPA	214
ATP7A_1490	ATP7A	85
COQ6_37501	COQ6	95
UBE2B_19834	UBE2B	34
GPRC5A_23705	GPRC5A	110
OPN1MW2_74702	OPN1MW2	55
ST3GAL2_17354	ST3GAL2	26
WAC_38504	WAC	47
GLIPR1_29831	GLIPR1	114
HTR5A_9053	HTR5A	53
EPN3_41408	EPN3	97
Non-Targeting Control_76898	Non-Targeting Control	259
FECH_6204	FECH	224
Non-Targeting Control_76989	Non-Targeting Control	330
COMMD4_41069	COMMD4	317
C9orf89_53294	C9orf89	59
RPS6KA6_36036	RPS6KA6	79
PBDC1_38279	PBDC1	131
C14orf105_41884	C14orf105	185
TAP1_18700	TAP1	120
Non-Targeting Control_77329	Non-Targeting Control	400
PROC_14986	PROC	149
SMARCA1_17737	SMARCA1	151
RAD21_15726	RAD21	14
Non-Targeting Control_76910	Non-Targeting Control	586
USP17L15_75682	USP17L15	12
IL27_66242	IL27	25
B3GNT4_49198	B3GNT4	91
Non-Targeting Control_76770	Non-Targeting Control	406
DUSP15_59617	DUSP15	74
FGF14_6286	FGF14	219
C7orf77_62939	C7orf77	38
CSGALNACT1_43390	CSGALNACT1	201
OR4K5_49158	OR4K5	182
TMEM182_59877	TMEM182	74
CDC25C_2813	CDC25C	110
LGALS3BP_10601	LGALS3BP	151
GPC3_7191	GPC3	196
THBS2_19143	THBS2	145
ANKRD33B_74220	ANKRD33B	44
KRTAP9-6_75989	KRTAP9-6	206
ENOX2_28290	ENOX2	170
CDHR2_40679	CDHR2	83
DRP2_5057	DRP2	237
C12orf57_56976	C12orf57	244
LARS2_32681	LARS2	327
IFNA8_9225	IFNA8	116
Non-Targeting Control_76776	Non-Targeting Control	363
TLX2_8625	TLX2	36
Non-Targeting Control_77341	Non-Targeting Control	538
PARP14_40340	PARP14	47
C10orf111_65671	C10orf111	100
TCEAL4_50360	TCEAL4	255
ZNF343_49080	ZNF343	160
MUC5B_74506	MUC5B	233
SPAG5_28677	SPAG5	96
ZNF680_69124	ZNF680	163
ZNF560_61850	ZNF560	265
FAM127B_34507	FAM127B	190
PRSS2_15043	PRSS2	54
TUBAL3_50174	TUBAL3	107
C3orf62_70481	C3orf62	119
GRAMD1C_40515	GRAMD1C	171
MYLK3_56015	MYLK3	93
PQLC2L_62609	PQLC2L	317
GHSR_7128	GHSR	89
Non-Targeting Control_76968	Non-Targeting Control	320
USP44_52903	USP44	65
RHBDF2_49522	RHBDF2	60
IREB2_9696	IREB2	196
PRLH_37628	PRLH	84
SPRYD7_45288	SPRYD7	219
UPF3B_48424	UPF3B	94
ITFG2_43559	ITFG2	74
QPCTL_40648	QPCTL	48
CCR4_3452	CCR4	193
ARL14_50720	ARL14	111
SLC5A12_63298	SLC5A12	182
OR2A42_72555	OR2A42	619
FAM151B_63964	FAM151B	99
KRTAP1-5_52643	KRTAP1-5	277
RAB41_69842	RAB41	206
CAPN15_17946	CAPN15	140
Non-Targeting Control_76604	Non-Targeting Control	429
PDS5B_31571	PDS5B	44
HLA-E_8449	HLA-E	108
PCDHGB6_43887	PCDHGB6	91
PCDHB10_43970	PCDHB10	19
SLC34A3_61100	SLC34A3	7
H2AFB2_73360	H2AFB2	72
PNMA6A_54643	PNMA6A	163
RNF149_68011	RNF149	55
KIFC2_55695	KIFC2	66
CLEC11A_16868	CLEC11A	32
STXBP4_66259	STXBP4	209
TTC29_52642	TTC29	27
MGAT3_11435	MGAT3	22
GNAL_7320	GNAL	49
PTPN4_15425	PTPN4	227
TSPYL6_71225	TSPYL6	216
ESCO1_57232	ESCO1	473
EVI2A_5877	EVI2A	258
ZRANB3_52887	ZRANB3	128
ABI3_38174	ABI3	95
NASP_12211	NASP	21
CTNNA1_4201	CTNNA1	222
MFF_44674	MFF	109
ZNF544_35978	ZNF544	186
PITX3_14034	PITX3	56
PGPEP1L_61481	PGPEP1L	246
PI4K2B_42255	PI4K2B	23
NXT2_43737	NXT2	135
Non-Targeting Control_77195	Non-Targeting Control	382
USP17L21_75635	USP17L21	159
NOBOX_60391	NOBOX	156
XBP1_20325	XBP1	58
HSPA12A_66941	HSPA12A	34
ZNF497_63584	ZNF497	282
HABP4_31255	HABP4	71
ZNF776_67734	ZNF776	49
FEM1B_27060	FEM1B	30
UGT1A4_40358	UGT1A4	233
SPAG5_28678	SPAG5	4
PRR23C_71307	PRR23C	95
KRTAP3-1_52648	KRTAP3-1	208
ADCY1_280	ADCY1	52
IGF2BP1_28771	IGF2BP1	224
FAM135A_45914	FAM135A	163
Non-Targeting Control_76583	Non-Targeting Control	603
EFEMP2_37032	EFEMP2	124
IBSP_9086	IBSP	259
SPATA20_48157	SPATA20	14
CLPTM1L_51505	CLPTM1L	215
HSPB11_39274	HSPB11	219
TMEM218_65395	TMEM218	58
BAX_1594	BAX	575
RIMS1_31426	RIMS1	56
CCKAR_2466	CCKAR	155
SLC27A6_36235	SLC27A6	83
