sgRNA	Gene	DE_GFP_high
HERC1_23415	HERC1	236
SEC14L4_67998	SEC14L4	395
NHLH1_12596	NHLH1	583
IL34_61587	IL34	443
ZC3H8_53739	ZC3H8	258
UPF3B_48424	UPF3B	580
PRELID1_35737	PRELID1	242
MAFB_26486	MAFB	983
PIGR_13951	PIGR	580
NRSN1_60969	NRSN1	425
ZSCAN2_41252	ZSCAN2	368
IRX2_62801	IRX2	749
SUGCT_49930	SUGCT	314
FDCSP_67042	FDCSP	119
OR1G1_21809	OR1G1	183
RSPH6A_51605	RSPH6A	267
ECH1_5248	ECH1	420
PRR9_73591	PRR9	165
PPP1R17_29296	PPP1R17	195
UCN_19915	UCN	176
VHLL_71924	VHLL	555
BPTF_6061	BPTF	374
SELV_69944	SELV	691
IQCJ-SCHIP1_75821	IQCJ-SCHIP1	144
SLC35G1_63292	SLC35G1	91
PTTG1_24259	PTTG1	52
SMOC2_47353	SMOC2	414
SLC9A7_54012	SLC9A7	1565
ARL15_40332	ARL15	579
CCDC124_57410	CCDC124	379
CFLAR_23149	CFLAR	347
CIART_62037	CIART	195
FAN1_31202	FAN1	281
FAM175B_31957	FAM175B	623
DYRK1A_5196	DYRK1A	172
DZIP1L_64544	DZIP1L	104
TTC12_41177	TTC12	415
Non-Targeting Control_76964	Non-Targeting Control	93
ODF3L1_63460	ODF3L1	805
C17orf107_75268	C17orf107	222
CFAP221_64706	CFAP221	189
FAM111B_70269	FAM111B	265
CCND3_2495	CCND3	360
IL17B_35779	IL17B	521
ARL13B_64778	ARL13B	909
INF2_47768	INF2	302
PLCG2_14134	PLCG2	421
SDR42E1_56537	SDR42E1	159
MCPH1_49510	MCPH1	217
ABHD3_64316	ABHD3	205
LMO3_43653	LMO3	395
EIF4ENIF1_44263	EIF4ENIF1	663
NRROS_70492	NRROS	288
EID3_73398	EID3	421
CIZ1_33717	CIZ1	303
SERPINC1_1290	SERPINC1	310
C16orf62_44859	C16orf62	500
TEX2_43580	TEX2	99
FOXD1_6388	FOXD1	141
AKAP9_27144	AKAP9	123
ATP1A4_1347	ATP1A4	870
MRGPRF_57803	MRGPRF	408
AAGAB_49735	AAGAB	445
DNAH9_4895	DNAH9	411
EIF4A1_5436	EIF4A1	86
DLGAP3_46644	DLGAP3	694
UBAP2L_26350	UBAP2L	266
CYTH3_24349	CYTH3	193
ERC2_34486	ERC2	127
CTSC_3075	CTSC	491
RFXAP_16082	RFXAP	286
KATNAL1_52786	KATNAL1	284
OR5F1_68773	OR5F1	506
TMSB15A_29844	TMSB15A	825
ALOX15_677	ALOX15	253
HMGN5_49190	HMGN5	269
SVEP1_50534	SVEP1	169
GSX2_64229	GSX2	1660
VAC14_43064	VAC14	675
ARFGAP3_34954	ARFGAP3	355
APBA3_25176	APBA3	56
HLX_8471	HLX	101
VN1R2_68524	VN1R2	215
MTMR3_23341	MTMR3	216
RNF126_42944	RNF126	169
AP2B1_464	AP2B1	379
IL22RA2_57744	IL22RA2	387
ACSM5_41241	ACSM5	872
NPTX2_12814	NPTX2	712
ASB7_60808	ASB7	817
HGS_24018	HGS	247
PGAP3_56479	PGAP3	389
CC2D1B_64639	CC2D1B	259
MYLIP_36527	MYLIP	251
SMIM24_67856	SMIM24	353
FOLH1_6530	FOLH1	141
KCNK7_26967	KCNK7	563
SPIN2B_73347	SPIN2B	535
STMN3_37435	STMN3	38
OR5R1_65283	OR5R1	485
F2RL1_5947	F2RL1	382
RGMA_44719	RGMA	280
EVC2_60106	EVC2	601
PIP5K1C_32683	PIP5K1C	166
XG_20334	XG	1002
MRPL47_45073	MRPL47	884
RNF31_41484	RNF31	404
LRBA_2787	LRBA	298
NUDT19_71876	NUDT19	93
SPARC_18046	SPARC	502
GRN_7731	GRN	794
ZBTB11_35586	ZBTB11	168
EDEM3_51028	EDEM3	840
ATP2B4_1389	ATP2B4	148
CD300LF_61642	CD300LF	255
IGSF1_9357	IGSF1	570
STOML1_24716	STOML1	149
C17orf105_67609	C17orf105	591
CDK6_2914	CDK6	524
DOCK10_42816	DOCK10	104
ATF7IP_43174	ATF7IP	902
KIAA0408_25765	KIAA0408	832
ERLIN2_30316	ERLIN2	156
FGD5_62649	FGD5	903
HGSNAT_60546	HGSNAT	190
ALG3_27306	ALG3	759
KCND1_9995	KCND1	456
HNRNPUL1_30121	HNRNPUL1	825
EXOC3L2_55413	EXOC3L2	325
IQCF5_71290	IQCF5	1454
EGFL8_51455	EGFL8	501
CD74_2749	CD74	211
C10orf99_70808	C10orf99	238
PRAMEF9_69497	PRAMEF9	162
SEC23A_28246	SEC23A	427
L3MBTL2_52467	L3MBTL2	302
FAM161B_61432	FAM161B	303
KIAA1958_63168	KIAA1958	784
PTPRZ1_15528	PTPRZ1	217
SLC39A10_45219	SLC39A10	137
DGCR6L_54825	DGCR6L	193
STAP2_42821	STAP2	198
ASCL5_74188	ASCL5	590
MIER2_40155	MIER2	1400
RCE1_26645	RCE1	513
SLC25A20_2194	SLC25A20	467
ACADVL_114	ACADVL	93
MRPL42_36277	MRPL42	327
CMAS_43711	CMAS	865
ARID3C_60604	ARID3C	224
ABCA2_48	ABCA2	182
C1orf116_48944	C1orf116	477
KLHL3_34837	KLHL3	214
UHMK1_59442	UHMK1	681
TCEAL3_54715	TCEAL3	127
MMS22L_66333	MMS22L	122
DDX26B_65109	DDX26B	684
LAMC1_10491	LAMC1	197
TNFRSF10C_22993	TNFRSF10C	308
RFXANK_22479	RFXANK	403
DDHD1_51391	DDHD1	109
S100A1_16711	S100A1	96
VILL_37415	VILL	446
TMEM229B_63396	TMEM229B	386
CCDC43_58827	CCDC43	424
IL12RB1_9504	IL12RB1	131
PRKCZ_14867	PRKCZ	659
RPS6KB2_16532	RPS6KB2	519
EPHX1_5689	EPHX1	694
PEX16_24746	PEX16	163
FMN2_44408	FMN2	252
RAB32_29747	RAB32	687
ZNF77_46577	ZNF77	362
SLC25A30_66305	SLC25A30	279
DDA1_48714	DDA1	31
BRWD1_39726	BRWD1	738
GPR158_45688	GPR158	230
SLITRK5_34452	SLITRK5	292
FCRL1_57465	FCRL1	516
TRPC3_19602	TRPC3	493
MCAT_36105	MCAT	830
HTATSF1_36056	HTATSF1	479
KCNN3_10109	KCNN3	329
WDR45B_44201	WDR45B	128
TMEM216_38277	TMEM216	219
NEK5_69347	NEK5	422
ZNF575_67762	ZNF575	104
GART_6885	GART	239
DOC2A_21964	DOC2A	399
FLAD1_51078	FLAD1	122
LIPK_73799	LIPK	111
SHCBP1_49986	SHCBP1	380
HSFY2_63275	HSFY2	602
ISG15_25436	ISG15	220
COQ10B_50946	COQ10B	449
CDC45_21584	CDC45	154
OTOG_69276	OTOG	810
SLC16A13_64856	SLC16A13	267
ATG5_24945	ATG5	101
SCLT1_60056	SCLT1	179
COX7A1_3728	COX7A1	793
TBC1D10C_70278	TBC1D10C	1237
ZBTB37_53833	ZBTB37	110
USP11_21454	USP11	99
HS6ST1_24704	HS6ST1	128
CCNB2_23970	CCNB2	237
CTSB_4240	CTSB	394
FOSB_6552	FOSB	538
NRN1L_58676	NRN1L	336
BANF2_61016	BANF2	309
NR5A1_6622	NR5A1	702
ANGEL1_32562	ANGEL1	440
TTC39B_63132	TTC39B	590
RAB3IP_57923	RAB3IP	928
PDHB_13599	PDHB	468
APOE_987	APOE	401
STPG1_55525	STPG1	571
DCAF17_50677	DCAF17	276
SCIN_55023	SCIN	281
POMT2_36896	POMT2	227
CLCN7_3367	CLCN7	781
HGH1_38207	HGH1	549
SP8_65900	SP8	404
LAMTOR2_36210	LAMTOR2	424
NDUFA1_12268	NDUFA1	993
STX6_27436	STX6	1151
ATF1_1299	ATF1	175
ISG20_9729	ISG20	154
FBXO46_32710	FBXO46	221
TM2D1_52706	TM2D1	454
DYNC2H1_49545	DYNC2H1	1873
MPST_11721	MPST	585
NAP1L3_12200	NAP1L3	623
VPREB1_20183	VPREB1	256
ADAMTS4_25040	ADAMTS4	175
CAPSL_60191	CAPSL	109
GNA12_7299	GNA12	453
C9orf106_72770	C9orf106	321
C10orf131_75143	C10orf131	275
PIGO_54105	PIGO	276
PROP1_14994	PROP1	896
MDK_11288	MDK	234
RPL36_33953	RPL36	52
GPR35_7607	GPR35	393
ZIC1_20442	ZIC1	182
RABGAP1_33381	RABGAP1	785
SYK_18564	SYK	178
PCDH8_13407	PCDH8	372
ANXA11_852	ANXA11	550
SGTA_17266	SGTA	132
PCDHGB2_43902	PCDHGB2	581
ACBD5_55855	ACBD5	341
DSCAM_5080	DSCAM	346
DUSP15_59619	DUSP15	489
MON1B_31092	MON1B	438
PPAPDC2_72636	PPAPDC2	519
RPL22L1_64791	RPL22L1	1068
ADAM15_22885	ADAM15	507
HOOK1_38590	HOOK1	329
APH1B_52150	APH1B	587
GRID1_7721	GRID1	589
RAB10_29444	RAB10	173
CXCL5_17051	CXCL5	680
LMOD1_33751	LMOD1	273
TMEM184A_65020	TMEM184A	278
PIP4K2B_21827	PIP4K2B	354
TMEM130_66068	TMEM130	225
SLC22A11_43619	SLC22A11	614
ECH1_5247	ECH1	264
PJA2_26241	PJA2	695
ZFP30_30943	ZFP30	221
CDH12_2876	CDH12	156
ZNF443_27417	ZNF443	302
RAB39A_40455	RAB39A	584
LGALS4_10606	LGALS4	163
C16orf89_61615	C16orf89	238
RBFOX1_40433	RBFOX1	678
PCDHGB7_43884	PCDHGB7	55
TACC1_18609	TACC1	105
KRT82_10411	KRT82	561
FMO2_6492	FMO2	239
RDX_15973	RDX	705
COL17A1_3657	COL17A1	267
KCNS1_10130	KCNS1	986
MBTPS1_22779	MBTPS1	251
BRD8_29489	BRD8	28
SFSWAP_17220	SFSWAP	442
EHD1_29598	EHD1	273
CREB3_28264	CREB3	324
ECHDC3_49830	ECHDC3	156
HS3ST3B1_26551	HS3ST3B1	189
ZNF30_55294	ZNF30	343
ZBED6_75764	ZBED6	385
C19orf52_55539	C19orf52	57
ONECUT3_71860	ONECUT3	1017
ADPRHL2_41055	ADPRHL2	445
NUMB_22565	NUMB	140
RFT1_56038	RFT1	52
MEIS3_44572	MEIS3	151
FUT5_6658	FUT5	131
PLOD3_23522	PLOD3	1349
FOSL1_21233	FOSL1	158
ZNF316_75346	ZNF316	551
CARD18_46715	CARD18	1066
PAFAH2_13257	PAFAH2	557
ARHGAP21_45930	ARHGAP21	646
USP32_53990	USP32	155
SOX9_17992	SOX9	489
MMAA_63908	MMAA	206
PIH1D2_58249	PIH1D2	307
CPA2_3767	CPA2	506
CHST7_44279	CHST7	374
WNT8B_20291	WNT8B	621
SLC30A10_42626	SLC30A10	961
KALRN_23567	KALRN	727
KCNT2_69539	KCNT2	193
HIST2H2AA3_21647	HIST2H2AA3	359
PEG10_31692	PEG10	425
CD101_24709	CD101	206
PITPNM2_45998	PITPNM2	153
SRF_18187	SRF	83
TGM7_57682	TGM7	76
VGLL3_71299	VGLL3	595
PXT1_66042	PXT1	571
NR4A1_8529	NR4A1	544
IFNK_44418	IFNK	902
RTP5_68026	RTP5	442
PTGES3L-AARSD1_76257	PTGES3L-AARSD1	305
CCKBR_2469	CCKBR	901
GALNT11_47133	GALNT11	363
ZBTB8A_74238	ZBTB8A	131
TIAL1_19192	TIAL1	741
RPS6KA1_16515	RPS6KA1	119
CHD3_3131	CHD3	353
CTBS_4176	CTBS	453
C16orf13_53487	C16orf13	360
HBA2_8191	HBA2	112
EBF3_66343	EBF3	155
DMPK_4868	DMPK	304
RGSL1_70138	RGSL1	715
F10_5976	F10	257
ARL6IP6_62449	ARL6IP6	281
PSMB11_58516	PSMB11	157
CCDC113_36382	CCDC113	169
RASAL1_21926	RASAL1	318
NFASC_31772	NFASC	724
C1QL3_71534	C1QL3	594
TTC23L_62819	TTC23L	784
MYADM_55943	MYADM	161
POMC_14414	POMC	574
RGS7BP_72380	RGS7BP	765
CARD14_48925	CARD14	497
GRAMD1A_46138	GRAMD1A	367
SPATA21_70404	SPATA21	442
FGB_6225	FGB	359
KLRD1_10239	KLRD1	427
CDR1_2963	CDR1	443
PRR27_72364	PRR27	388
GREM2_47688	GREM2	545
FAM149A_33915	FAM149A	909
INVS_35646	INVS	382
BTBD6_55316	BTBD6	533
CTCF_28849	CTCF	290
ZNF214_20829	ZNF214	509
SOX6_42649	SOX6	793
MAP3K1_11341	MAP3K1	762
FCER2_6144	FCER2	406
CBX7_32942	CBX7	421
MAX_11168	MAX	700
YTHDF3_66368	YTHDF3	541
NUSAP1_38128	NUSAP1	484
TNNT3_19414	TNNT3	491
UNC79_45907	UNC79	508
UBQLN3_37251	UBQLN3	414
CAPNS2_53369	CAPNS2	818
HSPA6_8945	HSPA6	237
UNC50_34224	UNC50	28
FOSL1_21234	FOSL1	663
DNAJC15_36486	DNAJC15	321
CT47A7_74282	CT47A7	262
C8orf22_73375	C8orf22	170
TRIQK_68370	TRIQK	417
KLHL2_30674	KLHL2	654
CKMT1A_73528	CKMT1A	738
ENOX1_41468	ENOX1	231
PER1_13668	PER1	307
RIPK2_22920	RIPK2	207
OR10J1_35041	OR10J1	337
SLAMF1_17423	SLAMF1	999
HLA-A_8379	HLA-A	549
STKLD1_64071	STKLD1	1143
TMCO1_40086	TMCO1	174
HNRNPUL2_65696	HNRNPUL2	276
HIST1H2AK_21624	HIST1H2AK	155
TM7SF3_39474	TM7SF3	385
LYSMD3_57622	LYSMD3	635
UGT2B4_19956	UGT2B4	334
ZNF16_20493	ZNF16	498
ARHGEF40_43079	ARHGEF40	240
EZH1_5929	EZH1	493
PLA2G16_30259	PLA2G16	133
DCP1B_64441	DCP1B	502
FARS2_28861	FARS2	585
B2M_1552	B2M	307
TRPM8_48818	TRPM8	1201
TMEM47_52273	TMEM47	330
SAP30_23086	SAP30	110
UNC50_34223	UNC50	172
COL14A1_19992	COL14A1	235
WHSC1L1_40955	WHSC1L1	483
NKAIN3_68382	NKAIN3	606
GLOD4_37602	GLOD4	476
UACA_41494	UACA	436
TEK_18974	TEK	464
STEAP4_49636	STEAP4	185
DUSP18_62301	DUSP18	525
DACH1_4475	DACH1	267
OR2T4_59298	OR2T4	373
SLC25A33_53314	SLC25A33	510
TMEM187_21486	TMEM187	173
SULT4A1_33841	SULT4A1	658
CALHM3_58134	CALHM3	137
FHAD1_57287	FHAD1	476
PDE4DIP_25523	PDE4DIP	245
ISYNA1_38843	ISYNA1	43
TEX19_72232	TEX19	168
TGM7_57683	TGM7	112
UHRF2_57493	UHRF2	308
STRN_18434	STRN	224
PFKFB1_13739	PFKFB1	1313
CDS1_2969	CDS1	169
CHMP4A_36412	CHMP4A	192
ZNF71_46573	ZNF71	413
ADAM9_22891	ADAM9	158
C11orf98_76401	C11orf98	306
C21orf91_39801	C21orf91	141
ZNF813_59015	ZNF813	482
KRTAP7-1_68605	KRTAP7-1	1069
OR2AE1_51559	OR2AE1	648
SUPT20H_42706	SUPT20H	177
ARRB2_1189	ARRB2	152
ASB17_59310	ASB17	241
MFAP1_11393	MFAP1	87
CRYGC_3977	CRYGC	161
HABP4_31257	HABP4	154
CBX4_22236	CBX4	232
TSPAN8_19303	TSPAN8	694
LRRC55_65301	LRRC55	376
TNFSF13_22853	TNFSF13	182
ZNF555_61994	ZNF555	450
CDK5RAP3_51049	CDK5RAP3	464
CD1E_2546	CD1E	138
SMC1B_35632	SMC1B	506
ADGRE5_2767	ADGRE5	240
NUCB1_12927	NUCB1	189
NYNRIN_45722	NYNRIN	335
CSNK2A1_4087	CSNK2A1	168
AKAP4_23198	AKAP4	366
OR10Z1_59528	OR10Z1	304
RNF133_64006	RNF133	412
MS4A8_52349	MS4A8	178
ZNF451_34407	ZNF451	423
XAGE1B_74265	XAGE1B	721
PRAMEF12_71897	PRAMEF12	446
CALCA_2214	CALCA	595
TFEC_30858	TFEC	658
UBAC1_28031	UBAC1	291
PRKAR2A_14809	PRKAR2A	400
TAGLN3_36520	TAGLN3	319
RBL2_15912	RBL2	233
KRTAP13-2_68622	KRTAP13-2	728
STRN4_36705	STRN4	450
KLC2_48129	KLC2	386
EID3_73399	EID3	147
AIMP1_24324	AIMP1	652
NLGN2_45830	NLGN2	544
PRKAR1A_14804	PRKAR1A	316
SLC26A2_5116	SLC26A2	122
C20orf195_48746	C20orf195	309
CHPT1_44800	CHPT1	955
MYLK3_56014	MYLK3	141
TCP11L2_66615	TCP11L2	1347
LOC388436_71031	LOC388436	151
PIK3AP1_58074	PIK3AP1	242
N6AMT1_36489	N6AMT1	248
SEC61B_29653	SEC61B	324
TMEM125_59475	TMEM125	314
C11orf91_75375	C11orf91	242
CHPF2_40039	CHPF2	222
PLEKHG5_45476	PLEKHG5	457
SERPINC1_1291	SERPINC1	167
KIFAP3_31238	KIFAP3	359
SLC26A3_5027	SLC26A3	1309
CENPJ_43530	CENPJ	480
SLC35F5_51005	SLC35F5	298
WWP2_29985	WWP2	609
NPAS1_12758	NPAS1	458
MAP3K11_11542	MAP3K11	682
RGS8_54873	RGS8	899
TRPC4_19605	TRPC4	175
REPS2_24127	REPS2	519
CA7_2120	CA7	142
NCOA7_60322	NCOA7	656
PIGG_40839	PIGG	441
HMGB3_8488	HMGB3	49
RAVER1_58968	RAVER1	579
ZNF705E_75385	ZNF705E	574
CNTN6_35899	CNTN6	227
TOX3_36020	TOX3	702
HOOK3_53559	HOOK3	168
HRH4_46781	HRH4	55
AZGP1_1542	AZGP1	154
C1D_28082	C1D	279
PSMB7_15194	PSMB7	84
SHC2_33648	SHC2	261
ZNF503_54285	ZNF503	355
HAUS8_56489	HAUS8	137
PCDHB14_43952	PCDHB14	832
RTN1_16673	RTN1	458
NETO1_51934	NETO1	883
UBA6_42032	UBA6	883
CYP4F11_46470	CYP4F11	384
ALDH4A1_22589	ALDH4A1	224
LPIN2_25530	LPIN2	360
FOXH1_23428	FOXH1	818
PLOD1_14192	PLOD1	677
ALS2_46196	ALS2	268
FBXO34_41369	FBXO34	222
FAM64A_40036	FAM64A	170
WDR44_40146	WDR44	575
UMODL1_55092	UMODL1	207
SYBU_42888	SYBU	95
PPOX_14558	PPOX	188
Non-Targeting Control_76788	Non-Targeting Control	1418
ERBB4_5740	ERBB4	249
KRR1_30131	KRR1	71
PCDH15_48455	PCDH15	213
CERKL_70459	CERKL	425
RANBP3_22104	RANBP3	370
MLLT10_21195	MLLT10	38
NTRK2_12893	NTRK2	396
CALML4_56031	CALML4	516
SPATA22_54042	SPATA22	381
KNSTRN_55470	KNSTRN	441
TJP1_19222	TJP1	256
FDX1_6196	FDX1	319
CEBPE_3014	CEBPE	913
TAC1_18597	TAC1	403
MOGAT1_57714	MOGAT1	409
KLHL8_45855	KLHL8	172
PEX12_13689	PEX12	132
METTL5_36410	METTL5	273
LYPLA2_30723	LYPLA2	328
ASAH2B_74287	ASAH2B	393
CD86_2633	CD86	229
NCKAP5L_46269	NCKAP5L	203
VPS4B_25103	VPS4B	257
PRCC_14717	PRCC	332
ST14_18331	ST14	568
ENO3_5600	ENO3	132
SCG2_21012	SCG2	322
FSIP2_72327	FSIP2	330
CCDC182_76348	CCDC182	209
ZNF568_70379	ZNF568	135
ZNF24_20525	ZNF24	436
ITPRIP_54957	ITPRIP	916
CYLD_4330	CYLD	486
CATSPER2_57901	CATSPER2	316
CEP70_51124	CEP70	182
PGD_13797	PGD	36
FGF16_23101	FGF16	388
CSF1_4010	CSF1	197
POPDC2_47341	POPDC2	503
MFAP5_21252	MFAP5	332
FN3KRP_49590	FN3KRP	721
TIMM17B_27498	TIMM17B	201
N6AMT2_65704	N6AMT2	96
NAMPT_27119	NAMPT	342
HPS4_55108	HPS4	113
ZNF175_20753	ZNF175	501
SETDB2_52521	SETDB2	99
C2orf68_71241	C2orf68	588
ZKSCAN4_70715	ZKSCAN4	670
SNIP1_49853	SNIP1	177
ETHE1_32900	ETHE1	83
MRPS10_41804	MRPS10	186
C4orf17_52913	C4orf17	430
PTGER4_15337	PTGER4	187
HTR4_9049	HTR4	357
LYPD2_60500	LYPD2	105
PLIN2_331	PLIN2	142
PIK3IP1_57053	PIK3IP1	129
RIMBP3B_73009	RIMBP3B	104
KLHL25_47731	KLHL25	916
KCNV1_35402	KCNV1	744
MRPS34_48577	MRPS34	225
CYP27C1_69006	CYP27C1	360
G3BP1_27154	G3BP1	583
C12orf43_48227	C12orf43	293
MCHR2_53770	MCHR2	287
HIGD1C_73626	HIGD1C	335
CUEDC2_48684	CUEDC2	374
AURKAIP1_41273	AURKAIP1	292
TPD52L1_19477	TPD52L1	402
ITFG2_43560	ITFG2	194
SCUBE3_66051	SCUBE3	254
CCDC61_74922	CCDC61	200
EDDM3B_47514	EDDM3B	128
WBP2_33170	WBP2	768
RUNDC3B_62902	RUNDC3B	327
MCCC1_44588	MCCC1	519
HN1L_55656	HN1L	587
C4orf48_72354	C4orf48	170
MYOM2_24086	MYOM2	312
ADAM29_30081	ADAM29	252
ZCCHC9_53191	ZCCHC9	86
UGP2_19952	UGP2	235
TMEM251_34724	TMEM251	294
PAX4_13333	PAX4	131
LIN7B_47445	LIN7B	190
SH3BGRL2_52393	SH3BGRL2	155
MTMR4_23886	MTMR4	261
MRPL1_48345	MRPL1	244
KRT1_10308	KRT1	56
ENG_5587	ENG	284
RHBDL1_23633	RHBDL1	336
SH2D1A_10908	SH2D1A	1420
KIAA1161_45516	KIAA1161	608
GORASP2_34316	GORASP2	755
C2orf48_69966	C2orf48	331
TMEM25_54306	TMEM25	173
VSTM2L_59549	VSTM2L	409
ANO9_68734	ANO9	278
AHRR_45618	AHRR	386
PREB_27052	PREB	268
SLC12A9_44809	SLC12A9	121
QSOX2_64085	QSOX2	79
SIPA1_17387	SIPA1	395
ALS2_46198	ALS2	94
C1QTNF9B_70899	C1QTNF9B	73
PLA1A_38604	PLA1A	439
MTRNR2L10_75809	MTRNR2L10	173
VANGL2_45300	VANGL2	270
EIF2AK3_24871	EIF2AK3	1037
ALDOC_650	ALDOC	841
SLC26A8_57735	SLC26A8	321
ASTL_72814	ASTL	696
C18orf25_61767	C18orf25	152
TPM1_19495	TPM1	251
KRCC1_38475	KRCC1	460
GAD1_6808	GAD1	637
KDM7A_51440	KDM7A	649
MCTP2_43363	MCTP2	282
ZFAND2A_55568	ZFAND2A	920
GPR52_24416	GPR52	354
LRRN4_63772	LRRN4	166
MS4A1_2609	MS4A1	331
KRT34_10397	KRT34	307
APBB1_891	APBB1	170
EDEM2_43213	EDEM2	680
SLC39A6_33744	SLC39A6	287
ZNF157_20734	ZNF157	482
OPALIN_56503	OPALIN	1037
GP5_7454	GP5	250
UQCC3_75111	UQCC3	271
DBX2_72877	DBX2	232
NAGA_12175	NAGA	602
SNAP91_26329	SNAP91	847
IGFBP5_9325	IGFBP5	283
POR_14430	POR	514
ZNF415_43374	ZNF415	210
FHL5_24894	FHL5	757
GPR88_39792	GPR88	676
IQCG_53150	IQCG	300
TRIM56_51946	TRIM56	294
RAB15_70574	RAB15	695
DENND2A_35685	DENND2A	324
SIGLEC5_22950	SIGLEC5	478
PIH1D3_60675	PIH1D3	287
CMTM3_58680	CMTM3	250
PRR20B_74852	PRR20B	866
TFAP2E_68970	TFAP2E	387
GYS2_8053	GYS2	52
TMEM132A_41184	TMEM132A	846
C21orf140_76365	C21orf140	620
SRD5A3_49493	SRD5A3	531
HHIPL2_49989	HHIPL2	365
BRI3_33736	BRI3	228
FAM168B_59767	FAM168B	482
SLC25A44_25568	SLC25A44	996
GRK4_7635	GRK4	149
ZNF782_63176	ZNF782	466
GTF3C4_24501	GTF3C4	392
FREM2_69343	FREM2	339
AKAP10_30493	AKAP10	698
LRRC43_66399	LRRC43	313
SEC22A_35349	SEC22A	374
FAM20C_44746	FAM20C	1251
ELAVL2_5488	ELAVL2	586
BAALC_50208	BAALC	486
RAB3B_15652	RAB3B	350
GGNBP2_50285	GGNBP2	186
SMCHD1_32524	SMCHD1	431
FLNB_6460	FLNB	218
WDR38_72477	WDR38	160
FBLN5_28338	FBLN5	429
BTNL3_29541	BTNL3	487
PYGL_15614	PYGL	595
PKD2L2_35460	PKD2L2	313
NEU3_29271	NEU3	416
CDHR3_65990	CDHR3	131
ATP5L2_67107	ATP5L2	162
TTF2_22000	TTF2	335
FAM109A_61369	FAM109A	241
COMMD6_64186	COMMD6	340
HHIPL1_53596	HHIPL1	311
BIN2_38711	BIN2	443
GRIN3B_57762	GRIN3B	360
SH2D4A_47093	SH2D4A	387
KCNA4_9956	KCNA4	985
ANAPC10_27936	ANAPC10	571
TGIF1_19117	TGIF1	314
PMS1_14274	PMS1	262
OR1Q1_63117	OR1Q1	439
OR2L5_51576	OR2L5	569
GPX8_73404	GPX8	370
G6PC_6697	G6PC	236
TNFAIP6_19378	TNFAIP6	581
ANO8_46327	ANO8	387
IL4I1_67019	IL4I1	522
FAM227A_74138	FAM227A	46
UCK2_19983	UCK2	376
CGRRF1_28865	CGRRF1	250
ST6GALNAC6_37082	ST6GALNAC6	394
FEM1A_42610	FEM1A	414
IDE_9133	IDE	386
TTLL9_63776	TTLL9	662
SMIM3_54749	SMIM3	703
GRM8_7813	GRM8	788
CIITA_11476	CIITA	538
LGALS7B_74332	LGALS7B	490
SATB2_32428	SATB2	391
CC2D2A_45797	CC2D2A	1254
C1QB_1962	C1QB	891
HNRNPCL1_69495	HNRNPCL1	562
ZNF71_46571	ZNF71	232
ACADL_99	ACADL	347
ETHE1_32901	ETHE1	326
AGMO_72061	AGMO	393
GLP1R_7240	GLP1R	501
PXDN_20971	PXDN	468
SYT6_62006	SYT6	61
SERPINA1_13886	SERPINA1	268
ACOT2_29702	ACOT2	715
NFE4_46500	NFE4	333
RNF212B_75992	RNF212B	324
BBS7_41947	BBS7	746
COPS4_37937	COPS4	127
XYLT1_47448	XYLT1	319
TATDN3_59539	TATDN3	460
SUCNR1_44362	SUCNR1	376
FMNL1_2072	FMNL1	156
ENDOU_23377	ENDOU	314
BACE1_33335	BACE1	438
ZSCAN2_41254	ZSCAN2	260
USP10_23866	USP10	639
TTC24_63749	TTC24	43
ARPC3_26983	ARPC3	273
C9orf16_48932	C9orf16	750
PHF21A_38485	PHF21A	239
ABCB4_13838	ABCB4	432
EYS_69724	EYS	81
CDK5RAP2_43266	CDK5RAP2	788
COX14_54684	COX14	833
SLC26A4_13634	SLC26A4	564
RNF187_62202	RNF187	106
ADAM21_22876	ADAM21	487
TATDN1_52702	TATDN1	514
LCN12_68413	LCN12	418
FRMD1_50519	FRMD1	238
AGPAT9_54200	AGPAT9	405
TSSC1_19662	TSSC1	851
TXK_19770	TXK	228
NFKBIE_12554	NFKBIE	124
C16orf96_69381	C16orf96	197
C12orf75_70881	C12orf75	455
ZBTB45_54350	ZBTB45	220
SHPK_33494	SHPK	237
TGS1_56772	TGS1	291
SPATA4_60098	SPATA4	205
EMC7_44439	EMC7	304
FAM174A_69707	FAM174A	530
PEX11G_56397	PEX11G	138
USH1G_58779	USH1G	216
CFAP61_34518	CFAP61	94
KIF19_58788	KIF19	515
GP1BB_7445	GP1BB	589
SLC35E2_26384	SLC35E2	330
NDUFAF4_36397	NDUFAF4	105
SKA1_65572	SKA1	346
HEATR9_66830	HEATR9	130
MOV10L1_39957	MOV10L1	287
DAB2_4470	DAB2	537
COL4A2_3565	COL4A2	406
HLA-DQA2_8423	HLA-DQA2	455
RAB14_39012	RAB14	415
OR10J5_59342	OR10J5	47
UBR2_32393	UBR2	658
CCR10_7494	CCR10	231
SPIN4_60772	SPIN4	710
GDPD2_40789	GDPD2	469
DCHS2_40593	DCHS2	383
ZBED9_57264	ZBED9	487
LNPEP_10737	LNPEP	236
FAM24A_58064	FAM24A	564
9-Sep_29207	9-Sep	351
KLHDC7A_59413	KLHDC7A	147
FIGN_41680	FIGN	209
TMCO5A_61501	TMCO5A	86
TNFSF9_22867	TNFSF9	294
NRG4_61511	NRG4	255
PPFIA3_22257	PPFIA3	346
