sgRNA	Gene	Clip2_5_DE_GFP_low_BC17_IGO_09496_9_S9
MARVELD3_56034	MARVELD3	79
PLXNB3_14239	PLXNB3	147
BRCC3_49106	BRCC3	81
SLC22A18AS_13115	SLC22A18AS	89
CDKL2_23572	CDKL2	72
TEX14_44060	TEX14	243
FAM19A5_33794	FAM19A5	94
ADCK5_65023	ADCK5	138
HAVCR2_54313	HAVCR2	29
NXPE1_58256	NXPE1	140
MYO3B_60825	MYO3B	164
TMEM158_34052	TMEM158	178
VSIG1_69212	VSIG1	162
CCDC134_50240	CCDC134	182
PCBD1_13373	PCBD1	244
HIST1H2BE_21675	HIST1H2BE	61
SIAH2_17342	SIAH2	40
ABCG4_47462	ABCG4	70
INPP4B_23096	INPP4B	213
HSD17B8_21094	HSD17B8	157
CST6_4143	CST6	141
CFAP97_45942	CFAP97	109
FCRL5_52077	FCRL5	56
DAAM2_32959	DAAM2	49
MBNL3_43409	MBNL3	74
MAGEA6_11020	MAGEA6	145
CCDC96_66896	CCDC96	25
H1FNT_69335	H1FNT	69
SYN1_18567	SYN1	53
ABCB10_32847	ABCB10	69
NMRK2_35814	NMRK2	31
ZBTB12_65839	ZBTB12	61
ERCC3_5759	ERCC3	4
SLC2A13_57105	SLC2A13	20
SLC14A1_17635	SLC14A1	42
CSF2_4019	CSF2	116
OXSM_41262	OXSM	24
LCE1F_70073	LCE1F	12
STK25_28287	STK25	39
MCOLN3_42193	MCOLN3	26
TADA1_57884	TADA1	96
SMOC1_47350	SMOC1	186
KLHDC8A_41982	KLHDC8A	101
WFDC12_59558	WFDC12	89
EML4_36138	EML4	76
FGF3_6241	FGF3	56
SPATA12_70150	SPATA12	81
ERMP1_50455	ERMP1	58
KRBA1_53868	KRBA1	129
CHP2_47160	CHP2	76
PIK3C2A_13953	PIK3C2A	65
SLC25A47_67434	SLC25A47	68
TMEM35_46825	TMEM35	122
ADM2_50371	ADM2	143
C10orf67_66813	C10orf67	102
CDC6_2800	CDC6	112
RAMP3_27575	RAMP3	50
APLP1_936	APLP1	107
AGXT2_48240	AGXT2	32
PTGER2_15330	PTGER2	92
GIP_7135	GIP	90
AJAP1_43788	AJAP1	132
GATA4_6917	GATA4	154
NAIP_12186	NAIP	86
FAM76A_64606	FAM76A	57
MS4A12_40802	MS4A12	74
LITAF_25069	LITAF	85
NFE2_12509	NFE2	40
RIPK1_22837	RIPK1	215
ANKRD44_55876	ANKRD44	17
S100A8_16744	S100A8	59
TAF6L_28725	TAF6L	209
GPC1_7461	GPC1	104
PRL_14963	PRL	19
NLRP7_64565	NLRP7	92
SLC20A1_17678	SLC20A1	114
ABCC9_26875	ABCC9	22
ZNF560_61849	ZNF560	54
FAM192A_50592	FAM192A	70
Non-Targeting Control_76730	Non-Targeting Control	429
CHDH_42417	CHDH	73
MAN1C1_45084	MAN1C1	76
RAB34_52559	RAB34	46
SETD1B_31631	SETD1B	37
PCDHA6_44032	PCDHA6	310
Non-Targeting Control_77154	Non-Targeting Control	325
PCNXL4_47794	PCNXL4	43
IL36RN_35127	IL36RN	56
GXYLT1_67385	GXYLT1	199
BICC1_50713	BICC1	72
Non-Targeting Control_76756	Non-Targeting Control	222
GSTCD_50002	GSTCD	63
SYNPR_60039	SYNPR	56
PANK4_42012	PANK4	13
CNTN5_39710	CNTN5	80
BTNL3_29539	BTNL3	164
KATNAL2_52157	KATNAL2	32
Non-Targeting Control_76801	Non-Targeting Control	584
Non-Targeting Control_76811	Non-Targeting Control	211
KCNJ18_75494	KCNJ18	258
INO80C_58937	INO80C	134
KBTBD6_55224	KBTBD6	94
MFAP3_11402	MFAP3	71
B3GALT6_59230	B3GALT6	280
LIMS3L_75695	LIMS3L	29
EXOSC3_37520	EXOSC3	170
CRYBB3_3966	CRYBB3	46
Non-Targeting Control_77179	Non-Targeting Control	272
RALYL_60544	RALYL	40
Non-Targeting Control_76774	Non-Targeting Control	248
DCST2_59381	DCST2	39
OR6B2_71269	OR6B2	78
C17orf77_61646	C17orf77	61
ADAMTS2_25045	ADAMTS2	107
FNDC3A_31027	FNDC3A	70
CDC42EP5_61967	CDC42EP5	169
ALDH1L1_29289	ALDH1L1	81
DMC1_30255	DMC1	155
SERPINB10_13919	SERPINB10	132
DNAAF1_58664	DNAAF1	48
Non-Targeting Control_76718	Non-Targeting Control	373
ZNF585A_64563	ZNF585A	50
NEIL1_49554	NEIL1	74
SSR1_18260	SSR1	34
TEX14_44059	TEX14	116
NUCB2_12931	NUCB2	27
TFF1_19048	TFF1	212
SCN9A_16914	SCN9A	169
EPHB4_5682	EPHB4	138
RGPD1_72323	RGPD1	42
TRPA1_23538	TRPA1	110
BLID_72786	BLID	121
TP53INP1_56751	TP53INP1	65
ECSIT_38398	ECSIT	73
BRWD1_39724	BRWD1	99
COL28A1_69132	COL28A1	107
RIN1_25354	RIN1	30
CNDP2_43235	CNDP2	51
Non-Targeting Control_76892	Non-Targeting Control	121
LMAN1_10701	LMAN1	53
STS_1202	STS	167
CTSW_4278	CTSW	44
Non-Targeting Control_76885	Non-Targeting Control	238
TOPORS_27367	TOPORS	119
NMS_59699	NMS	78
GLP2R_24533	GLP2R	166
RCSD1_56160	RCSD1	109
SNX33_66907	SNX33	32
BCL7A_1658	BCL7A	75
TCAF1_25835	TCAF1	1
ACD_48371	ACD	78
OR6C75_71759	OR6C75	14
SLAIN2_46000	SLAIN2	113
XYLB_26515	XYLB	207
WTIP_59140	WTIP	129
C1orf168_64610	C1orf168	189
C20orf24_43802	C20orf24	20
GALNT8_34964	GALNT8	234
C11orf30_44667	C11orf30	87
MIIP_46983	MIIP	44
TRIM77_71713	TRIM77	37
PSPH_15293	PSPH	248
ZNF831_59580	ZNF831	36
PTPN9_15438	PTPN9	163
PLA2G4D_67485	PLA2G4D	32
SPINT1_18073	SPINT1	70
IKBKB_9370	IKBKB	57
RGS9_22971	RGS9	71
AES_476	AES	95
A4GNT_37957	A4GNT	75
CTRL_4236	CTRL	52
SRRM4_53761	SRRM4	84
CLEC14A_63402	CLEC14A	75
USP40_42016	USP40	88
LPIN3_48232	LPIN3	55
TLR10_51914	TLR10	18
TOR1B_36101	TOR1B	44
Non-Targeting Control_76444	Non-Targeting Control	383
USP12_65212	USP12	192
HMGB4_59370	HMGB4	112
SHBG_17302	SHBG	38
PCSK5_13460	PCSK5	74
DENND1C_50465	DENND1C	139
LMX1A_10731	LMX1A	76
SP1_18009	SP1	252
Non-Targeting Control_76443	Non-Targeting Control	317
Non-Targeting Control_77003	Non-Targeting Control	229
CEBPD_3010	CEBPD	123
TTPAL_49102	TTPAL	63
SLC30A1_20887	SLC30A1	74
MINA_54295	MINA	125
CCDC107_65084	CCDC107	71
MTRNR2L8_75799	MTRNR2L8	316
DBI_4545	DBI	53
C10orf25_65641	C10orf25	47
SMCP_11261	SMCP	147
CDH19_36185	CDH19	6
SP6_51119	SP6	59
KLK13_34529	KLK13	139
HSPB7_35640	HSPB7	57
FOXN1_21993	FOXN1	54
CDHR1_56149	CDHR1	89
IDE_9133	IDE	28
URAD_74113	URAD	145
OR4C46_58191	OR4C46	153
FGFR2_6304	FGFR2	69
C6orf226_73057	C6orf226	54
CLIP1_16667	CLIP1	133
ATP6V1G1_25181	ATP6V1G1	9
PEF1_73555	PEF1	72
C2CD2_34215	C2CD2	66
IZUMO4_56941	IZUMO4	93
IL13RA1_9514	IL13RA1	36
EFCAB9_68202	EFCAB9	67
AFAP1_46828	AFAP1	19
TMEM60_54746	TMEM60	22
TOP2B_19445	TOP2B	96
DRAM2_59502	DRAM2	35
RXRB_16686	RXRB	20
ARG1_1098	ARG1	56
TNN_47146	TNN	157
RNASE7_53956	RNASE7	107
UQCR10_36623	UQCR10	65
ASCL5_74189	ASCL5	84
DSPP_5110	DSPP	63
Non-Targeting Control_76969	Non-Targeting Control	307
SLAIN2_46002	SLAIN2	50
LCE5A_66525	LCE5A	233
ZNF91_20636	ZNF91	115
OR11G2_71790	OR11G2	98
CYS1_64340	CYS1	159
MORF4L2_25460	MORF4L2	103
C17orf112_75910	C17orf112	89
SLC28A1_24047	SLC28A1	181
PDZK1_13644	PDZK1	104
MUC7_11925	MUC7	53
CTSO_4271	CTSO	171
CPE_3786	CPE	83
INPP4A_9628	INPP4A	76
SERINC4_73633	SERINC4	64
ACTL7B_29414	ACTL7B	122
SRRM5_75534	SRRM5	31
NRCAM_12841	NRCAM	166
TCEAL6_63255	TCEAL6	171
Non-Targeting Control_77400	Non-Targeting Control	302
LZIC_53496	LZIC	137
PRLH_37629	PRLH	165
HERC1_23413	HERC1	182
RPL35_30522	RPL35	10
ALDH6A1_11646	ALDH6A1	74
IL6_9434	IL6	52
TSPYL1_19658	TSPYL1	101
SLC7A7_23721	SLC7A7	93
ARNT_1173	ARNT	45
BDP1_43470	BDP1	65
PPP2R2B_14627	PPP2R2B	131
ENHO_70539	ENHO	77
BTG3_29644	BTG3	30
CASKIN2_45693	CASKIN2	36
B3GALNT1_22737	B3GALNT1	89
GPR150_68222	GPR150	62
PABPC5_61063	PABPC5	218
STX6_27436	STX6	97
TEX14_44061	TEX14	90
ADAM12_21220	ADAM12	96
E2F4_5215	E2F4	70
C18orf42_73695	C18orf42	183
C2orf68_71241	C2orf68	127
TPH1_19487	TPH1	28
ANKRD62_69423	ANKRD62	67
GDF7_62506	GDF7	66
TRIM7_51894	TRIM7	63
LPGAT1_26460	LPGAT1	92
GPR119_60754	GPR119	58
LRRC36_42189	LRRC36	45
CCDC81_46922	CCDC81	69
ZYG11A_72980	ZYG11A	74
TUBD1_38042	TUBD1	95
CCDC176_50739	CCDC176	49
LLGL2_10690	LLGL2	49
PPT1_14693	PPT1	135
NT5C3A_38249	NT5C3A	64
PLET1_70018	PLET1	47
OR2H1_35275	OR2H1	42
PRR5_42803	PRR5	103
OR2B2_51880	OR2B2	157
ISM2_61438	ISM2	120
SMEK1_42997	SMEK1	22
ZNF814_75032	ZNF814	165
MLLT10_21194	MLLT10	41
CT45A2_74803	CT45A2	164
DBR1_38009	DBR1	34
KLF10_19181	KLF10	97
RB1CC1_26086	RB1CC1	24
WDR13_47922	WDR13	89
Non-Targeting Control_77136	Non-Targeting Control	344
4-Sep_14322	4-Sep	122
HOXA13_8673	HOXA13	43
PPP4R4_46325	PPP4R4	89
H2BFM_68455	H2BFM	225
LIMS3_56765	LIMS3	64
SLC16A11_63539	SLC16A11	52
SEMA4D_28320	SEMA4D	21
PCDHA11_44016	PCDHA11	104
PPCDC_46903	PPCDC	10
SLC26A11_67663	SLC26A11	48
CCKAR_2466	CCKAR	108
KRTAP21-3_75664	KRTAP21-3	82
PLCXD1_42401	PLCXD1	72
ALOX15_677	ALOX15	58
OAZ2_12983	OAZ2	60
ACAD9_36271	ACAD9	54
NBPF11_64641	NBPF11	99
TRADD_22769	TRADD	179
KRTAP4-3_54767	KRTAP4-3	313
LARP1B_41670	LARP1B	54
GRASP_63356	GRASP	113
LRRC8E_50753	LRRC8E	104
ABHD17B_37818	ABHD17B	84
ZCCHC14_31965	ZCCHC14	76
ST5_18324	ST5	30
IFT27_29872	IFT27	44
FOXO4_11572	FOXO4	53
Non-Targeting Control_76999	Non-Targeting Control	276
CDPF1_62339	CDPF1	159
PPP6R2_25668	PPP6R2	36
APEH_912	APEH	69
PTCHD1_60706	PTCHD1	95
TIGD2_63915	TIGD2	33
SOCS6_24430	SOCS6	34
FSHR_6602	FSHR	15
MTX1_11901	MTX1	14
SLC1A7_17453	SLC1A7	103
TBRG4_24271	TBRG4	73
DCAF12L2_69223	DCAF12L2	116
TRIM65_64876	TRIM65	19
ETV6_5868	ETV6	190
PRSS27_52607	PRSS27	43
PEF1_73556	PEF1	149
MRE11A_11739	MRE11A	26
PIK3C3_13965	PIK3C3	55
SYTL5_56715	SYTL5	114
MPP4_46702	MPP4	25
SH3KBP1_37043	SH3KBP1	99
GLTP_38186	GLTP	103
Non-Targeting Control_76698	Non-Targeting Control	297
ZNF7_20468	ZNF7	120
Non-Targeting Control_76478	Non-Targeting Control	522
SRPRB_46531	SRPRB	23
SDC2_17066	SDC2	66
Non-Targeting Control_77392	Non-Targeting Control	534
TES_34638	TES	52
GLS_7255	GLS	10
TBX21_37035	TBX21	141
IGSF8_56470	IGSF8	122
AZI2_47657	AZI2	76
SOX11_18000	SOX11	62
KIAA2022_69200	KIAA2022	142
MGST3_11472	MGST3	87
PDE1C_13497	PDE1C	73
TAS2R5_39896	TAS2R5	34
PHF12_46125	PHF12	103
LCN9_72041	LCN9	54
PSKH1_15140	PSKH1	60
UBOX5_31123	UBOX5	114
CNPY4_66114	CNPY4	37
MFF_44672	MFF	107
CT47A8_74543	CT47A8	81
SETD9_60146	SETD9	25
FAM155B_35598	FAM155B	94
Non-Targeting Control_76454	Non-Targeting Control	220
GLCCI1_56981	GLCCI1	48
NLRP2_42932	NLRP2	59
PAPD4_63942	PAPD4	14
CCL24_17035	CCL24	128
ZNF860_69630	ZNF860	271
TBC1D19_42241	TBC1D19	92
RCC2_43745	RCC2	47
ICA1_9090	ICA1	32
AGRP_508	AGRP	63
C1GALT1C1L_74787	C1GALT1C1L	97
PEX1_13676	PEX1	28
ZNF141_20692	ZNF141	96
PKP1_14062	PKP1	114
OPTN_27109	OPTN	68
CDH17_2891	CDH17	143
METAP1D_66391	METAP1D	29
GNAS_7330	GNAS	61
OR52L1_68796	OR52L1	50
MMP7_11599	MMP7	32
CD1C_2539	CD1C	13
Non-Targeting Control_76921	Non-Targeting Control	346
Non-Targeting Control_76537	Non-Targeting Control	288
CCL13_16992	CCL13	88
PCMTD2_42084	PCMTD2	133
GSTK1_70232	GSTK1	79
TCHP_53251	TCHP	152
TM4SF4_19308	TM4SF4	44
NSG1_35483	NSG1	58
AGO4_64345	AGO4	71
TM4SF19_57687	TM4SF19	103
BHLHE40_22300	BHLHE40	268
LY86_24865	LY86	223
ARL6IP5_28450	ARL6IP5	114
NIPAL2_50029	NIPAL2	56
SMAD1_10955	SMAD1	110
YAF2_27129	YAF2	173
CCBE1_61772	CCBE1	65
PPARD_14494	PPARD	190
KMT2C_46628	KMT2C	145
PHOSPHO2-KLHL23_76048	PHOSPHO2-KLHL23	65
KRT37_22685	KRT37	124
SETBP1_34425	SETBP1	99
EDC4_33399	EDC4	15
ZNF711_20461	ZNF711	133
FAM198B_38468	FAM198B	107
VAV2_20093	VAV2	126
TBX6_18774	TBX6	96
AP3B2_21316	AP3B2	65
PTGFR_15344	PTGFR	90
TRIP12_24474	TRIP12	100
CSH2_4044	CSH2	30
SLC16A1_17646	SLC16A1	86
ACP2_162	ACP2	43
FOXA3_8550	FOXA3	23
RGL3_45095	RGL3	40
NOL4_22765	NOL4	22
IL17RE_60015	IL17RE	22
KIF26B_41515	KIF26B	72
NTM_37443	NTM	48
VRK1_20190	VRK1	60
SLC4A11_52722	SLC4A11	161
IFNA6_9218	IFNA6	14
CSNK1G2_4077	CSNK1G2	125
NOX4_37219	NOX4	103
NFIB_12524	NFIB	305
MOB2_51624	MOB2	90
MPC1_39248	MPC1	12
DEFB134_73619	DEFB134	69
AP2A1_450	AP2A1	169
NLRX1_49583	NLRX1	149
DOPEY2_26629	DOPEY2	51
FASTKD2_31048	FASTKD2	61
CHEK2_30462	CHEK2	288
PANK3_49500	PANK3	55
SYNJ2BP-COX16_76130	SYNJ2BP-COX16	124
CYSRT1_70567	CYSRT1	70
DENND4A_27548	DENND4A	70
OCSTAMP_59565	OCSTAMP	165
VRK2_20196	VRK2	12
ARR3_1182	ARR3	202
TGIF2LX_55392	TGIF2LX	189
RASL10B_55907	RASL10B	130
PTN_15405	PTN	63
HSFX2_75253	HSFX2	140
E2F2_5205	E2F2	50
ZG16_74410	ZG16	14
EDAR_29525	EDAR	100
SYCE1_56515	SYCE1	188
ADAT1_33088	ADAT1	60
FCGR3B_6166	FCGR3B	206
ACAA2_28114	ACAA2	51
GRIA1_7708	GRIA1	67
POU5F1B_14478	POU5F1B	27
IQCF6_73035	IQCF6	4
HAGH_8152	HAGH	69
AP1S2_23362	AP1S2	34
MTF2_30912	MTF2	254
DDIT4_40194	DDIT4	127
WISP1_23164	WISP1	115
PI4KB_14001	PI4KB	57
SFTPB_17227	SFTPB	69
PRDM2_20926	PRDM2	69
IRGQ_59098	IRGQ	107
LRRTM2_34432	LRRTM2	157
CDC14A_22306	CDC14A	17
OAS1_12960	OAS1	70
CTSD_4241	CTSD	51
ZNF611_51982	ZNF611	93
CEACAM20_58964	CEACAM20	138
TMEM245_33496	TMEM245	83
ASMT_1264	ASMT	47
MED13L_32663	MED13L	34
SEMA3D_66096	SEMA3D	49
MAGEA11_11035	MAGEA11	45
SIGLEC8_35765	SIGLEC8	113
HUS1B_60358	HUS1B	61
PPM1L_62549	PPM1L	54
ALG5_36680	ALG5	33
FKBP2_6353	FKBP2	28
WASL_23517	WASL	26
ARL10_68214	ARL10	107
RHOXF1_63225	RHOXF1	61
HP_8787	HP	47
SOCS7_37130	SOCS7	35
TRAM1_32894	TRAM1	19
C11orf54_36253	C11orf54	90
ANKAR_62386	ANKAR	133
LOC100505549_75826	LOC100505549	169
ABHD16B_60917	ABHD16B	46
C20orf173_61040	C20orf173	78
RNASE3_16181	RNASE3	112
LOC101927844_76355	LOC101927844	58
NUFIP2_45748	NUFIP2	49
S100B_16765	S100B	19
ST14_18332	ST14	103
SOS1_17961	SOS1	22
PACSIN1_36999	PACSIN1	83
SAT2_56801	SAT2	106
PSMD10_15270	PSMD10	197
RAPSN_15827	RAPSN	111
DCBLD1_68277	DCBLD1	92
PFN3_69681	PFN3	60
RGS20_22404	RGS20	50
PCNX_31392	PCNX	30
OR10C1_73247	OR10C1	65
TEX22_74199	TEX22	98
MYL1_12061	MYL1	101
OR10A2_69300	OR10A2	92
MRO_52579	MRO	28
GTF2IRD2_53026	GTF2IRD2	77
CLASP1_32484	CLASP1	208
HSD11B1_8880	HSD11B1	44
CEP83_37926	CEP83	96
ODF3L2_67881	ODF3L2	22
GRIA3_7715	GRIA3	59
CXorf23_66789	CXorf23	209
HEPH_26157	HEPH	117
TGFBR2_19111	TGFBR2	56
GAA_6720	GAA	47
CHST12_42545	CHST12	95
FNBP4_32571	FNBP4	50
IPO4_49707	IPO4	89
NR1I2_23209	NR1I2	134
PPP1R3B_49549	PPP1R3B	66
SLC16A14_62511	SLC16A14	75
14-Sep_69733	14-Sep	82
UGT2A1_29607	UGT2A1	103
SLC5A2_17497	SLC5A2	59
NFKBID_54210	NFKBID	46
PHF19_34656	PHF19	67
NGB_46494	NGB	77
ABLIM3_31115	ABLIM3	81
PCED1B_55872	PCED1B	45
ORMDL1_56687	ORMDL1	89
GAGE2B_73981	GAGE2B	72
STK31_44090	STK31	100
LILRA4_33125	LILRA4	110
TMPRSS13_52770	TMPRSS13	119
CCDC167_62899	CCDC167	46
PEPD_13661	PEPD	45
INSRR_9666	INSRR	147
ENTHD1_62310	ENTHD1	89
CETN3_3060	CETN3	230
DUSP5_5157	DUSP5	94
FKBP7_39253	FKBP7	244
ACAD9_36273	ACAD9	29
FIBCD1_54511	FIBCD1	24
B3GNT7_56411	B3GNT7	132
NRP2_23118	NRP2	4
PAGE2_65127	PAGE2	198
JPH3_45372	JPH3	100
IL3_9412	IL3	214
TMEM88_56135	TMEM88	65
GBX2_6957	GBX2	96
XIRP1_63861	XIRP1	164
CDH17_2892	CDH17	154
Non-Targeting Control_77071	Non-Targeting Control	532
CAST_2319	CAST	127
TCF24_75225	TCF24	56
HCAR2_68738	HCAR2	153
SYK_18563	SYK	101
SNX10_36700	SNX10	29
ORMDL3_56692	ORMDL3	27
CYP1B1_4342	CYP1B1	42
MUSK_11935	MUSK	93
HSPA4_8940	HSPA4	70
EIF4ENIF1_44266	EIF4ENIF1	25
CYBB_4314	CYBB	117
ASB11_60796	ASB11	93
PDCL3_48760	PDCL3	88
ZNF221_20623	ZNF221	51
LHB_10624	LHB	122
CD1A_2529	CD1A	159
EPC2_34610	EPC2	32
SERPINB4_16859	SERPINB4	176
ATP13A4_53188	ATP13A4	31
EPHB2_5674	EPHB2	47
C2CD4D_75552	C2CD4D	18
PAX7_13347	PAX7	51
LAIR2_10456	LAIR2	36
NKX2-3_63285	NKX2-3	103
AGO2_35720	AGO2	57
NDUFA3_12275	NDUFA3	71
SLC9A6_28228	SLC9A6	121
HIST1H2BK_54756	HIST1H2BK	287
TBRG1_54410	TBRG1	53
ST6GALNAC3_66770	ST6GALNAC3	50
OMG_13031	OMG	30
ZSCAN31_47610	ZSCAN31	26
FAM71F2_69761	FAM71F2	149
OSBPL11_57322	OSBPL11	80
DOCK5_50573	DOCK5	109
PNMA1_24273	PNMA1	71
E2F2_5207	E2F2	90
AKAP10_30493	AKAP10	96
UCHL1_19903	UCHL1	87
SCP2D1_61026	SCP2D1	86
FGF13_6281	FGF13	109
SMARCA2_17741	SMARCA2	42
DOCK8_51883	DOCK8	61
KRTAP12-3_70693	KRTAP12-3	165
B3GAT1_35536	B3GAT1	216
PP2D1_62544	PP2D1	57
CSPG4_4106	CSPG4	43
DFFA_4713	DFFA	79
FAM120A_32040	FAM120A	50
TAPT1_64967	TAPT1	66
NUDT7_67540	NUDT7	102
NPFFR1_47383	NPFFR1	153
SH3RF1_46074	SH3RF1	68
EFNB1_5356	EFNB1	200
METTL21A_62453	METTL21A	106
FAM159A_69950	FAM159A	67
TMEM139_60386	TMEM139	178
PUS1_51132	PUS1	193
PA2G4_13221	PA2G4	48
C12orf60_61357	C12orf60	41
ACSBG2_51797	ACSBG2	41
CFHR3_29405	CFHR3	156
ZDHHC18_53197	ZDHHC18	12
KRTAP6-2_68637	KRTAP6-2	92
LCE1B_70060	LCE1B	127
COL5A3_37230	COL5A3	137
SIAE_39892	SIAE	72
APOL3_51421	APOL3	225
KCNU1_63073	KCNU1	48
HMX2_8540	HMX2	81
ZNRD1_37118	ZNRD1	54
EXOC3L4_56019	EXOC3L4	86
SNAI3_68591	SNAI3	80
PELI2_45168	PELI2	25
ZNF592_25452	ZNF592	43
SENP2_46791	SENP2	31
CLVS1_63066	CLVS1	30
ADAMTS7_30370	ADAMTS7	69
METTL20_66385	METTL20	63
RNF165_73437	RNF165	25
MAZ_11172	MAZ	177
ADGRA1_53583	ADGRA1	18
OR2M3_59278	OR2M3	59
PSG3_15110	PSG3	39
SBF1_16831	SBF1	9
ZIM3_57078	ZIM3	135
PLA2G4D_67488	PLA2G4D	103
HMG20B_27851	HMG20B	94
COMMD9_36468	COMMD9	76
OR2K2_34834	OR2K2	193
ANO3_47261	ANO3	35
H2BFM_68456	H2BFM	165
CAMSAP3_46157	CAMSAP3	31
VAMP4_22647	VAMP4	64
STON2_54922	STON2	51
TLN2_52343	TLN2	34
OR5V1_51876	OR5V1	28
CCDC43_58826	CCDC43	51
VMO1_67591	VMO1	55
EYA1_5919	EYA1	216
ZSCAN10_54383	ZSCAN10	14
SMIM1_71104	SMIM1	34
DZIP1_31068	DZIP1	21
TRPC5OS_75762	TRPC5OS	39
ZNF484_52464	ZNF484	108
NECAB1_47489	NECAB1	41
PRLHR_7526	PRLHR	67
MYL6B_60819	MYL6B	44
UBN2_66395	UBN2	121
VAX1_29885	VAX1	72
KRT78_64389	KRT78	69
ACTR6_47795	ACTR6	125
CLDN34_75706	CLDN34	95
TROVE2_18242	TROVE2	56
OSTF1_35187	OSTF1	123
ADAMTSL5_68927	ADAMTSL5	27
LMLN_55111	LMLN	42
RPL22L1_64792	RPL22L1	124
SSX4B_73519	SSX4B	64
GRK7_59997	GRK7	33
MC1R_11196	MC1R	63
FZR1_38563	FZR1	30
HEPN1_73668	HEPN1	120
ZNF74_20593	ZNF74	155
CLDN34_75704	CLDN34	141
RRAGA_28873	RRAGA	61
EI24_25151	EI24	106
CNNM2_40613	CNNM2	56
HDAC5_26735	HDAC5	121
MXD3_52144	MXD3	39
TTC9_32985	TTC9	52
CST5_4140	CST5	16
CRTC3_48052	CRTC3	39
KCTD7_62941	KCTD7	121
GSX2_64230	GSX2	93
PADI4_33204	PADI4	53
HMG20B_27850	HMG20B	87
PTPN18_35024	PTPN18	157
ADIPOR2_49364	ADIPOR2	100
GTPBP3_54083	GTPBP3	140
EPN3_41407	EPN3	100
Non-Targeting Control_77092	Non-Targeting Control	256
GAPT_64989	GAPT	56
MIEF2_58922	MIEF2	108
DHRS4L1_74745	DHRS4L1	100
UNCX_69127	UNCX	189
DNAAF5_40995	DNAAF5	88
P2RY12_48114	P2RY12	42
SCRN1_26031	SCRN1	12
CPD_3782	CPD	73
NPHP4_67054	NPHP4	82
PNPO_41769	PNPO	196
PDCD1_13487	PDCD1	117
DR1_5023	DR1	26
LRP10_34365	LRP10	188
ZNF841_67810	ZNF841	50
ADGRB1_1572	ADGRB1	83
SCUBE3_66050	SCUBE3	54
CMBL_60221	CMBL	57
ABHD17C_46563	ABHD17C	120
1-Mar_47965	1-Mar	136
KLHL3_34838	KLHL3	220
ATP6V1G2_1479	ATP6V1G2	100
PCDH8_13407	PCDH8	106
NOS3_12705	NOS3	71
OLA1_36619	OLA1	89
GALNT6_30524	GALNT6	18
HIST1H2AE_8106	HIST1H2AE	56
LRRC25_59132	LRRC25	45
ZNF662_71276	ZNF662	109
SCLT1_60055	SCLT1	24
Non-Targeting Control_77068	Non-Targeting Control	418
NUDT16_59989	NUDT16	69
SLC27A5_29796	SLC27A5	38
GSTZ1_7915	GSTZ1	126
SNX1_17918	SNX1	11
KCND3_10001	KCND3	50
CYP2C18_4378	CYP2C18	171
DPPA4_41943	DPPA4	117
TRIT1_40609	TRIT1	65
GPR108_44608	GPR108	127
Non-Targeting Control_76979	Non-Targeting Control	370
MYCBP2_31661	MYCBP2	32
PCDHA7_44030	PCDHA7	69
CBLC_33345	CBLC	128
GPR4_7504	GPR4	71
VRK3_38192	VRK3	95
HYAL1_9076	HYAL1	63
RXRA_16683	RXRA	104
LYRM9_64852	LYRM9	136
REV3L_16026	REV3L	65
CT45A6_73498	CT45A6	106
GTPBP2_40394	GTPBP2	64
FAM50B_34819	FAM50B	85
PLXDC2_54411	PLXDC2	59
MAGEL2_40226	MAGEL2	121
SFT2D2_70425	SFT2D2	36
ZNF844_67828	ZNF844	119
MIIP_46986	MIIP	46
PRRT4_72425	PRRT4	191
MBNL3_43407	MBNL3	50
HILPDA_36792	HILPDA	93
FRK_6579	FRK	75
DUSP27_56155	DUSP27	97
ARID3B_28695	ARID3B	54
FBN1_6109	FBN1	69
EFNA4_5345	EFNA4	12
DTX2_57075	DTX2	62
IMPAD1_41024	IMPAD1	37
CLDN19_62172	CLDN19	55
TMEM168_47749	TMEM168	71
RBBP9_29038	RBBP9	244
TRIP10_24482	TRIP10	55
PRSS33_67036	PRSS33	72
PLSCR3_44891	PLSCR3	44
C1QA_1959	C1QA	219
KLHL2_30673	KLHL2	128
MGA_32294	MGA	4
KCNH5_35658	KCNH5	142
Non-Targeting Control_77199	Non-Targeting Control	359
PIGT_39123	PIGT	33
SLC16A4_23928	SLC16A4	192
Non-Targeting Control_77014	Non-Targeting Control	163
CNRIP1_34109	CNRIP1	63
ZNF99_20640	ZNF99	11
Non-Targeting Control_76739	Non-Targeting Control	182
Non-Targeting Control_76799	Non-Targeting Control	235
MTERF3_37488	MTERF3	195
GMIP_38379	GMIP	14
CD180_10890	CD180	31
SAMD14_64845	SAMD14	68
RSF1_39475	RSF1	86
LRRC3B_57652	LRRC3B	19
SAA4_16783	SAA4	99
RPUSD4_54358	RPUSD4	56
CLPTM1L_51505	CLPTM1L	136
GBX2_6959	GBX2	111
C14orf159_50607	C14orf159	79
C1QC_1965	C1QC	436
CLCC1_31896	CLCC1	36
ADH6_354	ADH6	90
ANKRD33_69323	ANKRD33	32
MIA2_57893	MIA2	171
DGCR6_21413	DGCR6	71
SMARCB1_17753	SMARCB1	68
