sgRNA	Gene	Clip2_5_DE_GFP_low_BC18_IGO_09496_10_S10
CROCC_25647	CROCC	30
PUS7L_52118	PUS7L	83
ARID4B_39412	ARID4B	27
ARHGAP26_31704	ARHGAP26	30
MSH6_7917	MSH6	14
C9orf9_30089	C9orf9	4
CAPN7_32895	CAPN7	49
COX6B2_58981	COX6B2	59
TMEM8B_39438	TMEM8B	26
TREH_30398	TREH	12
BAGE2_54803	BAGE2	30
MOB3A_59112	MOB3A	11
CT45A1_73500	CT45A1	47
SETD2_36387	SETD2	13
MAN1A1_11069	MAN1A1	19
CSTB_4150	CSTB	15
MMP26_44276	MMP26	32
SPNS3_64887	SPNS3	32
C17orf47_67625	C17orf47	13
PAGE4_25034	PAGE4	29
TARBP2_18715	TARBP2	13
FGGY_42168	FGGY	12
PCGF2_20703	PCGF2	2
SAE1_26853	SAE1	4
KSR2_67376	KSR2	19
CDK5_2910	CDK5	25
AMPH_751	AMPH	16
OR2H1_35276	OR2H1	45
GLT8D2_52151	GLT8D2	8
TGM2_19127	TGM2	26
KDM2A_31398	KDM2A	19
PPP1R3D_14590	PPP1R3D	31
HIST1H1C_8085	HIST1H1C	13
DIRAS3_23785	DIRAS3	4
SHOC2_21214	SHOC2	16
CLEC11A_16865	CLEC11A	19
PLCB1_32182	PLCB1	30
AUTS2_34464	AUTS2	15
YME1L1_29004	YME1L1	35
DCUN1D4_31857	DCUN1D4	15
PBX2_13361	PBX2	11
FAHD2A_37525	FAHD2A	8
FBXO30_52898	FBXO30	21
CD14_2604	CD14	37
BTBD7_43164	BTBD7	32
SRP9_18198	SRP9	8
ARHGEF12_32587	ARHGEF12	28
MMP16_11633	MMP16	49
TSGA10_51233	TSGA10	42
ATP5S_35590	ATP5S	10
POLR3D_1817	POLR3D	19
KIF4A_33593	KIF4A	10
ATP1A4_1347	ATP1A4	24
IFI44_28494	IFI44	16
RPL7_16320	RPL7	11
GADL1_69049	GADL1	34
CLDN16_28913	CLDN16	11
USP35_45838	USP35	18
ANAPC13_33893	ANAPC13	13
KIF5B_10167	KIF5B	2
OVOL1_13153	OVOL1	24
TRPC7_45018	TRPC7	11
EIF3E_9671	EIF3E	21
TRAPPC13_50578	TRAPPC13	11
WDR18_45456	WDR18	5
ZNF419_49822	ZNF419	44
EMC4_38206	EMC4	32
PYY_15201	PYY	37
IL17F_56842	IL17F	35
RNASE13_72898	RNASE13	19
FGFBP2_52618	FGFBP2	20
PLD1_14137	PLD1	4
TJAP1_56574	TJAP1	29
CASC1_42117	CASC1	18
MMP13_11621	MMP13	21
LTA_10832	LTA	40
PHGDH_34782	PHGDH	18
APOL5_51413	APOL5	30
APOL2_33573	APOL2	30
FBXO31_49952	FBXO31	18
CFAP61_34518	CFAP61	7
ANKRD60_60941	ANKRD60	31
KRTAP8-1_68612	KRTAP8-1	24
DCDC2C_74737	DCDC2C	33
SETDB1_26249	SETDB1	15
HKDC1_50893	HKDC1	25
E2F8_49785	E2F8	12
C1orf141_72271	C1orf141	32
GHRH_7117	GHRH	50
IL9R_9471	IL9R	9
ESYT3_52514	ESYT3	14
NFE2L3_25336	NFE2L3	25
UCP2_19922	UCP2	61
WDR74_40371	WDR74	2
RNF138_38780	RNF138	16
ARID1A_21516	ARID1A	20
COA7_48488	COA7	26
RPL27A_16401	RPL27A	4
FKBP10_47013	FKBP10	26
NUDT12_52255	NUDT12	21
FRAT2_32703	FRAT2	28
BAD_1562	BAD	28
SLC2A14_61292	SLC2A14	35
LCMT2_26134	LCMT2	27
TNNC1_19389	TNNC1	35
RNF113B_60787	RNF113B	29
MRAS_30890	MRAS	9
SLC35E2_26382	SLC35E2	18
VPS16_47861	VPS16	14
SOGA1_60931	SOGA1	18
ASPH_1280	ASPH	23
ENC1_22140	ENC1	23
IL36A_35756	IL36A	8
SLC6A2_17523	SLC6A2	7
CBX3_30798	CBX3	5
CRAMP1L_45932	CRAMP1L	18
INO80E_67534	INO80E	7
TRPC3_19602	TRPC3	22
9-Mar_56402	9-Mar	22
LIPC_10679	LIPC	32
POU3F1_14449	POU3F1	13
DLX1_4823	DLX1	11
HIPK1_65150	HIPK1	17
PARVG_47364	PARVG	61
TMCC3_45501	TMCC3	13
SLC26A5_70524	SLC26A5	33
FCF1_37715	FCF1	8
EIF3G_22617	EIF3G	10
ATG4D_54658	ATG4D	39
SH3GLB1_37800	SH3GLB1	17
TMCO5A_61504	TMCO5A	12
SETD5_41938	SETD5	36
SPATA12_70151	SPATA12	16
SERF1A_21530	SERF1A	24
CXorf66_69833	CXorf66	19
LRRC14B_71343	LRRC14B	17
GSG2_52671	GSG2	16
CNTLN_40853	CNTLN	22
C1QTNF3_57333	C1QTNF3	22
MUC17_60790	MUC17	13
RNF213_46186	RNF213	18
FAM71E1_56830	FAM71E1	66
TOR1AIP1_34547	TOR1AIP1	70
C7orf43_42124	C7orf43	4
HIST3H2A_56363	HIST3H2A	53
TNFRSF9_9533	TNFRSF9	44
KIAA1467_46019	KIAA1467	20
BTBD6_55317	BTBD6	22
ALS2_46197	ALS2	16
KRR1_30133	KRR1	4
HSPA9_8956	HSPA9	1
SDHAF3_44824	SDHAF3	32
DHODH_4752	DHODH	12
PRSS55_65037	PRSS55	20
LRRC74A_61435	LRRC74A	22
MAP4K2_15675	MAP4K2	42
NCS1_32743	NCS1	13
PCK2_13423	PCK2	8
BEND7_65996	BEND7	28
MT4_53809	MT4	26
COX17_26886	COX17	10
LINC01272_75876	LINC01272	7
FIBIN_70843	FIBIN	16
PLXNA1_14227	PLXNA1	29
PPM1K_62725	PPM1K	52
TRIP6_19589	TRIP6	54
KCNJ12_10064	KCNJ12	8
TEX38_70411	TEX38	35
ZNF479_55638	ZNF479	41
KLHL5_37757	KLHL5	6
PEX10_13686	PEX10	30
NLRP11_65147	NLRP11	27
BTG4_40534	BTG4	19
DLX2_4825	DLX2	36
KIAA1644_54816	KIAA1644	36
OR4A47_72600	OR4A47	5
DBX2_72880	DBX2	7
LY6G5C_51287	LY6G5C	18
CEND1_38364	CEND1	35
OR10G4_71739	OR10G4	14
5-Mar_40426	5-Mar	2
STARD13_55561	STARD13	21
MATN2_11159	MATN2	10
NCK1_12252	NCK1	17
LRIF1_43394	LRIF1	43
C19orf73_41729	C19orf73	20
MBIP_39042	MBIP	24
E4F1_5227	E4F1	17
C7orf72_75341	C7orf72	44
JAZF1_65901	JAZF1	10
ORC1_13094	ORC1	16
TCP11L1_42410	TCP11L1	12
NOTCH3_12735	NOTCH3	22
SLC35E1_50417	SLC35E1	10
NUP214_21184	NUP214	1
HDDC2_37556	HDDC2	12
BIN1_755	BIN1	44
SLC6A4_17530	SLC6A4	23
ZFP69_68991	ZFP69	15
MTFMT_58608	MTFMT	27
KRTAP9-3_52660	KRTAP9-3	20
CAMTA1_32266	CAMTA1	5
LCN15_71492	LCN15	13
OR6P1_59520	OR6P1	12
SYT14_66682	SYT14	38
ERP27_58395	ERP27	13
GRIK3_7744	GRIK3	19
BEND7_65995	BEND7	67
LPCAT1_50270	LPCAT1	67
OR1D2_13074	OR1D2	32
C9orf64_53279	C9orf64	32
ARHGEF28_47597	ARHGEF28	21
LGALS7_10612	LGALS7	6
BCL10_23403	BCL10	12
PON3_14428	PON3	29
ZRANB3_52888	ZRANB3	42
PCDHB16_46319	PCDHB16	5
COL5A1_3587	COL5A1	28
PCDHA11_44018	PCDHA11	35
CLDN22_39672	CLDN22	26
EIF3A_22600	EIF3A	11
TRIM11_51692	TRIM11	13
LMNTD1_63347	LMNTD1	14
NOVA1_12746	NOVA1	21
TAF7_18659	TAF7	33
GLYAT_27515	GLYAT	24
AMIGO1_45519	AMIGO1	40
FGL2_29394	FGL2	23
WDR61_51204	WDR61	3
LPO_10772	LPO	56
CCDC171_65071	CCDC171	19
SOAT2_21920	SOAT2	19
BPIFB1_56342	BPIFB1	14
MRVI1_27793	MRVI1	32
ERICH4_75537	ERICH4	16
EREG_5751	EREG	12
IL17F_56844	IL17F	29
SPATC1L_53145	SPATC1L	17
MORN1_50330	MORN1	11
TBC1D3B_72730	TBC1D3B	4
ATP6V1G1_25181	ATP6V1G1	10
GNS_7405	GNS	60
TDP1_43333	TDP1	35
FAM187B_61951	FAM187B	15
C9orf84_63163	C9orf84	20
CCDC136_47949	CCDC136	6
EIF3A_22598	EIF3A	9
ARPC1B_26988	ARPC1B	11
MTRNR2L6_75797	MTRNR2L6	14
RSG1_49177	RSG1	18
KCNK5_22548	KCNK5	7
ZNF668_49870	ZNF668	5
TRIM34_39664	TRIM34	39
PITX1_14027	PITX1	27
MTSS1L_56130	MTSS1L	16
MPZL3_64379	MPZL3	13
LCA5_63969	LCA5	16
ARHGAP17_41613	ARHGAP17	15
PTGDS_15324	PTGDS	17
PDCD6IP_26738	PDCD6IP	25
GCN1L1_29760	GCN1L1	32
RSRC2_48431	RSRC2	20
WISP2_23160	WISP2	42
ZC3H15_43583	ZC3H15	15
CD93_31229	CD93	21
CCDC37_69978	CCDC37	15
LRRC43_66399	LRRC43	14
FANCE_6039	FANCE	3
HIST1H2BA_66633	HIST1H2BA	19
C1orf146_71133	C1orf146	5
TCTEX1D2_66656	TCTEX1D2	21
MRPL51_38272	MRPL51	24
GPS1_7650	GPS1	8
CHRAC1_39788	CHRAC1	48
AZIN2_57005	AZIN2	85
PIH1D1_41318	PIH1D1	24
DHRS11_49023	DHRS11	8
CSTF2_4160	CSTF2	11
ICA1_9092	ICA1	29
ADRA1B_401	ADRA1B	33
ASB14_61116	ASB14	41
FLOT2_6467	FLOT2	1
SPN_18080	SPN	53
DMRT1_4871	DMRT1	33
PSPC1_42141	PSPC1	14
SPATA6_40247	SPATA6	39
ABL2_73	ABL2	30
PRLHR_7527	PRLHR	27
TGM7_57684	TGM7	30
MYOM2_24088	MYOM2	16
OR51G2_51527	OR51G2	13
AK8_63113	AK8	4
FREM1_63152	FREM1	19
C12orf42_70296	C12orf42	7
ARAP1_57867	ARAP1	24
KBTBD7_52873	KBTBD7	49
ENO1_5590	ENO1	7
ASAP2_23202	ASAP2	28
PGM2_42165	PGM2	35
BTLA_62576	BTLA	64
ITIH2_9840	ITIH2	9
NDUFAF1_37811	NDUFAF1	30
OR56A4_58291	OR56A4	9
RPS16_16574	RPS16	3
CLEC2L_62913	CLEC2L	16
LGR4_42471	LGR4	35
KAT5_28371	KAT5	30
KRT27_69410	KRT27	30
KRTAP19-1_68619	KRTAP19-1	13
NKAIN4_59545	NKAIN4	17
THTPA_49093	THTPA	14
ICOS_36671	ICOS	8
TTC38_41340	TTC38	23
ABHD14B_54261	ABHD14B	46
INO80C_58938	INO80C	18
DFNB31_33928	DFNB31	29
TLK2_29836	TLK2	17
BMP7_1796	BMP7	22
NR2C2AP_59148	NR2C2AP	11
TMED6_61598	TMED6	3
AHRR_45615	AHRR	6
PEBP1_13226	PEBP1	4
FAM157B_75436	FAM157B	21
ABCF3_42326	ABCF3	10
NSMCE2_68341	NSMCE2	12
ACAD10_51252	ACAD10	13
MORN4_58079	MORN4	16
SRC_18158	SRC	19
ZDHHC18_53195	ZDHHC18	27
NDUFS6_12386	NDUFS6	17
MB_11174	MB	19
CCDC179_75814	CCDC179	18
RAP1GAP_15809	RAP1GAP	6
ALS2CL_66931	ALS2CL	13
SSX2B_74491	SSX2B	6
LOC100505549_75827	LOC100505549	19
GINS1_26138	GINS1	13
SPRY4_51957	SPRY4	35
TTC28_32481	TTC28	6
CMBL_60224	CMBL	11
FBXO4_34908	FBXO4	39
RPA4_36833	RPA4	20
CCDC129_66085	CCDC129	32
TCTE1_65001	TCTE1	28
DAZAP1_35135	DAZAP1	27
ESYT2_45608	ESYT2	32
CPA5_56620	CPA5	13
LSM1_35903	LSM1	7
APITD1_70610	APITD1	14
GOLGA8A_31466	GOLGA8A	4
DSC2_5071	DSC2	51
FAM84A_62498	FAM84A	17
ACAN_493	ACAN	22
COL3A1_3558	COL3A1	41
PDCD6IP_26737	PDCD6IP	58
UQCC3_75108	UQCC3	14
KCTD13_66377	KCTD13	20
USP53_40162	USP53	17
SMAGP_45329	SMAGP	11
STK33_48518	STK33	23
CAAP1_50260	CAAP1	42
TLX2_8627	TLX2	42
PARP4_394	PARP4	27
ZFP1_63493	ZFP1	10
ESR2_5806	ESR2	48
ZNF638_36039	ZNF638	12
POLH_14357	POLH	1
ATF1_1297	ATF1	15
TBPL2_70754	TBPL2	17
PIK3AP1_58074	PIK3AP1	38
POLR1C_25129	POLR1C	2
TNFAIP8_33788	TNFAIP8	6
CUL4A_21975	CUL4A	10
ZNF629_32575	ZNF629	12
BCKDHB_1625	BCKDHB	37
CUBN_21198	CUBN	41
NAP1L4_12203	NAP1L4	16
ZNF484_52466	ZNF484	4
GID4_48721	GID4	5
ZNRF2_66090	ZNRF2	12
FAM171A2_67613	FAM171A2	8
ZMYND10_38601	ZMYND10	23
DIAPH1_4767	DIAPH1	26
GARNL3_53228	GARNL3	9
MAPK15_66100	MAPK15	15
AADACL4_69487	AADACL4	29
PROKR2_59595	PROKR2	31
MLLT3_11560	MLLT3	16
PUF60_30924	PUF60	32
CACNB3_2184	CACNB3	13
UBE3A_19887	UBE3A	11
RPL38_16441	RPL38	1
RNF208_74479	RNF208	22
PTCD1_34374	PTCD1	14
RDH11_37836	RDH11	14
TEAD3_18956	TEAD3	26
SREBF2_18183	SREBF2	18
OAS1_12959	OAS1	25
NUDT16_59992	NUDT16	31
DHX15_4669	DHX15	1
ST7L_40868	ST7L	30
HIST1H3D_21701	HIST1H3D	72
TPI1_19492	TPI1	22
MPND_54602	MPND	11
GDF3_25254	GDF3	9
ACSM1_57717	ACSM1	12
HILPDA_36793	HILPDA	25
MBD3_39596	MBD3	23
SP5_71252	SP5	13
GOLGA6L4_73833	GOLGA6L4	2
SNRPB2_17873	SNRPB2	10
TOMM6_75546	TOMM6	17
SUPT6H_18502	SUPT6H	20
ZNF562_40636	ZNF562	14
DCN_4576	DCN	23
PLA2G4B_75510	PLA2G4B	35
UNCX_69126	UNCX	55
C18orf25_61767	C18orf25	23
SLC4A9_52385	SLC4A9	14
CDK4_2907	CDK4	31
TNNI1_19394	TNNI1	6
LHX1_10630	LHX1	13
SLC10A2_17607	SLC10A2	14
LTBR_10855	LTBR	8
ZNF354A_18860	ZNF354A	12
BLVRB_1759	BLVRB	22
MED6_26687	MED6	23
LINGO1_54397	LINGO1	14
LRTM1_45430	LRTM1	6
TMA7_38625	TMA7	29
COG2_30854	COG2	6
SLC35D2_29950	SLC35D2	4
WRNIP1_44502	WRNIP1	2
GIT1_36234	GIT1	15
ELK3_5528	ELK3	41
GPR62_58022	GPR62	3
ACSM4_69318	ACSM4	16
ASCC1_37514	ASCC1	15
CCDC92_50924	CCDC92	19
C19orf52_55539	C19orf52	9
RASSF7_21224	RASSF7	36
CIPC_54980	CIPC	31
DCHS1_22536	DCHS1	15
PRAMEF8_71904	PRAMEF8	11
UBL4A_21484	UBL4A	4
ZNF407_42851	ZNF407	4
GBP1_6942	GBP1	27
PIAS4_39090	PIAS4	46
MAGEB2_11047	MAGEB2	16
KATNAL2_52156	KATNAL2	47
SAMSN1_47346	SAMSN1	6
PGLS_33727	PGLS	22
NTS_12918	NTS	34
TFDP1_19033	TFDP1	12
FOXP1_35531	FOXP1	36
MAP4_11116	MAP4	6
GCHFR_6984	GCHFR	28
GBAS_6936	GBAS	20
OCM2_12989	OCM2	9
MATN3_11162	MATN3	7
PIP4K2C_50102	PIP4K2C	34
HCAR1_35787	HCAR1	16
FANCM_46252	FANCM	3
NUP85_50318	NUP85	15
WDR5B_40231	WDR5B	17
POU2F1_14443	POU2F1	10
ZNF575_67763	ZNF575	9
ARF4_1081	ARF4	15
CCDC174_38223	CCDC174	17
ERCC8_3306	ERCC8	10
TSHZ2_59572	TSHZ2	10
PRR5_42806	PRR5	15
AKAP11_30487	AKAP11	18
FKBP7_39252	FKBP7	33
RILPL1_70049	RILPL1	17
PCYT1A_13480	PCYT1A	9
VPS41_35503	VPS41	20
CCL25_17040	CCL25	4
RGS9_22969	RGS9	17
YPEL2_71019	YPEL2	20
HDLBP_8278	HDLBP	32
PAK1_13278	PAK1	3
CLRN1_20063	CLRN1	56
MYSM1_57244	MYSM1	13
TMEM123_57360	TMEM123	8
GLT8D2_52153	GLT8D2	22
NOX1_35450	NOX1	25
C6orf52_69890	C6orf52	24
SLC6A15_41619	SLC6A15	32
PLEKHM1_26156	PLEKHM1	17
GRP_7830	GRP	29
KIAA0196_26346	KIAA0196	8
MLIP_55512	MLIP	28
FSD1_49109	FSD1	50
TRPA1_23537	TRPA1	64
CCDC126_55602	CCDC126	26
ALG6_36818	ALG6	49
GFI1B_21613	GFI1B	31
RNASEL_16194	RNASEL	69
YIPF1_39904	YIPF1	22
FLOT2_6468	FLOT2	18
RABL2A_30312	RABL2A	19
TANGO2_59655	TANGO2	27
KDM1A_31505	KDM1A	15
OR5H1_35004	OR5H1	44
C12orf79_66694	C12orf79	23
RFXAP_16083	RFXAP	13
PTDSS2_51597	PTDSS2	26
C1orf43_34066	C1orf43	36
MFN1_42990	MFN1	32
IGSF6_27551	IGSF6	8
HLA-F_8454	HLA-F	20
S100A2_16717	S100A2	15
OR2D3_58278	OR2D3	55
LRRN2_28105	LRRN2	22
TRIM39_44339	TRIM39	6
NR5A2_6607	NR5A2	12
HNRNPL_8616	HNRNPL	24
YIPF3_33888	YIPF3	15
NARS2_49780	NARS2	49
POR_14431	POR	37
YIPF3_33890	YIPF3	17
PAG1_43495	PAG1	33
TDRKH_29880	TDRKH	21
ANKRD55_49745	ANKRD55	13
C6orf226_73060	C6orf226	40
CCDC115_53464	CCDC115	9
HAAO_32951	HAAO	14
LSM14A_34504	LSM14A	11
TCF20_18867	TCF20	17
ANKRD66_75646	ANKRD66	25
ATG2A_31811	ATG2A	14
WNT11_20298	WNT11	12
PAPOLA_29528	PAPOLA	6
TARS2_50954	TARS2	18
FCAR_6128	FCAR	14
CDKN2AIPNL_55813	CDKN2AIPNL	7
C9orf41_60563	C9orf41	12
LARP4B_32001	LARP4B	32
SIL1_47670	SIL1	7
GAL3ST4_49641	GAL3ST4	33
SPERT_65558	SPERT	4
OPN4_56729	OPN4	8
NDUFA11_59123	NDUFA11	4
C1orf137_71146	C1orf137	24
SETD6_50353	SETD6	17
RUNX1_2402	RUNX1	59
CLTB_3429	CLTB	25
GLRX5_38161	GLRX5	23
BARHL1_44406	BARHL1	17
OR2L3_71959	OR2L3	27
C8G_2032	C8G	5
UPB1_39393	UPB1	35
C22orf46_49476	C22orf46	37
ATP2C1_35435	ATP2C1	48
APLNR_526	APLNR	10
PHYKPL_54711	PHYKPL	17
HIST1H2AE_8105	HIST1H2AE	17
TRIM45_51019	TRIM45	29
R3HCC1L_35943	R3HCC1L	33
GSTO1_24855	GSTO1	36
AGGF1_41594	AGGF1	16
PLEKHG2_48194	PLEKHG2	1
PIPOX_38303	PIPOX	31
TCF23_62414	TCF23	34
SNAPC2_17830	SNAPC2	3
ARID3A_5056	ARID3A	19
POLR2J2_66232	POLR2J2	39
PNISR_34193	PNISR	2
CHD1L_25210	CHD1L	21
GPRC5A_23708	GPRC5A	12
MGAT1_11423	MGAT1	47
TRHR_19577	TRHR	48
TAF1_18630	TAF1	13
CAPN8_71180	CAPN8	10
TEKT4_62353	TEKT4	13
UGT1A8_40266	UGT1A8	17
NANOS3_69475	NANOS3	26
OR4F6_71829	OR4F6	45
OR5AU1_71801	OR5AU1	29
HOXA3_8639	HOXA3	33
EIF4G1_5457	EIF4G1	8
VDAC2_20119	VDAC2	17
SPG20_31761	SPG20	28
KIAA1549L_33646	KIAA1549L	34
CHMP5_38909	CHMP5	10
FBXW4_17310	FBXW4	10
TRIM49B_67205	TRIM49B	4
NOMO2_67501	NOMO2	11
ZNF527_53695	ZNF527	4
PPM1E_30970	PPM1E	17
RAB24_39687	RAB24	34
AKAP12_25314	AKAP12	28
LDHB_10557	LDHB	43
HNRNPA1_8575	HNRNPA1	11
B4GALT1_7094	B4GALT1	36
DHTKD1_42606	DHTKD1	18
ZG16B_58704	ZG16B	11
STAMBP_28685	STAMBP	17
ZFYVE19_54536	ZFYVE19	3
COQ10A_56421	COQ10A	40
PNLIPRP1_14297	PNLIPRP1	24
RGAG4_69187	RGAG4	46
NCLN_44604	NCLN	29
ACOT13_43590	ACOT13	14
TTYH1_45381	TTYH1	13
SETD5_41936	SETD5	9
ARHGAP30_66863	ARHGAP30	25
SMARCB1_17756	SMARCB1	4
IFNA10_9231	IFNA10	5
CSN1S1_4056	CSN1S1	27
ZNF785_61604	ZNF785	21
FAM73A_70417	FAM73A	38
TRIM2_32450	TRIM2	23
C9orf116_60558	C9orf116	3
ISX_55862	ISX	30
RAB42_57448	RAB42	27
EYS_69723	EYS	14
CEACAM4_3102	CEACAM4	29
ACTN2_215	ACTN2	19
ARGLU1_41511	ARGLU1	5
SKP1_17410	SKP1	3
ANGPTL5_66363	ANGPTL5	13
VASH2_49997	VASH2	28
GPR45_30596	GPR45	18
EMC3_43516	EMC3	38
TFPT_36665	TFPT	19
ZBTB9_65836	ZBTB9	4
DNAAF2_41799	DNAAF2	10
C4B_1990	C4B	4
ADAMTS4_25040	ADAMTS4	42
HSD3B1_8870	HSD3B1	13
ZNF517_69163	ZNF517	32
TRAPPC6A_48916	TRAPPC6A	14
GATSL2_74918	GATSL2	17
MFAP3L_26175	MFAP3L	12
WDPCP_37641	WDPCP	4
C14orf39_68548	C14orf39	35
ENPP2_13623	ENPP2	20
METTL2B_43413	METTL2B	4
FAM206A_41081	FAM206A	9
SLTM_50014	SLTM	34
ARPC5L_52005	ARPC5L	18
SLC41A3_41090	SLC41A3	7
RASGRF2_15871	RASGRF2	7
XAF1_40469	XAF1	22
DBX2_72878	DBX2	30
C16orf47_70965	C16orf47	46
DCUN1D3_58671	DCUN1D3	45
SH2D7_74149	SH2D7	20
ECT2L_69718	ECT2L	6
SFRP5_17187	SFRP5	42
BRK1_43558	BRK1	11
PTPN13_15449	PTPN13	23
PARD3_44211	PARD3	16
ATXN7L3_44737	ATXN7L3	17
NSUN3_47096	NSUN3	13
NDRG3_45465	NDRG3	6
OR2T2_72525	OR2T2	17
PHF13_62033	PHF13	27
ABHD5_37796	ABHD5	17
C17orf96_75542	C17orf96	43
TCTEX1D1_64654	TCTEX1D1	73
GPR135_47842	GPR135	10
DISP1_54664	DISP1	53
PGK2_13814	PGK2	23
MMAA_63905	MMAA	19
GNB2L1_27957	GNB2L1	13
AMPD3_745	AMPD3	26
CA8_2123	CA8	23
BLOC1S1_6993	BLOC1S1	15
RPTN_59197	RPTN	13
MVB12A_56496	MVB12A	17
NPBWR2_7519	NPBWR2	30
KLF13_39160	KLF13	25
CUL9_31770	CUL9	43
ZIK1_67732	ZIK1	26
HNRNPH1_8599	HNRNPH1	25
AIDA_48178	AIDA	50
PHLDB3_74356	PHLDB3	15
C1orf95_70434	C1orf95	29
ID3_9126	ID3	34
THSD7B_51269	THSD7B	47
MROH2B_60169	MROH2B	45
AVPI1_46846	AVPI1	11
PGA4_73854	PGA4	9
THUMPD1_42833	THUMPD1	30
SULT1C2_18477	SULT1C2	9
DZANK1_41848	DZANK1	31
VPS16_47862	VPS16	11
ATP8A2_39453	ATP8A2	3
12-Sep_58730	12-Sep	26
HIST1H3I_21716	HIST1H3I	14
CDC73_49308	CDC73	20
ERBB3_5736	ERBB3	20
BET1L_38317	BET1L	23
PLEKHM1_26155	PLEKHM1	21
FBXW5_39972	FBXW5	13
SCN11A_30693	SCN11A	21
IGFN1_55757	IGFN1	13
FAM207A_54870	FAM207A	3
NECAB2_40219	NECAB2	93
MARVELD2_62794	MARVELD2	38
AFF4_35630	AFF4	7
STAB2_42695	STAB2	15
TAB3_66910	TAB3	34
C9orf129_73317	C9orf129	24
ZBTB1_31133	ZBTB1	3
IREB2_9693	IREB2	19
AMY1B_768	AMY1B	43
TJP3_35661	TJP3	34
APOBEC3G_46901	APOBEC3G	42
PAPPA_13307	PAPPA	6
ULK3_34282	ULK3	10
LRRN2_28107	LRRN2	9
NPFF_22457	NPFF	64
DALRD3_41738	DALRD3	9
HIST1H2AD_8110	HIST1H2AD	8
SNN_21552	SNN	14
KRT38_22684	KRT38	45
NANP_61020	NANP	46
CHD2_3126	CHD2	34
RBM43_70454	RBM43	27
CAMK1G_45198	CAMK1G	16
FCER2_6141	FCER2	15
ALKBH6_54632	ALKBH6	26
RQCD1_23939	RQCD1	15
ADGRL2_32285	ADGRL2	14
PI4KA_13997	PI4KA	3
GPR149_69626	GPR149	47
PSD2_53216	PSD2	12
MLH1_11525	MLH1	17
PHF8_31825	PHF8	37
C16orf72_36351	C16orf72	54
USP13_23514	USP13	33
RBM11_39733	RBM11	14
WBP1L_40720	WBP1L	5
KANSL2_41047	KANSL2	7
KLK13_34528	KLK13	58
CABP7_63782	CABP7	17
REG4_52761	REG4	24
HECA_39318	HECA	11
STOML1_24714	STOML1	16
DENND5B_63351	DENND5B	21
ZNF329_49594	ZNF329	23
TRIM41_55675	TRIM41	10
SMG7_26313	SMG7	2
NDUFC2-KCTD14_76138	NDUFC2-KCTD14	13
RFFL_57992	RFFL	78
SH2D4A_47093	SH2D4A	29
C14orf39_68546	C14orf39	24
NKX3-1_12639	NKX3-1	29
SCD5_50486	SCD5	33
UPB1_39391	UPB1	24
HIST1H4D_21737	HIST1H4D	11
OR2K2_34831	OR2K2	17
FBXO4_34909	FBXO4	7
PRAMEF12_71900	PRAMEF12	34
TCF25_31358	TCF25	10
CYP7B1_24783	CYP7B1	30
ANKRD20A4_74780	ANKRD20A4	35
RTKN2_65378	RTKN2	9
MFSD1_47937	MFSD1	24
KMT2B_25870	KMT2B	4
MED4_36399	MED4	9
CTTNBP2_52756	CTTNBP2	16
CLEC4M_27786	CLEC4M	49
METTL1_11391	METTL1	28
FAM104A_54491	FAM104A	10
OR1S1_65470	OR1S1	25
KCNG2_34841	KCNG2	19
CD82_9934	CD82	23
ZNF426_48908	ZNF426	13
PEBP4_63003	PEBP4	32
ATP5L2_67105	ATP5L2	21
PEX7_13683	PEX7	11
PSMD14_27377	PSMD14	28
DNAJC21_60231	DNAJC21	18
RPAP2_50213	RPAP2	7
TRAPPC1_46547	TRAPPC1	7
AADACL4_69485	AADACL4	20
NOXO1_58696	NOXO1	14
XRN2_30876	XRN2	31
LPAR1_5269	LPAR1	7
DHDH_35956	DHDH	17
POLR2B_14368	POLR2B	2
DEAF1_28364	DEAF1	21
CD300E_69400	CD300E	19
PLSCR4_44935	PLSCR4	33
PHF13_62034	PHF13	35
GPR12_7531	GPR12	20
TSSK1B_52708	TSSK1B	10
SASH1_32472	SASH1	25
PGBD3_67100	PGBD3	19
CRELD1_48624	CRELD1	21
ADGRE1_5558	ADGRE1	13
GPBP1_48370	GPBP1	13
ASB10_60441	ASB10	20
MPRIP_31923	MPRIP	41
SEC24A_29212	SEC24A	19
FAM127C_73151	FAM127C	27
PIRT_73908	PIRT	16
MS4A10_69285	MS4A10	12
TDG_18929	TDG	26
INPP5F_31079	INPP5F	17
H3F3B_8133	H3F3B	27
PIKFYVE_64740	PIKFYVE	26
C16orf78_58683	C16orf78	12
HFM1_63741	HFM1	3
COIL_21347	COIL	11
CCDC78_58700	CCDC78	26
CKLF-CMTM1_76126	CKLF-CMTM1	12
UTF1_21912	UTF1	35
TTC5_56043	TTC5	13
TATDN3_59538	TATDN3	21
MYBBP1A_28333	MYBBP1A	25
CNIH2_66445	CNIH2	27
BSN_23424	BSN	22
SH3GL1_17288	SH3GL1	20
BRPF1_21013	BRPF1	16
DIP2A_31991	DIP2A	17
SERINC2_69877	SERINC2	25
APLF_64735	APLF	7
R3HDM2_31038	R3HDM2	16
FRAT2_32705	FRAT2	15
ZCCHC2_40862	ZCCHC2	7
ALOX12_663	ALOX12	17
