sgRNA	Gene	Clip2_4_DE_GFP_high_BC15_IGO_09496_7_S7
PLRG1_14206	PLRG1	11
HOXD4_8760	HOXD4	55
CLASP1_32483	CLASP1	108
MBD3L2_58997	MBD3L2	47
FBXO7_33722	FBXO7	50
SNTG2_39836	SNTG2	44
DOCK2_4961	DOCK2	32
MMEL1_49135	MMEL1	42
UQCRC1_20023	UQCRC1	238
PI4K2A_42451	PI4K2A	96
LRRC14_25602	LRRC14	17
TFF1_19048	TFF1	237
Non-Targeting Control_77228	Non-Targeting Control	256
OCIAD2_60050	OCIAD2	120
SPACA5_71512	SPACA5	113
OAF_65597	OAF	406
MUC21_72077	MUC21	46
GJA10_54056	GJA10	43
RALB_15777	RALB	61
PTPN4_15425	PTPN4	159
RGS20_22403	RGS20	168
CCL2_16961	CCL2	150
CACUL1_61170	CACUL1	83
OR9G1_71675	OR9G1	77
TMEM217_65807	TMEM217	22
SMYD3_47954	SMYD3	79
NEK6_29156	NEK6	13
GOLT1A_59438	GOLT1A	45
LACTBL1_74080	LACTBL1	243
TFAP2E_68969	TFAP2E	84
LTB4R2_44249	LTB4R2	191
PCP4_13452	PCP4	28
DCAF8_37324	DCAF8	145
IL1F10_53903	IL1F10	75
ARL6_52901	ARL6	106
AQP12A_70469	AQP12A	22
ARAP3_47736	ARAP3	14
ACOT9_33276	ACOT9	164
OXT_13165	OXT	69
EGR3_5403	EGR3	57
SPTBN1_18147	SPTBN1	141
HLA-DQB2_8430	HLA-DQB2	37
SNX25_52630	SNX25	227
NDUFS4_12379	NDUFS4	20
Non-Targeting Control_77093	Non-Targeting Control	126
ADAM7_22895	ADAM7	167
Non-Targeting Control_76744	Non-Targeting Control	293
INMT_30412	INMT	33
SBF2_51947	SBF2	37
CD7_2586	CD7	19
DSEL_56119	DSEL	89
FAM172A_52748	FAM172A	23
OAS2_12962	OAS2	157
FAM193A_22409	FAM193A	215
LDHAL6B_56257	LDHAL6B	31
CSRP1_4110	CSRP1	74
ZNF691_37644	ZNF691	59
Non-Targeting Control_76638	Non-Targeting Control	428
SMIM4_73037	SMIM4	75
CCNE2_23973	CCNE2	49
NDUFAF1_37811	NDUFAF1	27
SSTR2_18288	SSTR2	112
GXYLT1_67386	GXYLT1	113
DEFB136_73614	DEFB136	8
ZNF835_55494	ZNF835	52
ATF4_1306	ATF4	44
IKZF4_47672	IKZF4	71
SI_17333	SI	64
BMP2K_42729	BMP2K	150
PNPO_41769	PNPO	148
GLTSCR1L_32976	GLTSCR1L	32
ECSIT_38397	ECSIT	198
SIRPB1_27762	SIRPB1	67
RELB_15997	RELB	12
SORBS3_27255	SORBS3	78
ZNF544_35975	ZNF544	73
MED14OS_76248	MED14OS	105
LZTFL1_40290	LZTFL1	48
MAST1_31370	MAST1	85
EGR3_5402	EGR3	18
HTN1_9006	HTN1	97
AGBL1_58629	AGBL1	56
SLC35F4_69356	SLC35F4	76
VPS26A_25215	VPS26A	57
TBC1D10C_70279	TBC1D10C	57
HTN1_9008	HTN1	254
NME4_12669	NME4	141
Non-Targeting Control_76529	Non-Targeting Control	360
ZDHHC11_50127	ZDHHC11	28
ATHL1_50818	ATHL1	34
HDGFRP2_54102	HDGFRP2	62
PSTPIP1_23701	PSTPIP1	198
GJC3_70007	GJC3	68
HSF4_8912	HSF4	122
ZNF558_61962	ZNF558	180
C2orf82_71268	C2orf82	101
LHX4_55209	LHX4	11
FTHL17_39704	FTHL17	180
DSCR3_27712	DSCR3	71
PLA2G7_21112	PLA2G7	86
Non-Targeting Control_76564	Non-Targeting Control	124
STKLD1_64070	STKLD1	63
NUDT3_30335	NUDT3	152
TMEM207_60004	TMEM207	75
HAO2_38055	HAO2	57
Non-Targeting Control_76488	Non-Targeting Control	141
SLC32A1_60870	SLC32A1	70
ALS2_46196	ALS2	32
PNMA3_36855	PNMA3	138
PLEKHH1_45567	PLEKHH1	114
SYP_18576	SYP	97
SFN_7437	SFN	36
AMPD1_737	AMPD1	42
DENND4A_27546	DENND4A	195
SBK2_74118	SBK2	32
DUOXA1_55520	DUOXA1	74
GPR108_44609	GPR108	62
TMTC2_63324	TMTC2	143
DDIT4_40193	DDIT4	125
ZNF593_37611	ZNF593	335
CLEC11A_16868	CLEC11A	28
Non-Targeting Control_76446	Non-Targeting Control	335
Non-Targeting Control_76459	Non-Targeting Control	246
MITD1_59707	MITD1	85
NPTX1_12811	NPTX1	13
SPATA16_52638	SPATA16	144
IGSF11_62660	IGSF11	76
EPG5_46346	EPG5	64
KRT77_70285	KRT77	119
VPREB3_36644	VPREB3	129
ZNF143_20699	ZNF143	39
GLDC_7205	GLDC	57
Non-Targeting Control_76886	Non-Targeting Control	290
NTNG2_53877	NTNG2	77
GATSL3_74224	GATSL3	7
CTSW_4278	CTSW	49
Non-Targeting Control_77374	Non-Targeting Control	196
HOXB13_28233	HOXB13	130
GABRR1_6798	GABRR1	68
RBM43_70456	RBM43	49
OR7C2_35231	OR7C2	93
FAM96A_53091	FAM96A	70
METTL18_56214	METTL18	98
SAP30L_49634	SAP30L	146
VWC2_70509	VWC2	23
Non-Targeting Control_76567	Non-Targeting Control	206
NATD1_66742	NATD1	35
RNF141_37442	RNF141	27
LRRC29_34795	LRRC29	93
TLR9_39781	TLR9	19
KLHL23_62464	KLHL23	67
TTC25_52187	TTC25	33
Non-Targeting Control_76484	Non-Targeting Control	346
PDLIM5_28661	PDLIM5	73
XXYLT1_62589	XXYLT1	56
ZFX_20435	ZFX	61
LOC389895_71527	LOC389895	70
TMEM5_27774	TMEM5	109
HSPA12A_66942	HSPA12A	20
NHLRC4_67547	NHLRC4	44
OR10A6_71617	OR10A6	75
OCA2_12985	OCA2	145
CD48_2716	CD48	83
SNX6_46696	SNX6	49
AMTN_72368	AMTN	94
HS3ST6_47910	HS3ST6	91
RGS21_72812	RGS21	81
PRAMEF12_71898	PRAMEF12	37
OR7A5_35236	OR7A5	26
METTL21C_64456	METTL21C	45
SOX14_21843	SOX14	46
SPINK14_72721	SPINK14	126
SHISA2_70901	SHISA2	63
CCDC155_61882	CCDC155	20
NDUFA1_12268	NDUFA1	116
Non-Targeting Control_76594	Non-Targeting Control	415
STMN2_30042	STMN2	73
ZNF432_25548	ZNF432	52
MEGF11_53674	MEGF11	37
TPRA1_59974	TPRA1	29
TNFSF4_19761	TNFSF4	40
MAP3K11_11541	MAP3K11	60
HDAC10_52685	HDAC10	46
ZDHHC14_49624	ZDHHC14	81
SMO_17789	SMO	9
CTXN1_72663	CTXN1	63
ADGRL4_47433	ADGRL4	232
COX7C_3738	COX7C	49
ZNF77_46576	ZNF77	101
PCDHGC3_13397	PCDHGC3	60
Non-Targeting Control_76871	Non-Targeting Control	284
FBXL2_33828	FBXL2	49
INPP5E_44300	INPP5E	50
C18orf42_73695	C18orf42	105
PDE10A_29310	PDE10A	40
OR1E2_21805	OR1E2	138
SOX11_18000	SOX11	94
TLR7_38356	TLR7	76
UPF3B_48426	UPF3B	92
Non-Targeting Control_77009	Non-Targeting Control	274
CEP128_61444	CEP128	45
RRAGC_47424	RRAGC	53
GALT_6857	GALT	49
MNS1_42346	MNS1	47
SS18L1_34422	SS18L1	44
RIMS4_60939	RIMS4	14
UBXN7_34428	UBXN7	71
C1orf109_41121	C1orf109	16
PLCZ1_55185	PLCZ1	37
FAHD1_52025	FAHD1	50
SYNPO2L_50401	SYNPO2L	33
PFDN1_13720	PFDN1	97
CELA1_5475	CELA1	19
UNC5B_65349	UNC5B	31
ZNF25_65366	ZNF25	24
CFL2_3071	CFL2	35
CAV1_2386	CAV1	56
TM7SF2_19323	TM7SF2	10
TMEM257_24002	TMEM257	166
TXNDC15_49891	TXNDC15	88
SIGIRR_46760	SIGIRR	112
DKKL1_35607	DKKL1	102
SMIM3_54749	SMIM3	64
CDPF1_62339	CDPF1	110
CPO_59861	CPO	71
DDIT4L_57442	DDIT4L	143
OR2A42_72555	OR2A42	379
CCL15_16999	CCL15	60
PTCD2_50009	PTCD2	71
ETFA_5827	ETFA	99
RBM10_21461	RBM10	58
LYSMD3_57624	LYSMD3	147
UNC5D_60532	UNC5D	13
SERPINE3_74185	SERPINE3	37
QKI_24846	QKI	50
CEP95_55619	CEP95	29
LOC100134391_75491	LOC100134391	84
CAB39L_51799	CAB39L	123
RNF175_68192	RNF175	86
C4orf48_72354	C4orf48	13
ASB13_49856	ASB13	70
PPARD_14496	PPARD	197
AR_1051	AR	68
Non-Targeting Control_76590	Non-Targeting Control	377
OVCH1_69312	OVCH1	72
ZCCHC4_36368	ZCCHC4	89
MYSM1_57244	MYSM1	56
EDN1_5278	EDN1	80
ZP1_31223	ZP1	8
VTA1_38974	VTA1	80
GLRA2_7246	GLRA2	86
MS4A5_47575	MS4A5	41
LYRM1_45130	LYRM1	194
ZNF609_31610	ZNF609	34
ZNF296_63589	ZNF296	95
RC3H1_62116	RC3H1	39
MGAT2_11430	MGAT2	70
CCR6_3457	CCR6	60
DHRS12_49863	DHRS12	50
AURKA_18412	AURKA	44
SUSD4_41443	SUSD4	46
KRTAP9-6_75988	KRTAP9-6	31
SATL1_69217	SATL1	64
SPATS2L_34333	SPATS2L	37
ABCC6_1056	ABCC6	29
KBTBD12_63879	KBTBD12	124
SIAH3_67398	SIAH3	237
TCEAL7_44431	TCEAL7	166
MBP_11189	MBP	116
ZMYM6NB_75881	ZMYM6NB	190
OSBPL1A_57296	OSBPL1A	53
CCDC66_68110	CCDC66	84
CPEB4_51103	CPEB4	75
LOC79999_50558	LOC79999	46
MRAS_30887	MRAS	45
TMSB4Y_23822	TMSB4Y	98
ITGA10_22161	ITGA10	77
OR5AK2_71680	OR5AK2	63
GPX1_7661	GPX1	63
AKAP1_21349	AKAP1	20
C12orf40_67383	C12orf40	81
SLC7A5_21336	SLC7A5	61
MFAP4_11408	MFAP4	32
PRKD1_14855	PRKD1	37
Non-Targeting Control_76478	Non-Targeting Control	455
Non-Targeting Control_77174	Non-Targeting Control	326
PQBP1_26950	PQBP1	79
MRGPRX4_57939	MRGPRX4	31
UROS_20042	UROS	203
NPHP1_12776	NPHP1	84
GDPD1_67670	GDPD1	86
SHROOM4_45576	SHROOM4	62
ME1_11298	ME1	47
OR10T2_59516	OR10T2	96
FBXW8_34866	FBXW8	116
TMX4_44159	TMX4	121
LRRC19_48254	LRRC19	38
PLS1_14211	PLS1	104
SPANXN1_73419	SPANXN1	229
ATP2C1_35436	ATP2C1	149
Non-Targeting Control_77165	Non-Targeting Control	127
SPR_18096	SPR	76
CX3CR1_4291	CX3CR1	79
PTGER2_15329	PTGER2	103
NR5A1_6622	NR5A1	77
Non-Targeting Control_76787	Non-Targeting Control	231
GLIS2_53967	GLIS2	24
CTSK_4259	CTSK	57
CD244_39416	CD244	146
SHMT2_17323	SHMT2	111
SLC7A10_44220	SLC7A10	51
GNA11_7294	GNA11	87
UNC93A_39864	UNC93A	100
ARHGAP11B_55150	ARHGAP11B	56
REC114_67462	REC114	134
Non-Targeting Control_76756	Non-Targeting Control	191
HIST1H4A_21733	HIST1H4A	45
SIRT5_32725	SIRT5	67
MID1IP1_46673	MID1IP1	107
S1PR2_24419	S1PR2	128
TFG_27801	TFG	83
Non-Targeting Control_77375	Non-Targeting Control	260
NNMT_12684	NNMT	46
KCTD11_61731	KCTD11	41
Non-Targeting Control_76456	Non-Targeting Control	333
Non-Targeting Control_76566	Non-Targeting Control	339
FBXW11_32358	FBXW11	56
DHRS1_57573	DHRS1	35
S100A7A_68712	S100A7A	132
RC3H1_62113	RC3H1	48
TBC1D17_49791	TBC1D17	44
PPP1R18_64240	PPP1R18	25
KERA_30065	KERA	48
DECR1_4676	DECR1	157
ZNF829_70376	ZNF829	145
CACNG4_35553	CACNG4	35
Non-Targeting Control_77158	Non-Targeting Control	238
TGIF2_46866	TGIF2	47
MYOF_35090	MYOF	49
NRSN2_50628	NRSN2	20
MKKS_21391	MKKS	65
ATP11B_32056	ATP11B	54
SURF4_18524	SURF4	34
TMEM249_69167	TMEM249	56
Non-Targeting Control_76545	Non-Targeting Control	374
PEAK1_50094	PEAK1	62
GALR1_6837	GALR1	19
HEMK1_38710	HEMK1	36
IHH_9364	IHH	116
CALU_2247	CALU	119
SORCS1_57254	SORCS1	41
PHF8_31824	PHF8	37
CYP27B1_4459	CYP27B1	82
LOC283710_67473	LOC283710	81
C3orf79_62626	C3orf79	53
KRT73_68565	KRT73	97
GPRC5D_42570	GPRC5D	18
CASP5_2345	CASP5	97
TMIE_66955	TMIE	109
CD1D_2544	CD1D	119
CD1B_2534	CD1B	33
SPANXN4_73164	SPANXN4	215
ENPP3_13627	ENPP3	176
MTMR7_23882	MTMR7	31
ZPLD1_59926	ZPLD1	74
BOD1L1_66973	BOD1L1	131
Non-Targeting Control_76938	Non-Targeting Control	106
TBX22_37474	TBX22	237
NOG_24278	NOG	248
NDUFB6_12333	NDUFB6	69
PAGE4_25034	PAGE4	36
SLC12A9_44810	SLC12A9	64
ABI3_38172	ABI3	226
FABP6_6019	FABP6	107
CAPNS2_53369	CAPNS2	87
Non-Targeting Control_76958	Non-Targeting Control	217
SAC3D1_36735	SAC3D1	11
C12orf80_67349	C12orf80	92
TCP11_18903	TCP11	81
PCDH11Y_52064	PCDH11Y	83
EFTUD2_24545	EFTUD2	9
LILRA4_33124	LILRA4	19
SLC7A6OS_52975	SLC7A6OS	32
TDRKH_29879	TDRKH	48
TMEM65_63006	TMEM65	143
P3H3_28411	P3H3	29
C1orf168_64612	C1orf168	54
GPR88_39793	GPR88	96
RTTN_34073	RTTN	81
AXIN2_21567	AXIN2	55
SCARA3_38758	SCARA3	54
CDC14B_22302	CDC14B	43
ZFYVE1_39563	ZFYVE1	40
SOBP_41520	SOBP	25
B3GNT7_56412	B3GNT7	185
DTX3L_62535	DTX3L	38
SULT1C3_73225	SULT1C3	91
NAB1_12161	NAB1	42
GABRQ_43646	GABRQ	224
TRHDE_36894	TRHDE	14
ARHGEF26_34523	ARHGEF26	22
ST8SIA3_37619	ST8SIA3	87
GZF1_47741	GZF1	40
ZNF43_20573	ZNF43	80
TMEM43_49114	TMEM43	111
GLTSCR1_37015	GLTSCR1	35
TMEM215_72453	TMEM215	21
ZNF146_20712	ZNF146	194
TMED6_61599	TMED6	38
ZNF428_59104	ZNF428	10
TNNI3_19404	TNNI3	37
SRI_18171	SRI	17
TSPAN18_55319	TSPAN18	21
GAB4_59645	GAB4	192
TNFSF14_22852	TNFSF14	76
BTG2_20966	BTG2	94
Non-Targeting Control_76971	Non-Targeting Control	238
NPSR1_70736	NPSR1	47
DHRS7_39190	DHRS7	46
ZHX1-C8orf76_76157	ZHX1-C8orf76	195
GAMT_6861	GAMT	51
UGP2_19951	UGP2	13
Non-Targeting Control_77133	Non-Targeting Control	216
Non-Targeting Control_76918	Non-Targeting Control	372
PLSCR1_14220	PLSCR1	43
PYCRL_48494	PYCRL	77
Non-Targeting Control_77406	Non-Targeting Control	391
GAL3ST2_47335	GAL3ST2	22
ZDHHC9_37853	ZDHHC9	61
CAB39_39366	CAB39	108
ZER1_28099	ZER1	40
C16orf74_72675	C16orf74	49
MCM8_53713	MCM8	159
ADAMTS5_30103	ADAMTS5	145
CBLC_33344	CBLC	86
PTCD3_41395	PTCD3	53
FLVCR2_42893	FLVCR2	66
CLEC1B_38296	CLEC1B	38
Non-Targeting Control_77259	Non-Targeting Control	152
SLC22A25_70787	SLC22A25	65
SPIN2A_39994	SPIN2A	114
RTN4RL2_70021	RTN4RL2	128
NDUFB3_12323	NDUFB3	58
NET1_27600	NET1	52
LRRC31_49924	LRRC31	79
TGIF2LY_55579	TGIF2LY	85
SLC16A2_17651	SLC16A2	39
GARNL3_53229	GARNL3	32
MCM6_11250	MCM6	89
NDUFB9_12348	NDUFB9	59
MS4A6E_66106	MS4A6E	99
FZD3_21131	FZD3	40
ERAP1_39433	ERAP1	149
ZNF852_68122	ZNF852	33
KCNN3_10110	KCNN3	22
OR11G2_71789	OR11G2	34
SFTPB_17226	SFTPB	126
OTUD6B_39181	OTUD6B	47
OR8B2_35211	OR8B2	81
SH3BP5_24924	SH3BP5	129
FAM72B_74417	FAM72B	50
MYPN_53972	MYPN	28
Non-Targeting Control_76662	Non-Targeting Control	311
LRRC42_57475	LRRC42	47
MCPH1_49509	MCPH1	195
EIF3M_28230	EIF3M	29
GPR3_7497	GPR3	154
DOK6_65582	DOK6	20
ABCG5_47583	ABCG5	31
Non-Targeting Control_77362	Non-Targeting Control	324
EIF2AK3_24871	EIF2AK3	102
IGFBP2_9315	IGFBP2	37
CLC_3334	CLC	55
XAGE3_64190	XAGE3	101
DTX3L_62533	DTX3L	40
HORMAD1_52848	HORMAD1	116
STOML3_63386	STOML3	43
Non-Targeting Control_76624	Non-Targeting Control	318
Non-Targeting Control_77068	Non-Targeting Control	348
KRT33B_10394	KRT33B	33
FGG_6310	FGG	167
ZNF750_49862	ZNF750	81
MLF2_21260	MLF2	136
DEXI_36205	DEXI	20
UBD_28414	UBD	27
CCDC3_52322	CCDC3	14
PRSS16_27612	PRSS16	51
RAB33A_24606	RAB33A	277
SCN2B_16887	SCN2B	63
C7orf66_62946	C7orf66	242
PSMB10_15211	PSMB10	140
NRAP_12836	NRAP	51
Non-Targeting Control_76534	Non-Targeting Control	317
DCAF8L2_69818	DCAF8L2	187
FOSL1_21234	FOSL1	56
RFPL3_29030	RFPL3	92
MGAT5B_61622	MGAT5B	46
GIMAP8_62953	GIMAP8	26
AQP11_67133	AQP11	73
AXL_1538	AXL	134
CD74_2752	CD74	53
Non-Targeting Control_76862	Non-Targeting Control	238
PGAM2_13791	PGAM2	40
Non-Targeting Control_76875	Non-Targeting Control	263
MAGEA9_11028	MAGEA9	89
Non-Targeting Control_77436	Non-Targeting Control	304
TCEAL8_55644	TCEAL8	211
MINPP1_25222	MINPP1	138
DNALI1_20932	DNALI1	93
TVP23A_75104	TVP23A	26
SLAIN2_46001	SLAIN2	88
ADAD1_60069	ADAD1	129
JUND_9924	JUND	59
MKL2_45637	MKL2	43
SGPP1_51633	SGPP1	71
PQBP1_26949	PQBP1	81
Non-Targeting Control_76801	Non-Targeting Control	343
Non-Targeting Control_76990	Non-Targeting Control	328
ADAM33_51157	ADAM33	12
Non-Targeting Control_76522	Non-Targeting Control	257
SLC5A2_17498	SLC5A2	39
TRMT13_40046	TRMT13	69
RECQL5_24717	RECQL5	97
ZIM3_57078	ZIM3	72
BTBD2_42895	BTBD2	61
Non-Targeting Control_77184	Non-Targeting Control	408
CCDC53_37554	CCDC53	78
MAEA_27676	MAEA	262
PILRB_36990	PILRB	57
BAALC_50210	BAALC	12
TRAM1_32892	TRAM1	45
KLKB1_10220	KLKB1	64
ARHGAP30_66864	ARHGAP30	40
ZFPM2_32750	ZFPM2	157
C1QTNF4_57339	C1QTNF4	134
CEBPE_3016	CEBPE	34
FUBP1_23282	FUBP1	51
TESK1_18993	TESK1	24
CEACAM3_3092	CEACAM3	311
AVPR2_1536	AVPR2	214
MS4A13_73465	MS4A13	33
FRRS1_71917	FRRS1	14
CT47A4_74556	CT47A4	171
DAB1_4468	DAB1	150
ITPKC_51038	ITPKC	140
TRHDE_36893	TRHDE	61
ADGRF3_63809	ADGRF3	90
TBC1D17_49794	TBC1D17	139
RELN_15056	RELN	93
HJURP_42438	HJURP	66
TRIM5_54834	TRIM5	153
FANCB_6065	FANCB	48
MFHAS1_24329	MFHAS1	53
NEU1_12464	NEU1	34
NFKBIZ_47645	NFKBIZ	63
COX8C_69358	COX8C	204
AHCYL2_32641	AHCYL2	90
ZNF529_46304	ZNF529	185
SYNDIG1L_74124	SYNDIG1L	8
NAPB_47117	NAPB	74
KCNQ5_44268	KCNQ5	38
POP5_38613	POP5	85
Non-Targeting Control_76508	Non-Targeting Control	266
RBBP8_15902	RBBP8	24
FAM178B_38251	FAM178B	174
ATRAID_38633	ATRAID	38
ZDHHC12_54363	ZDHHC12	17
EYA3_5925	EYA3	201
ZNF404_69448	ZNF404	29
LYRM2_45325	LYRM2	40
GALNT15_57956	GALNT15	16
CD209_37119	CD209	65
UGDH_19946	UGDH	95
HIVEP3_46723	HIVEP3	77
SWSAP1_59029	SWSAP1	46
ATP11B_32057	ATP11B	46
ECI2_28133	ECI2	77
HOXB4_8691	HOXB4	61
KIAA1715_51448	KIAA1715	142
TMEM225_68767	TMEM225	55
EPHB1_5671	EPHB1	103
HABP2_8144	HABP2	68
CASP6_2350	CASP6	15
DCX_4595	DCX	78
POPDC2_47340	POPDC2	59
MAGT1_52803	MAGT1	64
PRCD_75093	PRCD	24
VWF_20205	VWF	88
RWDD2B_26902	RWDD2B	235
ATCAY_54785	ATCAY	23
TMEM189-UBE2V1_70779	TMEM189-UBE2V1	81
NELFE_21103	NELFE	109
PCDH7_13402	PCDH7	38
FAM9A_64289	FAM9A	76
PTS_15531	PTS	34
CALM1_2229	CALM1	9
ZNF573_59075	ZNF573	50
YJEFN3_70365	YJEFN3	117
IFNA16_9242	IFNA16	113
COL23A1_55867	COL23A1	41
IGFL2_61893	IGFL2	67
WISP1_23164	WISP1	73
UBE2D4_39156	UBE2D4	70
CDK17_13472	CDK17	39
ZSWIM7_58920	ZSWIM7	79
MMP11_11616	MMP11	34
Non-Targeting Control_77192	Non-Targeting Control	161
TMEM100_42151	TMEM100	80
PRICKLE3_10721	PRICKLE3	218
ANKRD44_55875	ANKRD44	37
USP12_65212	USP12	120
SFRP5_17186	SFRP5	35
RTN4_45104	RTN4	216
MC3R_11202	MC3R	46
ZNF37A_20557	ZNF37A	97
IPO9_43095	IPO9	37
MESP2_61497	MESP2	155
CCDC179_75816	CCDC179	80
NCK1_12249	NCK1	214
CCNYL1_62458	CCNYL1	87
PRKCZ_14868	PRKCZ	73
GABARAPL1_33487	GABARAPL1	24
LOC653602_74365	LOC653602	82
PABPC4_22903	PABPC4	108
CKMT2_3301	CKMT2	63
NUP37_48736	NUP37	50
ABHD12_34542	ABHD12	10
TGM2_19125	TGM2	74
FHIT_6325	FHIT	172
CPLX2_29252	CPLX2	83
TICAM1_61937	TICAM1	44
RNF212_68169	RNF212	37
RORB_16250	RORB	197
SLFN12L_75921	SLFN12L	47
OR13C2_72026	OR13C2	103
DYNLT1_18927	DYNLT1	175
SERPINE3_74184	SERPINE3	72
CLNK_57775	CLNK	14
MTCH1_33585	MTCH1	132
MFN1_42989	MFN1	76
TSPO_1947	TSPO	30
RNASE9_71798	RNASE9	89
SMARCAD1_44570	SMARCAD1	54
KCNC2_9981	KCNC2	164
OBSL1_32586	OBSL1	22
ROPN1_40519	ROPN1	127
SOX6_42648	SOX6	36
TMEM126B_43616	TMEM126B	98
SUPT20HL1_75267	SUPT20HL1	109
SEL1L_17119	SEL1L	34
ZEB1_18844	ZEB1	20
SUOX_18485	SUOX	17
EFHB_62548	EFHB	179
GOLT1A_59440	GOLT1A	97
LZTS1_30384	LZTS1	113
TTLL12_31950	TTLL12	54
SVOP_42617	SVOP	95
PODN_59359	PODN	11
KCNJ13_10066	KCNJ13	88
FBRSL1_46172	FBRSL1	23
3-Sep_43785	3-Sep	34
Non-Targeting Control_76802	Non-Targeting Control	216
SULT1A2_18430	SULT1A2	72
OR9A4_59772	OR9A4	69
ALDH1A2_23206	ALDH1A2	130
ARHGAP6_1140	ARHGAP6	128
TET3_64717	TET3	79
FBF1_54794	FBF1	32
RPP25_40976	RPP25	30
OR4K14_58520	OR4K14	158
MPO_11706	MPO	76
NDUFB10_12349	NDUFB10	94
DEFB123_66167	DEFB123	98
Non-Targeting Control_77347	Non-Targeting Control	350
MXRA5_33968	MXRA5	53
SOX17_47626	SOX17	33
RIT2_16149	RIT2	65
PPP2R3A_14634	PPP2R3A	27
PEG10_31694	PEG10	140
CYTIP_25322	CYTIP	15
RNF144B_66626	RNF144B	75
ANG_783	ANG	105
GZMM_8077	GZMM	89
WNT10B_20296	WNT10B	88
TULP4_44803	TULP4	56
FAM214B_51008	FAM214B	10
TSPAN10_52600	TSPAN10	67
TMEM150C_73048	TMEM150C	78
LRRC52_72993	LRRC52	25
MRPS36_56166	MRPS36	124
Non-Targeting Control_76824	Non-Targeting Control	213
MRPL42_36275	MRPL42	68
PIF1_50724	PIF1	14
AKR1D1_18175	AKR1D1	41
SIKE1_50772	SIKE1	233
LRP6_10802	LRP6	69
STON1_29923	STON1	57
MYO1E_12103	MYO1E	55
F7_5961	F7	75
UBR2_32393	UBR2	59
BLVRA_1755	BLVRA	25
POGZ_31800	POGZ	47
FAM167A_52326	FAM167A	113
IFI27_9177	IFI27	110
Non-Targeting Control_76497	Non-Targeting Control	387
SRRM3_65958	SRRM3	25
TCEANC_64117	TCEANC	108
EED_22804	EED	35
AFTPH_40642	AFTPH	26
MLPH_48889	MLPH	42
Non-Targeting Control_77398	Non-Targeting Control	424
TMPRSS11D_24742	TMPRSS11D	71
CBY3_74071	CBY3	29
ADAMTS2_25046	ADAMTS2	68
TAAR6_68562	TAAR6	49
ARF3_1077	ARF3	139
UBE2Q1_42717	UBE2Q1	69
KIF21B_31570	KIF21B	186
ELMO2_47128	ELMO2	115
KCNK2_10087	KCNK2	111
WNT9A_20305	WNT9A	117
C1orf233_73882	C1orf233	154
CMTM1_57024	CMTM1	54
NEUROD2_12475	NEUROD2	47
PCDHGB5_43891	PCDHGB5	38
SOWAHC_48448	SOWAHC	34
PLEKHB1_46520	PLEKHB1	49
SLC15A1_17640	SLC15A1	39
GYPA_8035	GYPA	51
KRCC1_38475	KRCC1	60
SLC22A16_54894	SLC22A16	136
CD9_2598	CD9	94
NHLH2_12597	NHLH2	135
UBE4B_27601	UBE4B	50
CREM_3878	CREM	12
SIRT6_39004	SIRT6	38
POMC_14413	POMC	121
ZNF300_56074	ZNF300	218
ACSBG2_51796	ACSBG2	65
Non-Targeting Control_76640	Non-Targeting Control	205
CCDC24_62181	CCDC24	24
KCNK5_22547	KCNK5	252
ASTN1_1288	ASTN1	85
EXOC3L4_56017	EXOC3L4	41
TSEN34_48797	TSEN34	35
SLC1A2_17431	SLC1A2	82
NTNG1_31007	NTNG1	70
TAS2R14_37400	TAS2R14	59
TSPAN17_34878	TSPAN17	2
CASC10_72124	CASC10	58
GLRA4_73146	GLRA4	156
CEMIP_45293	CEMIP	16
MTX2_28802	MTX2	99
DEFA5_4692	DEFA5	234
NXF1_28238	NXF1	380
ZNF705B_75432	ZNF705B	395
TLR10_51914	TLR10	27
DNMT3L_36869	DNMT3L	53
SYNPO_30842	SYNPO	42
Non-Targeting Control_77193	Non-Targeting Control	300
ING1_9590	ING1	28
FAM155A_74593	FAM155A	126
TNK2_27287	TNK2	67
NOTCH4_12740	NOTCH4	13
SERPINB13_13926	SERPINB13	82
ANKHD1-EIF4EBP3_72689	ANKHD1-EIF4EBP3	55
HSPB3_23536	HSPB3	29
TMEM92_63524	TMEM92	119
PRR16_38535	PRR16	74
SHARPIN_51987	SHARPIN	122
BRS3_1886	BRS3	71
Non-Targeting Control_76816	Non-Targeting Control	295
TTC36_61251	TTC36	31
PRKAA1_14764	PRKAA1	30
RGPD8_74494	RGPD8	54
CASK_22368	CASK	196
CLDN24_75445	CLDN24	31
LHFPL5_66045	LHFPL5	38
ALOXE3_46795	ALOXE3	94
C16orf58_47957	C16orf58	59
RBM4B_52488	RBM4B	81
LYRM1_45129	LYRM1	86
RNF44_30958	RNF44	227
PPP4R1_26659	PPP4R1	158
Non-Targeting Control_76517	Non-Targeting Control	301
POM121C_75120	POM121C	82
FAM43A_59970	FAM43A	35
OPN1LW_15959	OPN1LW	174
SLC40A1_37056	SLC40A1	39
TMEM45A_41495	TMEM45A	65
RMND1_41292	RMND1	87
Non-Targeting Control_77055	Non-Targeting Control	314
CSAG1_63192	CSAG1	140
DRD3_5040	DRD3	50
HMHB1_46443	HMHB1	59
RPS6KC1_35301	RPS6KC1	18
